date,H2demand1-0.time-based_0-tot_dem,H2demand2-0.time-based_0-tot_dem,Controller-0.time-based_0-valve1_ratio2,Controller-0.time-based_0-valve1_ratio1,Controller-0.time-based_0-flow2h2storage2,Controller-0.time-based_0-valve1_ratio3,Controller-0.time-based_0-dump,Controller-0.time-based_0-flow2h2storage1,H2storage1-0.time-based_0-soc,H2storage2-0.time-based_0-soc
2012-01-01 00:00:00,50.0,50.0,50.0,0.0,-0.0,50.0,0.0,-0.0,70.0,70.0
2012-01-01 00:15:00,50.0,20.0,50.0,15.0,-0.0,35.0,0.0,-0.0,70.0,70.0
2012-01-01 00:30:00,20.0,0.0,20.0,32.9435,0.0,47.0565,35.58699999999999,0.0,84.85,70.737
2012-01-01 00:45:00,20.0,0.0,20.0,27.2285,0.0,52.7715,50.457,0.0,98.0,72.457
2012-01-01 01:00:00,150.0,150.0,50.0,0.0,-74.177,50.0,-27.823,-98.0,98.0,74.177
2012-01-01 01:15:00,150.0,150.0,50.0,0.0,-2.0,50.0,-196.0,-2.0,2.0,2.0
2012-01-01 01:30:00,140.0,0.0,100.0,0.0,0.0,0.0,-38.0,-2.0,2.0,2.0
2012-01-01 01:45:00,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,2.0,2.0
