date,H2demand1-0.time-based_0-tot_dem,H2demand2-0.time-based_0-tot_dem,compressor1-0.time-based_0-flow_from_c,H2valve1-0.time-based_0-out2,H2valve1-0.time-based_0-out1,H2_controller-0.time-based_0-dump,H2_controller-0.time-based_0-desired_out,H2Buffer1-0.time-based_0-free_capacity,H2Buffer1-0.time-based_0-h2_out,H2Buffer1-0.time-based_0-soc
2012-01-18 04:15:00,0.0,140.0,140.0,140.0,0.0,0,140.0,156572.1047259286,140.0,40.27176589720148
2012-01-18 04:30:00,144.4,140.0,200.0,140.0,0.0,0,284.4,156672.1047259286,200.0,40.23361846716767
2012-01-18 04:45:00,144.4,0.0,144.4,98.45288326300984,101.54711673699018,0,144.4,156716.5047259286,144.4,40.216681008232655
2012-01-18 05:00:00,144.4,165.33333333333334,200.0,0.0,144.4,0,309.7333333333333,156816.5047259286,200.0,40.17853357819884
2012-01-18 05:15:00,144.4,165.33333333333334,200.0,106.75850193715024,93.24149806284976,0,309.7333333333333,156916.5047259286,200.0,40.14038614816502
2012-01-18 05:30:00,144.4,165.33333333333334,200.0,106.75850193715024,93.24149806284976,0,309.7333333333333,157016.50472592862,200.0,40.1022387181312
2012-01-18 05:45:00,0.0,0.0,0.0,106.75850193715024,93.24149806284976,0,0.0,156916.5047259286,0.0,40.14038614816502
2012-01-18 06:00:00,167.5,0.0,167.5,0.0,0.0,0,167.5,156984.0047259286,167.5,40.11463663289219
2012-01-18 06:15:00,167.5,0.0,167.5,0.0,167.5,0,167.5,157051.5047259286,167.5,40.088887117619365
2012-01-18 06:30:00,167.5,153.33333333333334,200.0,0.0,167.5,0,320.83333333333337,157151.50472592862,200.0,40.05073968758555
2012-01-18 06:45:00,167.5,153.33333333333334,200.0,95.58441558441558,104.4155844155844,0,320.83333333333337,157251.50472592862,200.0,40.01259225755173
2012-01-18 07:00:00,0.0,153.33333333333334,153.33333333333334,95.58441558441558,104.4155844155844,0,153.33333333333334,157304.83805926194,153.33333333333334,39.992246961533695
2012-01-18 07:15:00,0.0,0.0,0.0,153.33333333333334,0.0,0,0.0,157204.83805926194,0.0,40.03039439156751
2012-01-18 07:30:00,0.0,196.0,196.0,0.0,0.0,0,196.0,157300.83805926194,196.0,39.99377285873505
2012-01-18 07:45:00,153.33333333333334,196.0,200.0,196.0,0.0,0,349.33333333333337,157400.83805926194,200.0,39.95562542870123
2012-01-18 08:00:00,153.33333333333334,177.33333333333334,200.0,112.21374045801528,87.78625954198472,0,330.6666666666667,157500.83805926194,200.0,39.917477998667415
2012-01-18 08:15:00,153.33333333333334,177.33333333333334,200.0,107.25806451612902,92.74193548387096,0,330.6666666666667,157600.83805926194,200.0,39.8793305686336
2012-01-18 08:30:00,0.0,177.33333333333334,177.33333333333334,107.25806451612902,92.74193548387096,0,177.33333333333334,157678.17139259528,177.33333333333334,39.849829889407445
2012-01-18 08:45:00,0.0,0.0,0.0,177.33333333333337,0.0,0,0.0,157578.17139259528,0.0,39.88797731944126
2012-01-18 09:00:00,0.0,196.66666666666663,196.66666666666663,0.0,0.0,0,196.66666666666663,157674.83805926194,196.66666666666663,39.85110147040857
2012-01-18 09:15:00,212.5,196.66666666666663,200.0,196.66666666666663,0.0,0,409.1666666666666,157774.83805926194,200.0,39.81295404037476
2012-01-18 09:30:00,212.5,196.66666666666663,200.0,96.13034623217924,103.86965376782078,0,409.1666666666666,157874.83805926194,200.0,39.77480661034094
2012-01-18 09:45:00,0.0,0.0,0.0,96.13034623217924,103.86965376782078,0,0.0,157774.83805926194,0.0,39.81295404037476
2012-01-18 10:00:00,0.0,0.0,0.0,0.0,0.0,0,0.0,157674.83805926194,0.0,39.85110147040857
2012-01-18 10:15:00,174.75,0.0,174.75,0.0,0.0,0,174.75,157749.58805926194,174.75,39.822586266458295
2012-01-18 10:30:00,174.75,198.66666666666663,200.0,0.0,174.75,0,373.4166666666666,157849.58805926194,200.0,39.78443883642448
2012-01-18 10:45:00,174.75,198.66666666666663,200.0,106.40482035259988,93.59517964740014,0,373.4166666666666,157949.5880592619,200.0,39.74629140639066
2012-01-18 11:00:00,174.75,198.66666666666663,200.0,106.40482035259988,93.59517964740014,0,373.4166666666666,158049.58805926194,200.0,39.70814397635685
2012-01-18 11:15:00,0.0,0.0,0.0,106.40482035259988,93.59517964740014,0,0.0,157949.5880592619,0.0,39.74629140639066
2012-01-18 11:30:00,0.0,0.0,0.0,0.0,0.0,0,0.0,157849.58805926194,0.0,39.78443883642448
2012-01-18 11:45:00,0.0,0.0,0.0,0.0,0.0,0,0.0,157749.58805926194,0.0,39.822586266458295
2012-01-18 12:00:00,159.66666666666666,193.25,200.0,0.0,0.0,0,352.91666666666663,157849.58805926194,200.0,39.78443883642448
2012-01-18 12:15:00,159.66666666666666,193.25,200.0,109.51593860684773,90.4840613931523,0,352.91666666666663,157949.5880592619,200.0,39.74629140639066
2012-01-18 12:30:00,159.66666666666666,193.25,200.0,109.51593860684773,90.4840613931523,0,352.91666666666663,158049.58805926194,200.0,39.70814397635685
2012-01-18 12:45:00,0.0,193.25,193.25,109.51593860684773,90.4840613931523,0,193.25,158142.83805926194,193.25,39.67257149785031
2012-01-18 13:00:00,258.0,0.0,200.0,193.25,0.0,0,258.0,158242.83805926194,200.0,39.63442406781649
2012-01-18 13:15:00,0.0,0.0,0.0,0.0,200.0,0,0.0,158142.83805926194,0.0,39.67257149785031
