iter,grad
1,[0.02192109 0.         0.03794747 0.         0.        ]
2,[0.02192109 0.         0.03794747 0.         0.        ]
3,[0.02192109 0.         0.03794747 0.         0.        ]
4,[0.02192109 0.         0.03794747 0.         0.        ]
5,[0.02192109 0.         0.03794747 0.         0.        ]
6,[0.02192109 0.         0.03794747 0.         0.        ]
6,[0.02192109 0.         0.03794747 0.         0.        ]
6,[0.02192109 0.         0.03794747 0.         0.        ]
6,[0.02192109 0.         0.03794747 0.         0.        ]
6,[0.02192109 0.         0.03794747 0.         0.        ]
6,[0.02192109 0.         0.03794747 0.         0.        ]
6,[0.02192109 0.         0.03794747 0.         0.        ]
6,[0.02192109 0.         0.03794747 0.         0.        ]
6,[0.02192109 0.         0.03794747 0.         0.        ]
6,[0.02192109 0.         0.03794747 0.         0.        ]
6,[0.02192109 0.         0.03794747 0.         0.        ]
6,[0.02192109 0.         0.03794747 0.         0.        ]
6,[0.02192109 0.         0.03794747 0.         0.        ]
6,[0.02192109 0.         0.03794747 0.         0.        ]
6,[0.02192109 0.         0.03794747 0.         0.        ]
6,[0.02192109 0.         0.03794747 0.         0.        ]
