iter,grad
1,"[ 2.27373675e-13  1.63057513e-01 -8.68683919e-02  0.00000000e+00
  1.46476614e-01]"
2,"[ 2.27373675e-13  1.63057513e-01 -8.68683919e-02  0.00000000e+00
  1.46476614e-01]"
3,"[ 2.27373675e-13  1.63057513e-01 -8.68683919e-02  0.00000000e+00
  1.46476614e-01]"
4,"[ 2.27373675e-13  1.63057513e-01 -8.68683919e-02  0.00000000e+00
  1.46476614e-01]"
5,"[ 2.27373675e-13  1.63057513e-01 -8.68683919e-02  0.00000000e+00
  1.46476614e-01]"
6,"[ 2.27373675e-13  1.63057513e-01 -8.68683919e-02  0.00000000e+00
  1.46476614e-01]"
6,"[ 2.27373675e-13  1.63057513e-01 -8.68683919e-02  0.00000000e+00
  1.46476614e-01]"
7,"[ 2.27373675e-13  1.63057513e-01 -8.68683919e-02  0.00000000e+00
  1.46476614e-01]"
7,"[ 2.27373675e-13  1.63057513e-01 -8.68683919e-02  0.00000000e+00
  1.46476614e-01]"
7,"[ 2.27373675e-13  1.63057513e-01 -8.68683919e-02  0.00000000e+00
  1.46476614e-01]"
7,"[ 2.27373675e-13  1.63057513e-01 -8.68683919e-02  0.00000000e+00
  1.46476614e-01]"
7,"[ 2.27373675e-13  1.63057513e-01 -8.68683919e-02  0.00000000e+00
  1.46476614e-01]"
7,"[ 2.27373675e-13  1.63057513e-01 -8.68683919e-02  0.00000000e+00
  1.46476614e-01]"
7,"[ 2.27373675e-13  1.63057513e-01 -8.68683919e-02  0.00000000e+00
  1.46476614e-01]"
7,"[ 2.27373675e-13  1.63057513e-01 -8.68683919e-02  0.00000000e+00
  1.46476614e-01]"
7,"[ 2.27373675e-13  1.63057513e-01 -8.68683919e-02  0.00000000e+00
  1.46476614e-01]"
7,"[ 2.27373675e-13  1.63057513e-01 -8.68683919e-02  0.00000000e+00
  1.46476614e-01]"
7,"[ 2.27373675e-13  1.63057513e-01 -8.68683919e-02  0.00000000e+00
  1.46476614e-01]"
7,"[ 2.27373675e-13  1.63057513e-01 -8.68683919e-02  0.00000000e+00
  1.46476614e-01]"
