iter,grad
1,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
2,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
3,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
4,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
5,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
6,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
7,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
7,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
7,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
7,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
7,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
7,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
7,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
7,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
7,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
7,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
7,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
7,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
7,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
7,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
7,[-0.11831142  0.          0.13826602  0.11380849 -9.        ]
