iter,grad
1,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
2,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
3,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
4,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
5,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
6,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
7,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
7,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
7,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
7,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
7,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
7,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
7,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
7,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
7,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
7,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
7,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
7,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
7,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
7,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
7,[ 0.02685709  0.          0.0113237   0.         -0.15826907]
