date,Battery-0.Battery_0-p_out,Battery-0.Battery_0-soc,Wind-0.wind_0-wind_gen,PV-0.pv_0-pv_gen,Load-0.load_0-load_dem,Controller-0.ctrl_0-flow2b,Controller-0.ctrl_0-flow2e,Controller-0.ctrl_0-h2_out,Electrolyser-0.electrolyser_0-h2_gen,Fuelcell-0.fc_0-fc_gen,H2storage-0.h2storage_0-eleh2_in,H2storage-0.h2storage_0-fuelh2_out,H2storage-0.h2storage_0-h2_soc
2012-06-01 13:00:00,-61.68768724549981,17.858,24.98244303490758,273.5311060537622,44.06581225,254.44773683866973,0,0,0,0.0,0,0.0,50
2012-06-01 13:15:00,-61.68768724549981,17.858,21.41143961844171,145.35248798553044,43.91017625,122.85375135397214,0,0,0,0.0,0,0.0,50
2012-06-01 13:30:00,-61.68768724549981,17.858,23.69494833721988,330.3924277071239,46.68825825,307.3991177943438,0,0,0,0.0,0,0.0,50
2012-06-01 13:45:00,-61.68768724549981,17.858,25.510223860056925,237.4904436310288,136.660541,126.34012649108568,0,0,0,0.0,0,0.0,50
2012-06-01 14:00:00,-61.68768724549981,17.858,18.841962880920963,234.76018479924969,215.44237925,38.15976843017063,0,0,0,0.0,0,0.0,50
2012-06-01 14:15:00,-61.68768724549981,17.858,38.962093524662656,260.34973105253323,226.70307325,72.60875132719588,0,0,0,0.0,0,0.0,50
2012-06-01 14:30:00,-61.68768724549981,17.858,38.14554955092103,246.95781585252965,159.24421225,125.85915315345063,0,0,0,0.0,0,0.0,50
2012-06-01 14:45:00,-61.68768724549981,17.858,30.101308509079523,280.5084605829591,52.207507,258.4022620920386,0,0,0,0.0,0,0.0,50
2012-06-01 15:00:00,-61.68768724549981,17.858,33.48470301887081,138.03980154781465,73.6346665,97.88983806668548,0,0,0,0.0,0,0.0,50
2012-06-01 15:15:00,-61.68768724549981,17.858,29.123012270638835,173.19797968522695,76.5145345,125.8064574558658,0,0,0,0.0,0,0.0,50
2012-06-01 15:30:00,-61.68768724549981,17.858,27.695674065146253,203.0866843286084,94.4444415,136.33791689375457,0,0,0,0.0,0,0.0,50
2012-06-01 15:45:00,-61.68768724549981,17.858,28.546335875819,204.03957458300968,95.1589425,137.42696795882867,0,0,0,0.0,0,0.0,50
2012-06-01 16:00:00,-61.68768724549981,17.858,18.411032717710054,79.72869815713369,114.81819675,-16.67846587515625,0,0,0,0.0,0,0.0,50
2012-06-01 16:15:00,-61.68768724549981,17.858,26.95386561193015,304.07656517873374,75.5651165,255.4653142906639,0,0,0,0.0,0,0.0,50
2012-06-01 16:30:00,-61.68768724549981,17.858,23.02674060609553,168.5204773150205,75.60664799999999,115.94056992111604,0,0,0,0.0,0,0.0,50
2012-06-01 16:45:00,-61.68768724549981,17.858,15.07256140956096,100.7534470734062,71.39501625,44.43099223296717,0,0,0,0.0,0,0.0,50
2012-06-01 17:00:00,-61.68768724549981,17.858,12.11023949286952,78.83914208933646,67.97172575,22.977655832205983,0,0,0,0.0,0,0.0,50
2012-06-01 17:15:00,-61.68768724549981,17.858,12.82458302367666,93.26606484640156,77.95323525,28.13741262007821,0,0,0,0.0,0,0.0,50
2012-06-01 17:30:00,-61.68768724549981,17.858,29.123012270638835,137.67781914620932,95.7683575,71.03247391684816,0,0,0,0.0,0,0.0,50
2012-06-01 17:45:00,-61.68768724549981,17.858,29.123012270638835,412.02889483447456,86.3390495,354.8128576051134,0,0,0,0.0,0,0.0,50
2012-06-01 18:00:00,-61.68768724549981,17.858,41.48147265496795,105.25066370038252,191.32026675,-44.58813039464951,0,0,0,0.0,0,0.0,50
2012-06-01 18:15:00,-61.68768724549981,17.858,26.22542271191007,103.78723106602,158.165728,-28.153074222069904,0,0,0,0.0,0,0.0,50
2012-06-01 18:30:00,-61.68768724549981,17.858,16.157894125570678,191.91128805434784,83.62331775,124.44586442991852,0,0,0,0.0,0,0.0,50
2012-06-01 18:45:00,-61.68768724549981,17.858,19.13295334484565,79.98263979216492,67.67496200000001,31.44063113701056,0,0,0,0.0,0,0.0,50
2012-06-01 19:00:00,-61.68768724549981,17.858,16.48674222623513,256.2271913808113,67.5660995,205.14783410704644,0,0,0,0.0,0,0.0,50
2012-06-01 19:15:00,-61.68768724549981,17.858,49.135845667717525,200.3807418448692,132.254738,117.26184951258674,0,0,0,0.0,0,0.0,50
2012-06-01 19:30:00,-61.68768724549981,17.858,18.62566696121645,46.14344131106664,242.24240825,-177.4732999777169,0,0,0,0.0,0,0.0,50
2012-06-01 19:45:00,-61.68768724549981,17.858,2.170320297617263,25.86640082496379,250.00545850000003,-221.968737377419,0,0,0,0.0,0,0.0,50
2012-06-01 20:00:00,-61.68768724549981,17.858,7.837520802162746,22.078672757145743,238.76599575,-208.84980219069152,0,0,0,0.0,0,0.0,50
2012-06-01 20:15:00,-61.68768724549981,17.858,6.437999970678665,10.506709778648023,216.782776,-199.8380662506733,0,0,0,0.0,0,0.0,50
2012-06-01 20:30:00,-61.68768724549981,17.858,8.206125648932222,4.206898594013526,232.8982865,-220.48526225705425,0,0,0,0.0,0,0.0,50
2012-06-01 20:45:00,-61.68768724549981,17.858,5.888445381038877,0.701550955748133,217.4412175,-210.85122116321293,0,0,0,0.0,0,0.0,50
2012-06-01 21:00:00,-61.68768724549981,17.858,7.324831004458264,0.0,228.9156135,-221.59078249554173,0,0,0,0.0,0,0.0,50
2012-06-01 21:15:00,-61.68768724549981,17.858,7.67730392279016,0.0,214.51297,-206.83566607720985,0,0,0,0.0,0,0.0,50
2012-06-01 21:30:00,-61.68768724549981,17.858,8.040906654320548,0.0,139.18308125,-131.14217459567948,0,0,0,0.0,0,0.0,50
2012-06-01 21:45:00,-61.68768724549981,17.858,12.657307975703883,0.0,199.566585,-186.90927702429613,0,0,0,0.0,0,0.0,50
2012-06-01 22:00:00,-61.68768724549981,17.858,9.889963541666129,0.0,201.7023365,-191.81237295833387,0,0,0,0.0,0,0.0,50
2012-06-01 22:15:00,-61.68768724549981,17.858,10.41710713780405,0.0,207.60235275,-197.185245612196,0,0,0,0.0,0,0.0,50
2012-06-01 22:30:00,-61.68768724549981,17.858,10.662783622193617,0.0,175.346811,-164.6840273778064,0,0,0,0.0,0,0.0,50
2012-06-01 22:45:00,-61.68768724549981,17.858,8.586110201079084,0.0,89.6545715,-81.06846129892092,0,0,0,0.0,0,0.0,50
2012-06-01 23:00:00,-61.68768724549981,17.858,9.796072112560973,0.0,86.53502474999999,-76.73895263743901,0,0,0,0.0,0,0.0,50
2012-06-01 23:15:00,-61.68768724549981,17.858,10.27152856889632,0.0,43.15834125,-32.88681268110368,0,0,0,0.0,0,0.0,50
2012-06-01 23:30:00,-61.68768724549981,17.858,21.96789756851643,0.0,47.53140675,-25.563509181483564,0,0,0,0.0,0,0.0,50
2012-06-01 23:45:00,-61.68768724549981,17.858,19.279565378891444,0.0,54.88861075,-35.60904537110855,0,0,0,0.0,0,0.0,50
