iter,fitness,timestep,solution
1,84324.9877105254,14:06:33.723,324.98771052539774
2,84324.8277105254,14:07:43.329,324.8277105253977
3,85324.66771052539,14:08:50.214,324.6677105253977
4,84324.82770984263,14:09:54.704,324.827709842636
5,85324.74770984265,14:11:27.028,324.7477098426389
6,84324.8277089892,14:12:21.166,324.8277089892045
7,84324.78770933059,14:13:42.379,324.7877093305843
8,85324.76130965403,14:15:01.599,324.76130965403354
9,84324.78770926934,14:15:52.040,324.7877092693317
10,84324.77450945239,14:17:04.218,324.77450945238985
11,85324.7657975839,14:18:19.449,324.76579758389494
12,84324.77450944572,14:19:07.699,324.7745094457196
13,84324.77015351379,14:20:19.922,324.7701535137953
14,85324.6101535138,14:21:06.068,324.6101535137953
15,84324.77015283103,14:21:52.201,324.7701528310336
16,85324.69015283104,14:23:02.450,324.6901528310365
17,84324.7701519776,14:23:47.633,324.7701519776021
18,85324.73015231898,14:24:54.867,324.7301523189819
19,84324.77015176426,14:25:40.034,324.77015176426016
20,85324.7501520203,14:26:44.217,324.7501520202875
21,84324.77015171092,14:27:29.376,324.77015171092665
22,85324.76015186028,14:28:40.583,324.7601518602738
23,84324.7701516976,14:29:22.704,324.7701516975935
24,85324.7651517776,14:30:26.885,324.76515177760035
25,84324.77015169426,14:31:08.036,324.7701516942603
26,85324.76600176332,14:32:31.421,324.7660017633192
