0.04,0.0,-195.6106959486843
0.04,0.02,-195.6106959486843
0.04,0.04,-204.8157361465266
0.04,0.06,-205.76185033718698
0.04,0.08,-206.70602590514912
0.04,0.1,-222.06618180275882
0.12,0.12,-241.6016595617306
0.12,0.14,-217.2316828885793
0.12,0.16,-159.82794552918497
0.14,0.0,-192.69408243935794
0.14,0.02,-192.69408243935794
0.14,0.04,-204.69286682658014
0.26,0.06,-170.5884526182172
0.26,0.08,-174.184953607294
0.26,0.1,-166.1444010997573
0.26,0.12,-147.59570366227516
0.26,0.14,-140.53018369103904
0.26,0.16,-119.64922016393945
0.4,0.0,-154.78069903660088
0.4,0.02,-154.78069903660088
0.4,0.04,-168.40102505497137
0.4,0.06,-170.5884526182172
0.4,0.08,-174.184953607294
0.4,0.1,-166.1444010997573
