0.3,0.1,-166.1444010997573
0.3,0.12,-147.59570366227516
0.3,0.14,-140.53018369103904
0.3,0.16,-119.64922016393945
0.3,0.18,-118.44963846797305
0.45999999999999996,0.1,-162.71289561222306
0.45999999999999996,0.12,-146.66534522853644
0.45999999999999996,0.14,-139.82967850730032
0.45999999999999996,0.16,-118.94871498020073
0.45999999999999996,0.18,-117.74913328423432
0.54,0.1,-162.71289561222306
0.54,0.12,-146.66534522853644
0.54,0.14,-139.82967850730032
0.54,0.16,-118.94871498020073
0.54,0.18,-117.74913328423432
