0.0,0.12,-217.00361798709497
0.0,0.14,-208.30415111278523
0.0,0.16,-210.17079025895083
0.02,0.0,-192.92304645660647
0.02,0.02,-192.92304645660647
0.02,0.04,-202.4155318729245
0.16,0.12,-197.24614957941776
0.16,0.14,-179.72190720040942
0.16,0.16,-141.59433995009192
0.18,0.0,-167.36355427597974
0.18,0.02,-167.36355427597974
0.18,0.04,-181.0699847943502
0.28,0.12,-147.59570366227516
0.28,0.14,-140.53018369103904
0.28,0.16,-119.64922016393945
0.3,0.0,-154.78069903660088
0.3,0.02,-154.78069903660088
0.3,0.04,-168.40102505497137
0.4,0.12,-147.59570366227516
0.4,0.14,-140.53018369103904
0.4,0.16,-119.64922016393945
