0.08,0.12,-239.6603052785739
0.08,0.14,-228.5013067386904
0.08,0.16,-205.11431429102507
0.1,0.0,-208.79884617395234
0.1,0.02,-208.79884617395234
0.1,0.04,-218.3668653847704
0.2,0.12,-157.10788912778938
0.2,0.14,-142.0943633502212
0.2,0.16,-119.89184906556693
0.22,0.0,-159.38127815406577
0.22,0.02,-159.38127815406577
0.22,0.04,-173.04371367243624
0.32,0.0,-154.78069903660088
0.32,0.02,-154.78069903660088
0.32,0.04,-168.40102505497137
0.32,0.06,-170.5884526182172
0.32,0.08,-174.184953607294
0.32,0.1,-166.1444010997573
