iter,fitness,timestep,solution
1,-15.076403172344465,22:38:28.194,-0.20426624999999987,-0.20426624999999987
2,-11.924338342064909,22:39:57.983,2.03774,-0.20426624999999987
3,-13.69587509037238,22:40:53.309,0.4867034314608134,-0.20426624999999987
4,-37.3524323055225,22:41:42.626,0.0021300946421571876,-0.20426624999999987
5,-20.582778052351603,22:42:29.921,-0.07719333747648857,-0.20426624999999987
6,-37.3524323055225,22:43:15.216,0.00042549898761407197,-0.20426624999999987
7,-37.3524323055225,22:44:00.504,0.0017691370381384798,-0.20426624999999987
8,-37.3524323055225,22:44:45.870,0.002053919472508157,-0.20426624999999987
9,-37.3524323055225,22:45:31.209,0.0021140189135773024,-0.20426624999999987
10,-37.3524323055225,22:46:16.495,0.0021267020793238303,-0.20426624999999987
11,-37.3524323055225,22:47:01.787,0.0021293786881323934,-0.20426624999999987
12,-37.3524323055225,22:47:51.091,0.002129943549844115,-0.20426624999999987
13,-37.3524323055225,22:48:38.398,0.0021300627561892764,-0.20426624999999987
14,-37.3524323055225,22:50:24.066,0.0021300943424677954,-0.20426624999999987
15,-12.76851297688603,22:55:10.829,-1.54947,-0.20426624999999987
16,-15.076403172344465,22:55:56.094,-0.20703215762553664,-0.20426624999999987
17,-37.34511645610233,22:56:41.404,-0.004670374417583772,-0.20426624999999987
18,-37.3524323055225,22:57:26.716,0.0006765517068975642,-0.20426624999999987
19,-37.3524323055225,22:58:11.984,0.0018222988468017257,-0.20426624999999987
20,-37.3524323055225,22:58:59.299,0.0020651385457419575,-0.20426624999999987
21,-37.3524323055225,22:59:44.566,0.0021163865456686583,-0.20426624999999987
22,-37.3524323055225,23:00:31.860,0.0021272017357218155,-0.20426624999999987
23,-37.3524323055225,23:01:17.191,0.002129484133787117,-0.20426624999999987
24,-37.3524323055225,23:02:04.490,0.002129965802708655,-0.20426624999999987
25,-37.3524323055225,23:02:49.786,0.0021300674523522436,-0.20426624999999987
