iter,grad
1,[ 0.         30.05271332]
2,[5.21279773 0.        ]
3,[ 5.21279773 -4.29525641]
4,[ 0.47015117 81.83008189]
5,[  4.87519698 160.57826057]
6,[   5.21279773 -255.44731992]
7,[  6.19887023 145.53831083]
8,[  6.09359648 -56.11465759]
9,[  6.19887023 133.64990625]
10,[  6.19887023 145.53831083]
11,[0. 0.]
12,[-16.52084139   0.        ]
13,[ 72.73087656 -67.44534125]
14,[ 166.20239015 -134.12989273]
15,[ 72.73087656 -63.21555553]
16,[ 72.73087656 -67.44534125]
17,[ 72.73087656 -67.44534125]
18,[ 72.73087656 -67.44534125]
19,[ 72.73087656 -67.44534125]
20,[ 72.73087656 -67.44534125]
21,[ 72.73087656 -67.44534125]
22,[ 72.73087656 -67.44534125]
22,[ 72.73087656 -67.44534125]
22,[ 72.73087656 -67.44534125]
22,[ 72.73087656 -67.44534125]
22,[ 72.73087656 -67.44534125]
22,[ 72.73087656 -67.44534125]
22,[ 72.73087656 -67.44534125]
22,[ 72.73087656 -67.44534125]
22,[ 72.73087656 -67.44534125]
22,[ 72.73087656 -67.44534125]
22,[ 72.73087656 -67.44534125]
22,[ 72.73087656 -67.44534125]
23,[0. 0.]
24,[0. 0.]
25,[114.44395283 292.46439978]
26,[117.24526233  55.57162854]
27,[-51.47435635 195.23564904]
28,[75.86337212 53.52328068]
29,[114.61932558  45.69637627]
30,[116.41871443  55.69052589]
31,[117.24526233  55.57162854]
32,[117.24526233  55.57162854]
33,[117.24526233  55.57162854]
34,[117.24526233  55.57162854]
34,[117.24526233  55.57162854]
35,[117.24526233  55.57162854]
35,[117.24526233  55.57162854]
35,[117.24526233  55.57162854]
35,[117.24526233  55.57162854]
35,[117.24526233  55.57162854]
35,[117.24526233  55.57162854]
35,[117.24526233  55.57162854]
35,[117.24526233  55.57162854]
35,[117.24526233  55.57162854]
35,[117.24526233  55.57162854]
35,[117.24526233  55.57162854]
36,[0. 0.]
37,[-23.07890195   0.        ]
38,[ 127.34963657 -100.12007412]
39,[107.71953713 -39.92631484]
40,[116.41871443  47.07818069]
41,[117.24526233  50.90655654]
42,[117.24526233  55.57162854]
43,[117.24526233  55.57162854]
44,[117.24526233  55.57162854]
45,[117.24526233  55.57162854]
45,[117.24526233  55.57162854]
45,[117.24526233  55.57162854]
45,[117.24526233  55.57162854]
45,[117.24526233  55.57162854]
45,[117.24526233  55.57162854]
45,[117.24526233  55.57162854]
45,[117.24526233  55.57162854]
45,[117.24526233  55.57162854]
45,[117.24526233  55.57162854]
45,[117.24526233  55.57162854]
