label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;subcooling;subcooling_set
condenser;Condenser;[];[];[];[];[];['pr2', 'ttd_u'];['zeta2', 'kA_char'];nan;False;False;-60089.003969360216;False;False;3497.574175396918;False;False;17.180194316405338;False;False;15.000000000005684;True;False;19.562054189040737;False;False;0.99;True;False;0.99;True;False;28622263.925579123;False;False;227121.18050355616;False;False;0x00000221CA907910;False;m;0x00000221CA9070D0;False;m;False;True
