iter,grad
1,[-8.65537709  0.        ]
2,[0. 0.]
3,[0. 0.]
4,[23.80919345  0.        ]
5,[-20.93184534   0.        ]
6,[17.39669636  0.        ]
7,[23.80919345  0.        ]
8,[23.80919345  0.        ]
9,[-20.93184534   0.        ]
10,[17.39669636  0.        ]
11,[23.80919345  0.        ]
12,[23.80919345  0.        ]
13,[23.80919345  0.        ]
14,[23.80919345  0.        ]
15,[23.80919345  0.        ]
16,[23.80919345  0.        ]
16,[23.80919345  0.        ]
16,[23.80919345  0.        ]
16,[23.80919345  0.        ]
16,[23.80919345  0.        ]
16,[23.80919345  0.        ]
16,[23.80919345  0.        ]
16,[23.80919345  0.        ]
16,[23.80919345  0.        ]
16,[23.80919345  0.        ]
16,[23.80919345  0.        ]
16,[23.80919345  0.        ]
16,[23.80919345  0.        ]
17,[0. 0.]
18,[0. 0.]
19,[-28.28976019   0.        ]
20,[17.39669636  0.        ]
21,[23.80919345  0.        ]
22,[23.80919345  0.        ]
23,[23.80919345  0.        ]
24,[23.80919345  0.        ]
25,[23.80919345  0.        ]
25,[23.80919345  0.        ]
26,[23.80919345  0.        ]
26,[23.80919345  0.        ]
26,[23.80919345  0.        ]
26,[23.80919345  0.        ]
26,[23.80919345  0.        ]
26,[23.80919345  0.        ]
26,[23.80919345  0.        ]
26,[23.80919345  0.        ]
26,[23.80919345  0.        ]
26,[23.80919345  0.        ]
