iter,fitness,timestep,solution
1,-20.582778052351603,13:17:09.413,-0.07533904208277886,-0.13826610903548553
2,-19.977331531067524,13:18:44.975,2.03774,0.5090106083205229
3,-42.563198199420256,13:19:53.460,0.626624745364838,0.07675888860683397
4,-13.09628045178752,13:20:59.891,0.7277526783563554,-0.26445672442306706
5,-38.15401828200301,13:22:16.395,0.6414446293634741,0.026755139355370404
6,-41.535654126563905,13:23:33.913,0.6286653261710518,0.06987376784808513
7,-42.563198199420256,13:24:54.483,0.6268029987858057,0.07615744399592471
8,-42.563198199420256,13:26:14.129,0.6266623633134047,0.07663196194076455
9,-42.563198199420256,13:27:31.845,0.6266326841188136,0.07673210246848094
10,-42.563198199420256,13:28:44.209,0.6266264207303772,0.0767532357583815
11,-42.563198199420256,13:29:56.639,0.6266250989278404,0.07675769565041729
12,-42.563198199420256,13:31:11.050,0.626624819979478,0.0767586368496846
13,-12.676826604831769,13:40:05.986,0.626624745364838,-1.54947
14,-13.09628045178752,13:40:59.350,0.626624745364838,-0.347697773598343
15,-37.80482338726666,13:41:50.629,0.626624745364838,0.007633039222785798
16,-41.82648286067222,13:42:41.985,0.626624745364838,0.06524388976824
17,-42.746423380517776,13:43:33.324,0.626624745364838,0.07524122639992067
18,-42.746423380517776,13:44:20.639,0.626624745364838,0.07410480530805366
19,-41.535654126563905,13:45:07.944,0.626624745364838,0.06967434753814683
20,-42.746423380517776,13:45:53.220,0.626624745364838,0.07384503472910696
21,-42.50149981207764,13:46:38.496,0.626624745364838,0.0736110676601138
22,-42.746423380517776,13:47:23.776,0.626624745364838,0.07384503472910696
23,-12.676826604831769,13:48:18.202,0.626624745364838,-1.54947
24,-13.09628045178752,13:49:09.544,0.626624745364838,-0.3493404680223925
25,-37.80482338726666,13:49:54.839,0.626624745364838,0.005167209306764314
26,-41.762448582670736,13:50:42.141,0.626624745364838,0.06265227600861441
27,-42.50149981207764,13:51:31.452,0.626624745364838,0.07255351556190892
28,-42.746423380517776,13:52:16.819,0.626624745364838,0.07374899692795803
29,-42.746423380517776,13:53:02.097,0.626624745364838,0.0738247672635825
30,-42.746423380517776,13:53:47.374,0.626624745364838,0.07384075755747381
31,-42.746423380517776,13:54:32.664,0.626624745364838,0.07384413209048363
32,-42.746423380517776,13:55:48.149,0.626624745364838,0.07384499452889133
