iter,fitness,timestep,solution
1,440.22540236551964,00:03:38.883,440.22540236551964
2,439.2254023680444,00:04:56.329,439.2254023680444
3,438.22540237056916,00:06:17.786,438.22540237056916
4,434.2254023806682,00:07:35.431,434.2254023806682
5,4418.225402421064,00:08:57.839,418.2254024210643
6,434.2147285934735,00:10:25.365,434.2147285934735
7,434.2040690474956,00:11:41.836,434.2040690474956
8,426.21473573427994,00:12:46.504,426.21473573427994
9,439.1764882910508,00:14:12.872,439.1764882910508
10,430.50925609202153,00:15:10.051,430.50925609202153
11,427.6364220868069,00:16:08.454,427.6364220868069
12,426.68419477461316,00:17:02.611,426.68419477461316
13,426.36857025472614,00:17:42.717,426.36857025472614
14,426.26395359880644,00:18:28.822,426.26395359880644
15,426.22927744556324,00:19:19.934,426.22927744556324
16,426.21778372005645,00:20:06.061,426.21778372005645
17,426.2124148774189,00:21:10.207,426.2124148774189
