iter,fitness,timestep,solution
1,535.1978441734748,00:03:38.879,535.1978441734748
2,534.1978441759995,00:04:55.165,534.1978441759995
3,533.1978441785243,00:06:13.756,533.1978441785243
4,529.1978441886233,00:07:30.368,529.1978441886233
5,513.1978442290194,00:08:49.804,513.1978442290194
6,449.1978443906039,00:10:12.177,449.1978443906039
7,202193.19784503695,00:11:30.704,193.19784503694177
8,449.1437603576231,00:12:39.069,449.1437603576231
9,449.08969917685033,00:13:38.260,449.08969917685033
10,89321.1437721069,00:14:36.632,321.14377210689605
11,449.0590360975125,00:15:34.819,449.0590360975125
12,449.02838771539024,00:16:30.990,449.02838771539024
13,27385.086079911143,00:17:21.119,385.08607991114314
14,449.0031393586431,00:18:05.225,449.0031393586431
15,448.97791094110494,00:18:52.345,448.97791094110494
16,4417.031995426124,00:19:45.466,417.03199542612407
17,448.93533162584583,00:20:25.555,448.93533162584583
18,448.8928658148052,00:21:08.648,448.8928658148052
19,432.9624306204646,00:21:51.749,432.9624306204646
20,432.95184947716865,00:22:32.853,432.95184947716865
21,432.9412823900604,00:23:15.025,432.9412823900604
22,424.98663890809223,00:23:57.143,424.98663890809223
