generation,solution,fitness
1,"[36.119941307320985, 69.40214436792388, 53.43555775223257, 60.97987726295555, 11.389360752297867]",[35.8070270229879]
1,"[33.71593972369823, 4.240103688278561, 63.230858641570265, 61.01672517614813, 51.68929817911132]",[35.8070270229879]
1,"[32.22642943725383, 70.80341920782558, 60.76831277843079, 55.18508666017414, 13.273222606118345]",[39.643983554334525]
1,"[34.01744960838777, 22.209683736046255, 38.30721950915336, 58.47917527963173, 21.25972723445706]",[29.016061133034192]
1,"[38.730381841946176, 10.183051827599053, 21.326559343070926, 57.49542764940537, 33.29310884784362]",[29.016061133034192]
1,"[40.63693557532315, 14.57618609756026, 37.53911400419365, 60.88621853293064, 3.390880128559834]",[35.565928435802505]
1,"[38.682993370915824, 12.448261029172281, 4.748766287925404, 66.2332830588, 70.49113841444283]",[40.01606113303419]
1,"[40.89237082928107, 22.23680514965606, 7.130064322466023, 62.263495397682355, 32.13113204299089]",[35.565928435802505]
1,"[33.342420583292565, 36.147914438122726, 2.510362041410943, 65.63980603118173, 18.890938656801236]",[46.565928435802505]
2,"[38.5405331619664, 12.45238401430904, 51.993307850426824, 60.96585005898607, 33.29310884784362]",[26.56592843580244]
2,"[34.01744960838777, 22.209683736046255, 38.30721950915336, 58.47917527963173, 21.25972723445706]",[29.016061133034192]
2,"[38.730381841946176, 10.183051827599053, 21.326559343070926, 57.49542764940537, 33.29310884784362]",[29.016061133034192]
2,"[38.730381841946176, 10.183051827599053, 18.534397781496665, 57.49542764940537, 33.29310884784362]",[29.016061133034192]
2,"[34.01744960838777, 20.967962726088526, 38.30721950915336, 58.47917527963173, 21.25972723445706]",[29.016061133034192]
2,"[40.63693557532315, 14.57618609756026, 37.53911400419365, 60.88621853293064, 3.390880128559834]",[35.565928435802505]
2,"[40.89237082928107, 22.23680514965606, 7.130064322466023, 62.263495397682355, 32.13113204299089]",[35.565928435802505]
2,"[40.63693557532315, 14.57618609756026, 37.53911400419365, 61.76060384005196, 3.390880128559834]",[35.565928435802505]
2,"[40.89237082928107, 22.065816062254825, 4.836955244237281, 60.98190034640226, 32.13113204299089]",[35.565928435802505]
3,"[38.5405331619664, 12.45238401430904, 51.993307850426824, 60.96585005898607, 33.29310884784362]",[26.56592843580244]
3,"[38.5405331619664, 12.501947472078173, 51.49904593205656, 60.96585005898607, 33.29310884784362]",[26.56592843580244]
3,"[38.5405331619664, 12.03664215916074, 51.993307850426824, 60.96585005898607, 30.782799211189317]",[26.56592843580244]
