generation,solution,fitness
1,"[39.02692951462894, 18.037877755457565, 39.93889941816905, 54.022873253289895, 23.24273044865305]",[29.016061133034192]
1,"[35.44464400450183, 64.22385364305774, 47.40168585399561, 65.27261351529445, 6.742497892206017]",[35.565928435802505]
1,"[36.518422354157046, 34.24931091833391, 19.996036966976966, 58.15680879603689, 9.36505510752151]",[35.565928435802505]
1,"[40.58337850392209, 44.98643104413539, 15.981894801493805, 63.563906084287055, 61.47549304470641]",[33.71283469971763]
1,"[42.730939137155104, 26.551275490123146, 51.16804712719039, 66.52727871337012, 72.4625330508431]",[33.2768281242906]
1,"[34.177424796428845, 15.704943935414093, 71.82356701319256, 52.820353123944905, 52.657639792947975]",[35.8070270229879]
1,"[32.524742806414075, 51.86300715091403, 28.24458428214076, 55.39085406554463, 26.78478379211447]",[33.2768281242906]
1,"[37.18286118449233, 3.4655067973220905, 6.33206286595399, 61.014715072220916, 35.02893554903119]",[46.565928435802505]
1,"[39.992598039371835, 65.37383426572946, 60.07252616562838, 59.49237899331272, 47.522515933236086]",[33.71283469971763]
2,"[39.02692951462894, 18.037877755457565, 39.93889941816905, 54.022873253289895, 23.24273044865305]",[29.016061133034192]
2,"[37.644644004501835, 49.623853643057735, 41.27236969594627, 62.27261351529445, 21.34249789220602]",[24.807027022987903]
2,"[38.71842235415705, 24.489203486776557, 34.59603696697697, 57.97224540941492, 23.96505510752151]",[29.016061133034192]
2,"[40.696511844927805, 46.08056952912297, 30.581894801493807, 61.39810018172312, 46.87549304470641]",[22.712834699717632]
2,"[42.730939137155104, 26.551275490123146, 51.16804712719039, 66.52727871337012, 72.4625330508431]",[33.2768281242906]
2,"[36.37742479642885, 24.57304197595114, 57.22356701319256, 55.68992764291232, 38.40539436241203]",[24.807027022987903]
2,"[34.72474280641408, 40.881121033651986, 38.35060169971595, 56.8134441773502, 35.03068561644271]",[29.016061133034192]
