generation,solution,fitness
6,"[42.869139061178956, 26.72473637328381, 44.62971338566341, 57.61283197827883, 33.30693030111439]",[20.907611471618385]
7,"[42.869139061178956, 29.77815483980575, 51.85932732780681, 57.61283197827883, 33.79506550241246]",[14.945600464436716]
7,"[42.869139061178956, 29.55426606738768, 51.85932732780681, 57.94699272829905, 33.30693030111439]",[14.945600464436716]
7,"[42.869139061178956, 29.761484605592543, 51.86048924906716, 57.61145010208301, 33.30693030111439]",[14.945600464436716]
7,"[42.869139061178956, 29.55426606738768, 51.85932732780681, 57.61246068919188, 33.30693030111439]",[14.945600464436716]
7,"[42.869139061178956, 29.93305617704595, 51.85932732780681, 57.61283197827883, 36.99131618394382]",[14.945600464436716]
7,"[42.869139061178956, 29.525887538062328, 50.55068940050281, 57.62167290721798, 33.30693030111439]",[14.945600464436716]
7,"[42.87193816875185, 29.77815483980575, 51.91918611179254, 57.61283197827883, 33.79506550241246]",[14.945600464436716]
7,"[42.869139061178956, 27.698501992877883, 50.662979034781735, 57.61145010208301, 33.30693030111439]",[16.051290576562405]
7,"[42.869139061178956, 26.72473637328381, 50.55068940050281, 57.61283197827883, 33.30693030111439]",[16.051290576562405]
8,"[42.869139061178956, 29.77815483980575, 51.85932732780681, 57.61283197827883, 33.79506550241246]",[14.945600464436716]
8,"[42.869139061178956, 29.55426606738768, 51.85932732780681, 57.94699272829905, 33.30693030111439]",[14.945600464436716]
8,"[42.869139061178956, 29.761484605592543, 51.86048924906716, 57.61145010208301, 33.30693030111439]",[14.945600464436716]
8,"[42.869139061178956, 29.55426606738768, 51.85932732780681, 57.61246068919188, 33.30693030111439]",[14.945600464436716]
8,"[42.869139061178956, 29.93305617704595, 51.85932732780681, 57.61283197827883, 36.99131618394382]",[14.945600464436716]
8,"[42.869139061178956, 29.525887538062328, 50.55068940050281, 57.62167290721798, 33.30693030111439]",[14.945600464436716]
8,"[42.87193816875185, 29.77815483980575, 51.91918611179254, 57.61283197827883, 33.79506550241246]",[14.945600464436716]
8,"[42.87193816875185, 29.776272382601057, 51.91918611179254, 57.612823747123365, 33.79506550241246]",[14.945600464436716]
8,"[42.86914261181726, 29.760940785756254, 51.91918611179254, 57.61286315512951, 33.79506550241246]",[14.945600464436716]
9,"[42.869139061178956, 29.77815483980575, 51.85932732780681, 57.61283197827883, 33.79506550241246]",[14.945600464436716]
9,"[42.869139061178956, 29.55426606738768, 51.85932732780681, 57.94699272829905, 33.30693030111439]",[14.945600464436716]
9,"[42.869139061178956, 29.761484605592543, 51.86048924906716, 57.61145010208301, 33.30693030111439]",[14.945600464436716]
9,"[42.869139061178956, 29.55426606738768, 51.85932732780681, 57.61246068919188, 33.30693030111439]",[14.945600464436716]
9,"[42.869139061178956, 29.93305617704595, 51.85932732780681, 57.61283197827883, 36.99131618394382]",[14.945600464436716]
9,"[42.869139061178956, 29.525887538062328, 50.55068940050281, 57.62167290721798, 33.30693030111439]",[14.945600464436716]
9,"[42.87193816875185, 29.77815483980575, 51.91918611179254, 57.61283197827883, 33.79506550241246]",[14.945600464436716]
9,"[42.87193816875185, 29.776272382601057, 51.91918611179254, 57.612823747123365, 33.79506550241246]",[14.945600464436716]
9,"[42.86914261181726, 29.760940785756254, 51.91918611179254, 57.61286315512951, 33.79506550241246]",[14.945600464436716]
10,"[42.869139061178956, 29.77815483980575, 51.85932732780681, 57.61283197827883, 33.79506550241246]",[14.945600464436716]
10,"[42.869139061178956, 29.55426606738768, 51.85932732780681, 57.94699272829905, 33.30693030111439]",[14.945600464436716]
10,"[42.869139061178956, 29.761484605592543, 51.86048924906716, 57.61145010208301, 33.30693030111439]",[14.945600464436716]
10,"[42.869139061178956, 29.55426606738768, 51.85932732780681, 57.61246068919188, 33.30693030111439]",[14.945600464436716]
10,"[42.869139061178956, 29.93305617704595, 51.85932732780681, 57.61283197827883, 36.99131618394382]",[14.945600464436716]
10,"[42.869139061178956, 29.525887538062328, 50.55068940050281, 57.62167290721798, 33.30693030111439]",[14.945600464436716]
10,"[42.87193816875185, 29.77815483980575, 51.91918611179254, 57.61283197827883, 33.79506550241246]",[14.945600464436716]
10,"[42.87193816875185, 29.776272382601057, 51.91918611179254, 57.612823747123365, 33.79506550241246]",[14.945600464436716]
10,"[42.86914261181726, 29.760940785756254, 51.91918611179254, 57.61286315512951, 33.79506550241246]",[14.945600464436716]
