generation,solution,fitness
1,"[34.733611401815025, 32.84820573670807, 29.998678618747476, 55.904495363303496, 63.53888524932731]",[35.565928435802505]
1,"[34.035439198780956, 1.4352840563932128, 69.58739829977098, 62.20676207096559, 35.52093323818853]",[46.565928435802505]
1,"[42.615295018525494, 28.718107955879237, 5.807702703943279, 57.271111366206945, 11.945366870171954]",[33.4886454317993]
1,"[42.81483503137287, 64.28585744771262, 36.06663317214413, 58.014388616777175, 32.94427679963972]",[24.56592843580251]
1,"[39.92964533354286, 18.08708476387956, 45.46293652550302, 54.136732237981434, 14.685868620449778]",[33.71283469971763]
1,"[32.893395023935604, 69.60347752106618, 4.068893683878442, 60.99304725183153, 52.77882702602422]",[35.8070270229879]
1,"[42.67318691301304, 59.97457039108835, 38.511227923073356, 56.972150943155015, 25.84070027812832]",[24.807027022987903]
1,"[32.86933331383659, 40.58174977105318, 12.10299579095093, 56.42856746561337, 61.36441941658065]",[28.643983554334525]
1,"[35.98818210355039, 24.879420359155038, 51.85932732780681, 52.475616272931234, 34.484314221235465]",[24.807027022987903]
2,"[42.81483503137287, 64.28585744771262, 36.06663317214413, 58.014388616777175, 32.94427679963972]",[24.56592843580251]
2,"[42.81483503137287, 64.28585744771262, 36.06663317214413, 57.430768696063105, 32.94427679963972]",[24.56592843580251]
2,"[35.683804017959275, 26.247643784327565, 51.85932732780681, 52.50369970355462, 33.79506550241246]",[24.56592843580251]
2,"[34.733611401815025, 40.823790617458016, 29.998678618747476, 54.95063451708632, 61.394341524682645]",[24.56592843580251]
2,"[42.91496007255178, 62.91599963935444, 36.06663317214413, 57.993236173517346, 34.66533568812738]",[24.56592843580251]
2,"[42.81483503137287, 64.28585744771262, 35.89481148483159, 58.594483118338665, 32.94427679963972]",[24.56592843580251]
2,"[42.67318691301304, 59.97457039108835, 38.511227923073356, 56.972150943155015, 25.84070027812832]",[24.807027022987903]
2,"[35.98818210355039, 24.879420359155038, 51.85932732780681, 52.475616272931234, 34.484314221235465]",[24.807027022987903]
2,"[42.67318691301304, 59.97457039108835, 38.511227923073356, 56.987226537313944, 25.84070027812832]",[24.807027022987903]
3,"[42.81483503137287, 64.28585744771262, 39.74277134834574, 57.989134564509975, 32.94427679963972]",[20.62053981456744]
3,"[42.869139061178956, 26.247643784327565, 51.85932732780681, 57.61283197827883, 33.79506550241246]",[22.2768281242906]
3,"[42.81483503137287, 64.28585744771262, 36.06663317214413, 58.014388616777175, 32.94427679963972]",[24.56592843580251]
3,"[42.81483503137287, 64.28585744771262, 36.06663317214413, 57.430768696063105, 32.94427679963972]",[24.56592843580251]
3,"[35.683804017959275, 26.247643784327565, 51.85932732780681, 52.50369970355462, 33.79506550241246]",[24.56592843580251]
3,"[34.733611401815025, 40.823790617458016, 29.998678618747476, 54.95063451708632, 61.394341524682645]",[24.56592843580251]
3,"[42.91496007255178, 62.91599963935444, 36.06663317214413, 57.993236173517346, 34.66533568812738]",[24.56592843580251]
3,"[42.81483503137287, 64.28585744771262, 35.89481148483159, 58.594483118338665, 32.94427679963972]",[24.56592843580251]
3,"[42.81483503137287, 64.28585744771262, 36.06936168203961, 56.228659965117934, 32.94427679963972]",[24.56592843580251]
4,"[42.81483503137287, 64.28585744771262, 39.74277134834574, 57.989134564509975, 32.94427679963972]",[20.62053981456744]
4,"[42.869139061178956, 26.247643784327565, 51.85932732780681, 57.61283197827883, 33.79506550241246]",[22.2768281242906]
4,"[42.396604726599115, 26.247643784327565, 51.85932732780681, 57.61283197827883, 33.79506550241246]",[22.2768281242906]
4,"[42.869139061178956, 26.72473637328381, 51.85932732780681, 57.61283197827883, 33.30693030111439]",[22.2768281242906]
4,"[42.81483503137287, 64.28585744771262, 36.06663317214413, 58.014388616777175, 32.94427679963972]",[24.56592843580251]
4,"[42.81483503137287, 64.28585744771262, 36.06663317214413, 57.430768696063105, 32.94427679963972]",[24.56592843580251]
4,"[35.683804017959275, 26.247643784327565, 51.85932732780681, 52.50369970355462, 33.79506550241246]",[24.56592843580251]
4,"[34.733611401815025, 40.823790617458016, 29.998678618747476, 54.95063451708632, 61.394341524682645]",[24.56592843580251]
4,"[42.91496007255178, 62.91599963935444, 36.06663317214413, 57.993236173517346, 34.66533568812738]",[24.56592843580251]
5,"[42.869139061178956, 29.77815483980575, 51.85932732780681, 57.61283197827883, 33.79506550241246]",[14.945600464436716]
5,"[42.81483503137287, 64.28585744771262, 39.74277134834574, 57.989134564509975, 32.94427679963972]",[20.62053981456744]
5,"[42.869139061178956, 26.72473637328381, 49.63469567998251, 57.61283197827883, 33.30693030111439]",[20.907611471618385]
5,"[42.869139061178956, 26.247643784327565, 51.85932732780681, 57.61283197827883, 33.79506550241246]",[22.2768281242906]
5,"[42.396604726599115, 26.247643784327565, 51.85932732780681, 57.61283197827883, 33.79506550241246]",[22.2768281242906]
5,"[42.869139061178956, 26.72473637328381, 51.85932732780681, 57.61283197827883, 33.30693030111439]",[22.2768281242906]
5,"[42.825238191568005, 26.247643784327565, 51.85932732780681, 58.164083557888716, 33.79506550241246]",[22.2768281242906]
5,"[42.91191864366091, 62.907513483846174, 39.74277134834574, 57.989134564509975, 34.52297649766628]",[22.31526299110696]
5,"[42.81483503137287, 64.36178328650782, 41.66251981335275, 57.989134564509975, 28.06806593695056]",[22.488645431799306]
6,"[42.869139061178956, 29.77815483980575, 51.85932732780681, 57.61283197827883, 33.79506550241246]",[14.945600464436716]
6,"[42.869139061178956, 29.55426606738768, 51.85932732780681, 57.94699272829905, 33.30693030111439]",[14.945600464436716]
6,"[42.869139061178956, 27.698501992877883, 50.662979034781735, 57.61145010208301, 33.30693030111439]",[16.051290576562405]
6,"[42.869139061178956, 26.72473637328381, 50.55068940050281, 57.61283197827883, 33.30693030111439]",[16.051290576562405]
6,"[42.81483503137287, 64.28585744771262, 39.74277134834574, 57.989134564509975, 32.94427679963972]",[20.62053981456744]
6,"[42.81483503137287, 63.4973729171278, 38.71448799354089, 57.99051644070579, 32.94427679963972]",[20.62053981456744]
6,"[42.869139061178956, 32.50714416342828, 51.85932732780681, 57.61283197827883, 36.99131618394382]",[20.62053981456744]
6,"[42.869139061178956, 26.72473637328381, 49.63469567998251, 57.61283197827883, 33.30693030111439]",[20.907611471618385]
