generation,solution,fitness
1,"[34.57213827628242, 21.176475272489565, 32.35653904910424, 53.82436337263456, 15.481785843845806]",[35.565928435802505]
1,"[42.60972777627838, 40.960608489476805, 16.62285314150649, 52.710936853127855, 19.208431501289407]",[24.807027022987903]
1,"[37.56301102869317, 54.39951262956014, 46.00083202088845, 55.87913590653827, 26.341851039005483]",[22.712834699717632]
1,"[35.92140339100174, 1.7064306195552852, 56.0379949419384, 61.17596615882903, 72.53313450208722]",[35.8070270229879]
1,"[33.772798032715436, 36.9742525999715, 57.68862162873824, 64.74847497907987, 55.8282342000872]",[24.807027022987903]
1,"[33.04745461082431, 26.267747098291615, 3.0966757086569934, 63.498128873128685, 39.87335590595614]",[35.565928435802505]
1,"[38.47659328377219, 64.29870005949043, 66.33380174131155, 57.489596288072505, 64.22905989034903]",[37.549831468435336]
1,"[41.67408723834032, 64.99725675215713, 37.51980354553369, 66.38226308822185, 42.07395906557804]",[31.01606113303412]
1,"[39.39780729430862, 8.224658037881158, 10.111488052899695, 59.70623402411514, 7.433827520110797]",[35.8070270229879]
2,"[36.772138276282426, 35.77647527248956, 46.956539049104244, 55.25387966907084, 29.11927439011837]",[24.56592843580251]
2,"[42.60972777627838, 40.960608489476805, 16.62285314150649, 52.710936853127855, 19.208431501289407]",[24.807027022987903]
2,"[37.56301102869317, 54.39951262956014, 46.00083202088845, 55.87913590653827, 26.341851039005483]",[22.712834699717632]
2,"[35.92140339100174, 1.7064306195552852, 56.0379949419384, 61.17596615882903, 72.53313450208722]",[35.8070270229879]
2,"[33.772798032715436, 36.9742525999715, 57.68862162873824, 64.74847497907987, 55.8282342000872]",[24.807027022987903]
2,"[33.04745461082431, 26.267747098291615, 3.0966757086569934, 63.498128873128685, 39.87335590595614]",[35.565928435802505]
2,"[39.46367794347705, 72.15963685538519, 55.08969861365284, 58.65063275869003, 49.62905989034903]",[35.8070270229879]
2,"[41.67408723834032, 64.99725675215713, 37.51980354553369, 66.38226308822185, 42.07395906557804]",[31.01606113303412]
2,"[39.39780729430862, 8.224658037881158, 10.111488052899695, 59.70623402411514, 7.433827520110797]",[35.8070270229879]
3,"[38.24769973678902, 43.93382383949145, 49.64165739248819, 55.73572226060518, 29.24521125937515]",[22.712834699717632]
3,"[42.60972777627838, 40.960608489476805, 16.62285314150649, 52.710936853127855, 19.208431501289407]",[24.807027022987903]
3,"[37.56301102869317, 54.39951262956014, 46.00083202088845, 55.87913590653827, 26.341851039005483]",[22.712834699717632]
3,"[37.60458307906274, 30.906430619555287, 46.00596520536266, 60.13852897477616, 52.635826161368975]",[24.56592843580251]
3,"[33.772798032715436, 36.9742525999715, 57.68862162873824, 64.74847497907987, 55.8282342000872]",[24.807027022987903]
3,"[33.04745461082431, 26.267747098291615, 3.0966757086569934, 63.498128873128685, 39.87335590595614]",[35.565928435802505]
3,"[37.26367794347705, 58.72256456012197, 40.48969861365284, 58.71207661328831, 35.02905989034903]",[25.813255292307776]
3,"[40.426040917204816, 61.64482271565465, 40.044642643860755, 61.91033029041855, 28.89498257372987]",[24.56592843580251]
3,"[38.13590126130471, 37.42465803788116, 32.35774084537666, 55.64396944651813, 13.216881077363833]",[29.016061133034192]
4,"[38.24769973678902, 43.93382383949145, 49.64165739248819, 55.73572226060518, 29.24521125937515]",[22.712834699717632]
4,"[42.60972777627838, 40.960608489476805, 16.62285314150649, 52.710936853127855, 19.208431501289407]",[24.807027022987903]
4,"[37.56301102869317, 54.39951262956014, 46.00083202088845, 55.87913590653827, 26.341851039005483]",[22.712834699717632]
4,"[37.60458307906274, 30.906430619555287, 46.00596520536266, 60.13852897477616, 52.635826161368975]",[24.56592843580251]
4,"[33.94995303945536, 44.23312062919837, 52.38508890470131, 58.397740700015106, 38.05843977534796]",[22.712834699717632]
4,"[34.97603457449545, 32.51139791997659, 44.57273512299274, 63.47356506393044, 41.690603672409146]",[24.56592843580251]
4,"[37.796624380727806, 44.122564560121965, 49.76017902284503, 56.75380537445665, 21.158367885376443]",[24.807027022987903]
4,"[38.22604091720481, 47.04482271565465, 39.92860018712496, 58.91033029041855, 24.31965697144706]",[20.907611471618385]
4,"[38.03203665128906, 42.36880206054559, 46.95774084537666, 54.978232766151386, 27.816881077363835]",[20.907611471618385]
5,"[38.3812922622262, 49.4570181446972, 38.39965314707336, 58.68706927942597, 28.369544667289848]",[20.907611471618385]
5,"[42.60972777627838, 40.960608489476805, 16.62285314150649, 52.710936853127855, 19.208431501289407]",[24.807027022987903]
5,"[37.976805795264575, 45.33563815599433, 41.93250208343107, 56.058919934486894, 21.206775318542043]",[20.907611471618385]
5,"[37.60458307906274, 30.906430619555287, 46.00596520536266, 60.13852897477616, 52.635826161368975]",[24.56592843580251]
5,"[33.94995303945536, 44.23312062919837, 52.38508890470131, 58.397740700015106, 38.05843977534796]",[22.712834699717632]
5,"[34.97603457449545, 32.51139791997659, 44.57273512299274, 63.47356506393044, 41.690603672409146]",[24.56592843580251]
5,"[37.796624380727806, 44.122564560121965, 49.76017902284503, 56.75380537445665, 21.158367885376443]",[24.807027022987903]
5,"[38.22604091720481, 47.04482271565465, 39.92860018712496, 58.91033029041855, 24.31965697144706]",[20.907611471618385]
5,"[38.03203665128906, 42.36880206054559, 46.95774084537666, 54.978232766151386, 27.816881077363835]",[20.907611471618385]
6,"[38.3812922622262, 49.4570181446972, 38.39965314707336, 58.68706927942597, 28.369544667289848]",[20.907611471618385]
6,"[42.60972777627838, 40.960608489476805, 16.62285314150649, 52.710936853127855, 19.208431501289407]",[24.807027022987903]
6,"[37.976805795264575, 45.33563815599433, 41.93250208343107, 56.058919934486894, 21.206775318542043]",[20.907611471618385]
6,"[37.60458307906274, 30.906430619555287, 46.00596520536266, 60.13852897477616, 52.635826161368975]",[24.56592843580251]
6,"[33.94995303945536, 44.23312062919837, 52.38508890470131, 58.397740700015106, 38.05843977534796]",[22.712834699717632]
6,"[34.97603457449545, 32.51139791997659, 44.57273512299274, 63.47356506393044, 41.690603672409146]",[24.56592843580251]
6,"[37.885537033449374, 53.21086431473536, 37.33065214463696, 57.7141691848416, 31.033388124228324]",[24.56592843580251]
6,"[38.22604091720481, 47.04482271565465, 39.92860018712496, 58.91033029041855, 24.31965697144706]",[20.907611471618385]
6,"[38.03203665128906, 42.36880206054559, 46.95774084537666, 54.978232766151386, 27.816881077363835]",[20.907611471618385]
7,"[38.3812922622262, 49.4570181446972, 38.39965314707336, 58.68706927942597, 28.369544667289848]",[20.907611471618385]
7,"[42.937354458299815, 47.96311754507434, 26.737065568746182, 55.75066520310273, 31.636532203999042]",[20.907611471618385]
7,"[37.976805795264575, 45.33563815599433, 41.93250208343107, 56.058919934486894, 21.206775318542043]",[20.907611471618385]
7,"[37.60458307906274, 30.906430619555287, 46.00596520536266, 60.13852897477616, 52.635826161368975]",[24.56592843580251]
7,"[33.94995303945536, 44.23312062919837, 52.38508890470131, 58.397740700015106, 38.05843977534796]",[22.712834699717632]
7,"[34.97603457449545, 32.51139791997659, 44.57273512299274, 63.47356506393044, 41.690603672409146]",[24.56592843580251]
7,"[38.01123341388894, 56.17875785952255, 32.505379468754974, 59.24303642748301, 33.99275962780945]",[23.47550358620725]
7,"[38.22604091720481, 47.04482271565465, 39.92860018712496, 58.91033029041855, 24.31965697144706]",[20.907611471618385]
7,"[38.03203665128906, 42.36880206054559, 46.95774084537666, 54.978232766151386, 27.816881077363835]",[20.907611471618385]
8,"[38.3812922622262, 49.4570181446972, 38.39965314707336, 58.68706927942597, 28.369544667289848]",[20.907611471618385]
8,"[42.937354458299815, 47.96311754507434, 26.737065568746182, 55.75066520310273, 31.636532203999042]",[20.907611471618385]
8,"[37.976805795264575, 45.33563815599433, 41.93250208343107, 56.058919934486894, 21.206775318542043]",[20.907611471618385]
8,"[37.60458307906274, 30.906430619555287, 46.00596520536266, 60.13852897477616, 52.635826161368975]",[24.56592843580251]
8,"[33.94995303945536, 44.23312062919837, 52.38508890470131, 58.397740700015106, 38.05843977534796]",[22.712834699717632]
8,"[34.97603457449545, 32.51139791997659, 44.57273512299274, 63.47356506393044, 41.690603672409146]",[24.56592843580251]
8,"[38.695734257368436, 49.22873607441471, 39.42682449227264, 59.45986093923365, 34.82453456130794]",[22.31526299110696]
8,"[38.22604091720481, 47.04482271565465, 39.92860018712496, 58.91033029041855, 24.31965697144706]",[20.907611471618385]
8,"[38.03203665128906, 42.36880206054559, 46.95774084537666, 54.978232766151386, 27.816881077363835]",[20.907611471618385]
9,"[38.3812922622262, 49.4570181446972, 38.39965314707336, 58.68706927942597, 28.369544667289848]",[20.907611471618385]
9,"[42.937354458299815, 47.96311754507434, 26.737065568746182, 55.75066520310273, 31.636532203999042]",[20.907611471618385]
9,"[37.976805795264575, 45.33563815599433, 41.93250208343107, 56.058919934486894, 21.206775318542043]",[20.907611471618385]
9,"[37.60458307906274, 30.906430619555287, 46.00596520536266, 60.13852897477616, 52.635826161368975]",[24.56592843580251]
9,"[33.94995303945536, 44.23312062919837, 52.38508890470131, 58.397740700015106, 38.05843977534796]",[22.712834699717632]
9,"[35.714385234503595, 54.13458613823156, 44.072363441930904, 59.394957647011076, 33.96571631470411]",[22.712834699717632]
9,"[38.695734257368436, 49.22873607441471, 39.42682449227264, 59.45986093923365, 34.82453456130794]",[22.31526299110696]
9,"[38.22604091720481, 47.04482271565465, 39.92860018712496, 58.91033029041855, 24.31965697144706]",[20.907611471618385]
9,"[38.03203665128906, 42.36880206054559, 46.95774084537666, 54.978232766151386, 27.816881077363835]",[20.907611471618385]
