generation,solution,fitness
3,"[32.30765588068995, 71.21973888148875, 5.362978138604419, 55.57806142272651, 13.424593836798508]",[1191.209025496087]
3,"[32.22642943725383, 70.96925821296975, 53.12984078224277, 55.18508666017414, 13.273222606118345]",[1191.6948450788727]
3,"[38.68514056210655, 12.448261029172281, 52.844253799354405, 56.34564119559531, 70.49113841444283]",[1191.7392637048438]
3,"[32.22642943725383, 70.80341920782558, 60.76831277843079, 55.18508666017414, 13.273222606118345]",[1191.7726251434237]
3,"[32.22642943725383, 70.80341920782558, 60.76831277843079, 57.03256540758389, 13.231796937659555]",[1191.9828037903646]
3,"[36.119941307320985, 69.40214436792388, 53.43555775223257, 60.97987726295555, 11.389360752297867]",[1192.0335089113291]
3,"[36.119941307320985, 69.40214436792388, 43.77251255301128, 62.72285158419447, 11.237989521617706]",[1192.0335089113291]
4,"[32.30765588068995, 71.81745989172062, 4.8187607452217085, 55.57806142272651, 13.273222606118345]",[1191.2046518893656]
4,"[32.30765588068995, 71.21973888148875, 3.4904907199927147, 55.57806142272651, 13.424593836798508]",[1191.2046518893656]
4,"[32.30765588068995, 71.18370131865187, 4.8187607452217085, 55.57806142272651, 13.273222606118345]",[1191.2046518893656]
4,"[32.30765588068995, 71.21973888148875, 5.362978138604419, 55.57806142272651, 13.273222606118345]",[1191.209025496087]
4,"[32.30765588068995, 71.21973888148875, 5.362978138604419, 55.57806142272651, 13.424593836798508]",[1191.209025496087]
4,"[32.30765588068995, 71.85349745455659, 5.362978138604419, 55.57806142272651, 13.424593836798508]",[1191.209025496087]
4,"[32.30765588068995, 71.4559176950834, 9.730740844971105, 55.57806142272651, 13.273222606118345]",[1191.2824494135566]
4,"[32.22642943725383, 70.96925821296975, 53.13621266577338, 55.093928484165794, 11.216256897353537]",[1191.6104542878636]
4,"[32.22642943725383, 70.96925821296975, 53.12984078224277, 55.18508666017414, 13.273222606118345]",[1191.6948450788727]
5,"[32.19120317756329, 72.20274105802939, 7.70982266177207, 54.88646368037471, 10.52438730524393]",[1191.1587182944286]
5,"[32.30765588068995, 71.81745989172062, 4.8187607452217085, 55.57806142272651, 13.273222606118345]",[1191.2046518893656]
5,"[32.30765588068995, 71.21973888148875, 3.4904907199927147, 55.57806142272651, 13.424593836798508]",[1191.2046518893656]
5,"[32.30765588068995, 71.18370131865187, 4.8187607452217085, 55.57806142272651, 13.273222606118345]",[1191.2046518893656]
5,"[32.30765588068995, 71.21973888148875, 4.78426225127611, 55.57806142272651, 13.424593836798508]",[1191.2046518893656]
5,"[32.30765588068995, 71.70823903333103, 4.457053945403734, 55.363268366599335, 13.007120596316378]",[1191.2046518893656]
5,"[32.30765588068995, 71.99147596366278, 0.6873272080064288, 55.09995791647289, 13.273222606118345]",[1191.2046518893658]
5,"[32.30765588068995, 71.81745989172062, 4.8187607452217085, 55.57806142272651, 15.181789651024182]",[1191.2046518893658]
5,"[32.30765588068995, 71.21973888148875, 5.362978138604419, 55.57806142272651, 13.273222606118345]",[1191.209025496087]
6,"[32.1972206595875, 72.20274105802939, 4.783138858266733, 54.88646368037471, 10.52438730524393]",[1191.1301838248146]
6,"[32.58078277010854, 72.20274105802939, 3.404449128523305, 54.88646368037471, 13.430181589270006]",[1191.1301838248146]
6,"[32.19120317756329, 72.20274105802939, 7.70982266177207, 54.88646368037471, 10.52438730524393]",[1191.1587182944286]
6,"[32.30765588068995, 71.81745989172062, 4.8187607452217085, 55.57806142272651, 13.273222606118345]",[1191.2046518893656]
6,"[32.30765588068995, 71.21973888148875, 3.4904907199927147, 55.57806142272651, 13.424593836798508]",[1191.2046518893656]
6,"[32.30765588068995, 71.18370131865187, 4.8187607452217085, 55.57806142272651, 13.273222606118345]",[1191.2046518893656]
6,"[32.30765588068995, 71.21973888148875, 4.78426225127611, 55.57806142272651, 13.424593836798508]",[1191.2046518893656]
6,"[32.30765588068995, 71.70823903333103, 4.457053945403734, 55.363268366599335, 13.007120596316378]",[1191.2046518893656]
6,"[32.30765588068995, 71.21973888148875, 4.78426225127611, 55.58333458023556, 13.424593836798508]",[1191.2046518893656]
7,"[32.1972206595875, 72.20274105802939, 4.783138858266733, 54.88646368037471, 10.52438730524393]",[1191.1301838248146]
7,"[32.58078277010854, 72.20274105802939, 3.404449128523305, 54.88646368037471, 13.430181589270006]",[1191.1301838248146]
7,"[32.15487934401748, 72.20274105802939, 3.404449128523305, 54.88646368037471, 13.430181589270006]",[1191.1301838248146]
7,"[32.19718757460223, 72.20274105802939, 4.783138858266733, 54.88646368037471, 10.52438730524393]",[1191.1301838248146]
7,"[32.40374327292049, 72.20274105802939, 5.107351373545218, 54.88646368037471, 10.52438730524393]",[1191.1321574315357]
7,"[32.19123626254855, 72.20274105802939, 5.144849837957881, 53.04319965992088, 10.52438730524393]",[1191.132157431536]
7,"[32.19120317756329, 72.20274105802939, 7.70982266177207, 54.88646368037471, 10.52438730524393]",[1191.1587182944286]
7,"[32.30765588068995, 71.81745989172062, 4.8187607452217085, 55.57806142272651, 13.273222606118345]",[1191.2046518893656]
7,"[32.30765588068995, 71.21973888148875, 3.4904907199927147, 55.57806142272651, 13.424593836798508]",[1191.2046518893656]
8,"[32.1972206595875, 72.20274105802939, 4.783138858266733, 54.88646368037471, 10.52438730524393]",[1191.1301838248146]
8,"[32.58078277010854, 72.20274105802939, 3.404449128523305, 54.88646368037471, 13.430181589270006]",[1191.1301838248146]
8,"[32.15487934401748, 72.20274105802939, 3.404449128523305, 54.88646368037471, 13.430181589270006]",[1191.1301838248146]
8,"[32.19718757460223, 72.20274105802939, 4.783138858266733, 54.88646368037471, 10.52438730524393]",[1191.1301838248146]
8,"[32.18120220391772, 72.20274105802939, 4.78429253888907, 54.88646368037471, 10.52438730524393]",[1191.1301838248146]
8,"[32.19014178805245, 72.20274105802939, 3.399675944454532, 54.88646368037471, 10.394502135216559]",[1191.1301838248146]
8,"[32.158184326741164, 72.20274105802939, 3.362295917060487, 54.88646368037471, 12.020534861603004]",[1191.1301838248146]
8,"[32.58669016356681, 72.20274105802939, 4.783138858266733, 54.88646368037471, 10.411364240908338]",[1191.1301838248146]
8,"[32.40374327292049, 72.19455840888881, 4.818953403509124, 54.31578624638386, 10.592684211020282]",[1191.1301838248146]
9,"[32.03647956583068, 72.20274105802939, 4.78429253888907, 54.88646368037471, 16.130125469145323]",[1191.1301838248144]
9,"[32.1972206595875, 72.20274105802939, 4.783138858266733, 54.88646368037471, 10.52438730524393]",[1191.1301838248146]
9,"[32.58078277010854, 72.20274105802939, 3.404449128523305, 54.88646368037471, 13.430181589270006]",[1191.1301838248146]
9,"[32.15487934401748, 72.20274105802939, 3.404449128523305, 54.88646368037471, 13.430181589270006]",[1191.1301838248146]
9,"[32.19718757460223, 72.20274105802939, 4.783138858266733, 54.88646368037471, 10.52438730524393]",[1191.1301838248146]
9,"[32.18120220391772, 72.20274105802939, 4.78429253888907, 54.88646368037471, 10.52438730524393]",[1191.1301838248146]
9,"[32.19014178805245, 72.20274105802939, 3.399675944454532, 54.88646368037471, 10.394502135216559]",[1191.1301838248146]
9,"[32.158184326741164, 72.20274105802939, 3.362295917060487, 54.88646368037471, 12.020534861603004]",[1191.1301838248146]
9,"[32.58669016356681, 72.20274105802939, 4.783138858266733, 54.88646368037471, 10.411364240908338]",[1191.1301838248146]
10,"[32.03647956583068, 72.20274105802939, 4.78429253888907, 54.88646368037471, 16.130125469145323]",[1191.1301838248144]
10,"[32.163708205782356, 72.20274105802939, 3.404449128523305, 54.88646368037471, 16.165744258978915]",[1191.1301838248144]
10,"[32.1972206595875, 72.20274105802939, 4.783138858266733, 54.88646368037471, 10.52438730524393]",[1191.1301838248146]
10,"[32.58078277010854, 72.20274105802939, 3.404449128523305, 54.88646368037471, 13.430181589270006]",[1191.1301838248146]
10,"[32.15487934401748, 72.20274105802939, 3.404449128523305, 54.88646368037471, 13.430181589270006]",[1191.1301838248146]
10,"[32.19718757460223, 72.20274105802939, 4.783138858266733, 54.88646368037471, 10.52438730524393]",[1191.1301838248146]
10,"[32.18120220391772, 72.20274105802939, 4.78429253888907, 54.88646368037471, 10.52438730524393]",[1191.1301838248146]
10,"[32.19014178805245, 72.20274105802939, 3.399675944454532, 54.88646368037471, 10.394502135216559]",[1191.1301838248146]
10,"[32.158184326741164, 72.20274105802939, 3.362295917060487, 54.88646368037471, 12.020534861603004]",[1191.1301838248146]
11,"[32.03647956583068, 72.20274105802939, 4.78429253888907, 54.88646368037471, 16.130125469145323]",[1191.1301838248144]
11,"[32.163708205782356, 72.20274105802939, 3.404449128523305, 54.88646368037471, 16.165744258978915]",[1191.1301838248144]
11,"[32.019036674585, 72.20274105802939, 4.78429253888907, 54.88646368037471, 16.130125469145323]",[1191.1301838248144]
11,"[32.1972206595875, 72.20274105802939, 4.783138858266733, 54.88646368037471, 10.52438730524393]",[1191.1301838248146]
11,"[32.58078277010854, 72.20274105802939, 3.404449128523305, 54.88646368037471, 13.430181589270006]",[1191.1301838248146]
11,"[32.15487934401748, 72.20274105802939, 3.404449128523305, 54.88646368037471, 13.430181589270006]",[1191.1301838248146]
11,"[32.19718757460223, 72.20274105802939, 4.783138858266733, 54.88646368037471, 10.52438730524393]",[1191.1301838248146]
11,"[32.18120220391772, 72.20274105802939, 4.78429253888907, 54.88646368037471, 10.52438730524393]",[1191.1301838248146]
11,"[32.19014178805245, 72.20274105802939, 3.399675944454532, 54.88646368037471, 10.394502135216559]",[1191.1301838248146]
