generation,solution,fitness
1,"[36.58724205172831, 52.58368802127754, 0.008349361666176724, 56.5349885894776, 10.713180029649251]",[1193.606684769727]
1,"[33.01572454245677, 13.596995430569976, 25.225933074142485, 57.95151211346005, 39.33362158224506]",[1193.8120442372453]
1,"[36.611139658436244, 50.02102352896344, 14.925014230400773, 65.17176154586419, 1.99929430344861]",[1192.5468456344095]
1,"[39.375142611962424, 30.46325057280027, 40.784357476539874, 54.10580407892851, 14.461408703196152]",[1193.8692624824296]
1,"[40.8081902554309, 70.68309502751602, 22.879965005624726, 62.38483923503971, 63.976408117610795]",[1192.3039453654849]
1,"[41.84067329854232, 6.208227429993787, 2.8509991760004123, 54.547456293468535, 64.10440275034716]",[1193.5421986141175]
1,"[33.08181517216355, 30.740856625368806, 69.92593570098664, 59.99747927459526, 50.507029318384554]",[1194.2155633180184]
1,"[35.47067194106669, 50.11456772075561, 60.92767404850822, 52.27432416016288, 54.76053499098263]",[1196.5811965829532]
1,"[42.87747197797144, 54.616092769728276, 20.47241142070158, 63.83918992677233, 7.535498480167868]",[1192.8773362709314]
2,"[40.8081902554309, 71.95604962586121, 22.96367479004113, 62.90714239036701, 63.976408117610795]",[1191.9578506228881]
2,"[39.526830798916016, 30.46325057280027, 69.84321435526142, 54.10580407892851, 14.461408703196152]",[1192.1328890469051]
2,"[40.8081902554309, 70.68309502751602, 22.879965005624726, 62.38483923503971, 63.976408117610795]",[1192.3039453654849]
2,"[36.611139658436244, 50.02102352896344, 14.925014230400773, 65.17176154586419, 1.99929430344861]",[1192.5468456344095]
2,"[36.611139658436244, 49.33866784642151, 16.165372980042857, 65.17176154586419, 0.13411306799870748]",[1192.5468456344095]
2,"[42.87747197797144, 54.616092769728276, 20.47241142070158, 63.851762864792526, 5.090588309966085]",[1192.8501114080384]
2,"[42.87747197797144, 54.616092769728276, 20.47241142070158, 63.83918992677233, 7.535498480167868]",[1192.8773362709314]
2,"[42.87747197797144, 54.616092769728276, 20.47241142070158, 63.83918992677233, 7.244867777016411]",[1192.8773362709314]
2,"[41.84067329854232, 6.902872785779309, 3.0792672508377326, 54.547456293468535, 65.61244997456978]",[1193.4723259201471]
3,"[40.81842931389905, 72.39644425292833, 22.96367479004113, 62.90714239036701, 63.976408117610795]",[1191.957850622888]
3,"[40.8081902554309, 71.95604962586121, 22.96367479004113, 62.90714239036701, 63.976408117610795]",[1191.9578506228881]
3,"[39.516591740446366, 30.46325057280027, 69.84321435526142, 53.15884960505634, 14.461408703196152]",[1192.132889046905]
3,"[36.64545677272645, 29.00510086909877, 69.84321435526142, 54.10580407892851, 14.461408703196152]",[1192.132889046905]
3,"[39.526830798916016, 30.46325057280027, 69.84321435526142, 54.10580407892851, 14.461408703196152]",[1192.1328890469051]
3,"[42.92063747974275, 70.68309502751602, 20.50661924420497, 62.38483923503971, 63.976408117610795]",[1192.1533246690199]
3,"[40.8081902554309, 70.68309502751602, 22.879965005624726, 62.38483923503971, 63.976408117610795]",[1192.3039453654849]
3,"[36.611139658436244, 50.02102352896344, 14.925014230400773, 65.17176154586419, 1.99929430344861]",[1192.5468456344095]
3,"[36.611139658436244, 49.33866784642151, 16.165372980042857, 65.17176154586419, 0.13411306799870748]",[1192.5468456344095]
4,"[40.959134033316445, 72.17578694224571, 67.99065686010478, 62.42590353794732, 18.53353934273416]",[1191.661486412666]
4,"[40.8081902554309, 72.26006821285178, 16.24483434602193, 62.90714239036701, 63.976408117610795]",[1191.670942165072]
4,"[40.81842931389905, 72.39644425292833, 22.96367479004113, 62.90714239036701, 63.976408117610795]",[1191.957850622888]
4,"[40.8081902554309, 71.95604962586121, 22.96367479004113, 62.90714239036701, 63.976408117610795]",[1191.9578506228881]
4,"[40.96702602173672, 71.95604962586121, 22.96367479004113, 62.572790882652455, 64.0907150170914]",[1191.9578506228881]
4,"[39.516591740446366, 30.46325057280027, 69.84321435526142, 53.15884960505634, 14.461408703196152]",[1192.132889046905]
4,"[36.64545677272645, 29.00510086909877, 69.84321435526142, 54.10580407892851, 14.461408703196152]",[1192.132889046905]
4,"[40.42411479113149, 30.46325057280027, 69.84321435526142, 53.16337588535287, 14.461408703196152]",[1192.132889046905]
4,"[36.48661715389567, 29.00510086909877, 69.84321435526142, 54.10580407892851, 14.461408703196152]",[1192.132889046905]
5,"[40.959134033316445, 72.17578694224571, 67.99065686010478, 62.42590353794732, 18.53353934273416]",[1191.661486412666]
5,"[40.95878519155616, 71.95836682596732, 69.77963432270282, 62.42590353794732, 16.615157553922536]",[1191.6709421650717]
5,"[40.79762213275993, 71.95604962586121, 16.266532070442125, 62.94156092953148, 64.09254390618176]",[1191.6709421650717]
5,"[40.8081902554309, 72.26006821285178, 16.24483434602193, 62.90714239036701, 63.976408117610795]",[1191.670942165072]
5,"[40.8081902554309, 72.60992952778639, 16.000467871911695, 61.67241922169754, 63.976408117610795]",[1191.670942165072]
5,"[40.81842931389905, 72.17079747562948, 22.72453136072226, 62.90714239036701, 20.322733850113888]",[1191.8089419264231]
5,"[40.81842931389905, 72.39644425292833, 22.96367479004113, 62.90714239036701, 63.976408117610795]",[1191.957850622888]
5,"[40.977594144407696, 72.26006821285178, 22.94197706562099, 62.53837234348799, 63.97457922852045]",[1191.957850622888]
5,"[40.967374863497014, 72.51579720815172, 22.903604609979144, 62.6907650466484, 65.98496410765806]",[1191.957850622888]
6,"[40.80772024234374, 72.17230875607589, 16.000467871911695, 61.434721624714776, 19.144197147995087]",[1191.5471523056042]
6,"[40.810527331517065, 71.95836682596732, 21.187851023689163, 62.414157268654854, 16.615157553922536]",[1191.5471523056046]
6,"[40.959134033316445, 72.17578694224571, 67.99065686010478, 62.42590353794732, 18.53353934273416]",[1191.661486412666]
6,"[40.959134033316445, 72.17578694224571, 65.30100947364075, 62.42590353794732, 17.969229129811737]",[1191.6683203140278]
6,"[40.95878519155616, 71.95836682596732, 69.77963432270282, 62.42590353794732, 16.615157553922536]",[1191.6709421650717]
6,"[40.79762213275993, 71.95604962586121, 16.266532070442125, 62.94156092953148, 64.09254390618176]",[1191.6709421650717]
6,"[40.958444687547264, 71.45714774119436, 16.266532070442125, 62.43325408892641, 64.52299031931867]",[1191.6709421650717]
6,"[40.79796263676882, 71.95836682596732, 69.77963432270282, 62.934210378552386, 16.17723898933961]",[1191.6709421650717]
6,"[40.8081902554309, 72.26006821285178, 16.24483434602193, 62.90714239036701, 63.976408117610795]",[1191.670942165072]
7,"[40.70301014892403, 71.95604962586121, 16.266532070442125, 63.458187556538334, 12.667910431980559]",[1191.4370774464294]
7,"[40.80772024234374, 72.17230875607589, 16.000467871911695, 61.434721624714776, 19.144197147995087]",[1191.5471523056042]
7,"[40.81583756884742, 72.17230875607589, 16.000467871911695, 62.3758398059534, 18.613636304321226]",[1191.5471523056044]
7,"[40.810241144785536, 72.15949072590237, 21.187851023689163, 62.414157268654854, 16.893793455238]",[1191.5471523056044]
7,"[40.810527331517065, 71.95836682596732, 21.187851023689163, 62.414157268654854, 16.615157553922536]",[1191.5471523056046]
7,"[40.80800642907526, 71.97118485614084, 16.000467871911695, 62.329218246971266, 18.865561246679622]",[1191.5471523056046]
7,"[40.959134033316445, 72.17578694224571, 67.99065686010478, 62.42590353794732, 18.53353934273416]",[1191.661486412666]
