date,Wind-0.wind_0-wind_gen,PV-0.pv_0-pv_gen,Load-0.load_0-load_dem,Controller-0.ctrl_0-flow2b,Controller-0.ctrl_0-flow2e,Controller-0.ctrl_0-dump,Electrolyser-0.electro_0-h2_gen,Battery-0.Battery_0-p_out,Battery-0.Battery_0-p_in,Battery-0.Battery_0-mod,Battery-0.Battery_0-flag,Battery-0.Battery_0-soc,H2storage-0.h2storage_0-h2_given,H2storage-0.h2storage_0-h2_stored,H2storage-0.h2storage_0-h2_soc,Fuelcell-0.fc_0-fc_gen
2012-06-06 23:15:00,55.7022375,0.0,300,0,244.2977625,0,0.9297976250348918,0,0,0,1,90,0,0.9297976250348918,49.874,0.0
2012-06-06 23:30:00,55.269986,0.0,300,0,244.73001399999998,0,0.9314427748471735,0,0,0,1,90,0,0.9314427748471735,49.876,0.0
2012-06-06 23:45:00,62.22721925,0.0,300,0,237.77278075,0,0.9049635353876482,0,0,0,1,90,0,0.9049635353876482,49.878,0.0
2012-06-07,76.68889325,0.0,300,0,223.31110675,0,0.8499223839598743,0,0,0,1,90,0,0.8499223839598743,49.88,0.0
2012-06-07 00:15:00,83.48721025,0.0,300,0,216.51278975,0,0.824047979969644,0,0,0,1,90,0,0.824047979969644,49.882,0.0
2012-06-07 00:30:00,93.800568,0.0,300,0,206.199432,0,0.784795325979065,0,0,0,1,90,0,0.784795325979065,49.883,0.0
2012-06-07 00:45:00,83.70126425000001,0.0,300,0,216.29873575,0,0.8232332901468945,0,0,0,1,90,0,0.8232332901468945,49.885,0.0
2012-06-07 01:00:00,89.00034325,0.0,300,0,210.99965674999999,0,0.8030649880771108,0,0,0,1,90,0,0.8030649880771108,49.887,0.0
2012-06-07 01:15:00,93.70906525,0.0,300,0,206.29093475000002,0,0.7851435855732728,0,0,0,1,90,0,0.7851435855732728,49.888,0.0
2012-06-07 01:30:00,91.85180199999999,0.0,300,0,208.148198,0,0.7922123320949057,0,0,0,1,90,0,0.7922123320949057,49.889,0.0
2012-06-07 01:45:00,59.807131749999996,0.0,300,0,240.19286825,0,0.9141743917903,0,0,0,1,90,0,0.9141743917903,49.891,0.0
2012-06-07 02:00:00,56.65939325,0.0,300,0,243.34060675,0,0.9261546889145149,0,0,0,1,90,0,0.9261546889145149,49.893,0.0
2012-06-07 02:15:00,41.25114,0.0,300,0,258.74886,0,0.9847985222889042,0,0,0,1,90,0,0.9847985222889042,49.895,0.0
2012-06-07 02:30:00,40.04724125,0.0,300,0,259.95275875,0,0.9893805626116536,0,0,0,1,90,0,0.9893805626116536,49.897,0.0
2012-06-07 02:45:00,46.2055765,0.0,300,0,253.7944235,0,0.965941930055129,0,0,0,1,90,0,0.965941930055129,49.899,0.0
2012-06-07 03:00:00,68.330071,0.0,300,0,231.669929,0,0.8817360731095601,0,0,0,1,90,0,0.8817360731095601,49.901,0.0
2012-06-07 03:15:00,68.63317775,0.0,300,0,231.36682224999998,0,0.8805824483960221,0,0,0,1,90,0,0.8805824483960221,49.903,0.0
2012-06-07 03:30:00,62.273458250000004,0.0,300,0,237.72654175,0,0.9047875496891137,0,0,0,1,90,0,0.9047875496891137,49.905,0.0
2012-06-07 03:45:00,28.896575000000002,0.0,300,0,271.103425,0,1.031820013921842,0,0,0,1,90,0,1.031820013921842,49.907,0.0
2012-06-07 04:00:00,25.793176000000003,0.0,300,0,274.206824,0,1.0436315548471737,0,0,0,1,90,0,1.0436315548471737,49.909,0.0
2012-06-07 04:15:00,26.43448,0.0,300,0,273.56552,0,1.0411907509281226,0,0,0,1,90,0,1.0411907509281226,49.911,0.0
2012-06-07 04:30:00,28.418667000000003,0.0,300,0,271.581333,0,1.0336389324368456,0,0,0,1,90,0,1.0336389324368456,49.913,0.0
2012-06-07 04:45:00,53.658788,1.422462086313422,300,0,247.76367408631342,0,0.9429888893696812,0,0,0,1,90,0,0.9429888893696812,49.915,0.0
2012-06-07 05:00:00,62.495512000000005,4.9760255613642785,300,0,242.48051356136426,0,0.9228811730381582,0,0,0,1,90,0,0.9228811730381582,49.917,0.0
2012-06-07 05:15:00,55.466638249999995,11.359500664888971,300,0,255.89286241488898,0,0.9739285914939319,0,0,0,1,90,0,0.9739285914939319,49.919,0.0
2012-06-07 05:30:00,50.656435,25.526647152188147,300,0,274.8702121521882,0,1.046156411080275,0,0,0,1,90,0,1.046156411080275,49.921,0.0
2012-06-07 05:45:00,29.928452,73.85135549793259,300,0,343.92290349793257,0,1.3089710507171834,0,0,0,1,90,0,1.3089710507171834,49.923,0.0
2012-06-07 06:00:00,21.949683500000003,40.97414383823465,300,0,319.0244603382347,0,1.2142075413012783,0,0,0,1,90,0,1.2142075413012783,49.925,0.0
2012-06-07 06:15:00,13.161968499999999,39.563864306112315,300,0,326.4018958061123,0,1.242286070988511,0,0,0,1,90,0,1.242286070988511,49.927,0.0
2012-06-07 06:30:00,19.49235725,66.40644925652178,300,0,346.9140920065218,0,1.3203555183555964,0,0,0,1,90,0,1.3203555183555964,49.929,0.0
2012-06-07 06:45:00,30.4240125,76.01019051425203,300,0,345.586178014252,0,1.3153014758476833,0,0,0,1,90,0,1.3153014758476833,49.931,0.0
2012-06-07 07:00:00,44.53884625,74.31000072636017,300,0,329.77115447636015,0,1.2551094741898592,0,0,0,1,90,0,1.2551094741898592,49.933,0.0
2012-06-07 07:15:00,52.549408,78.17534438910705,300,0,325.6259363891071,0,1.2393327683644033,0,0,0,1,90,0,1.2393327683644033,49.935,0.0
2012-06-07 07:30:00,85.40479225,88.6597808895621,300,0,303.2549886395621,0,1.1541889100070983,0,0,0,1,90,0,1.1541889100070983,49.937,0.0
2012-06-07 07:45:00,80.21105575,144.62870398856688,300,0,364.41764823856687,0,1.3869740778040083,0,0,0,1,90,0,1.3869740778040083,49.94,0.0
2012-06-07 08:00:00,74.579402,121.10598687263052,300,0,346.5265848726305,0,1.3188806656631729,0,0,0,1,90,0,1.3188806656631729,49.942,0.0
2012-06-07 08:15:00,87.270031,194.08393551283808,300,0,406.81390451283806,0,1.5483342883552116,0,0,0,1,90,0,1.5483342883552116,49.945,0.0
2012-06-07 08:30:00,45.94683175,244.3812148454966,300,0,498.4343830954966,0,1.8970419577130764,0,0,0,1,90,0,1.8970419577130764,49.949,0.0
2012-06-07 08:45:00,40.825522250000006,151.03467965107137,300,0,410.20915740107137,0,1.5612566255864921,0,0,0,1,90,0,1.5612566255864921,49.952,0.0
2012-06-07 09:00:00,47.73204625,119.67068086133942,300,0,371.9386346113394,0,1.415598962435621,0,0,0,1,90,0,1.415598962435621,49.955,0.0
2012-06-07 09:15:00,53.374908,146.9454245736599,300,0,393.5705165736599,0,1.4979299353752553,0,0,0,1,90,0,1.4979299353752553,49.958,0.0
2012-06-07 09:30:00,20.94621225,212.84812976656664,300,0,491.9019175165667,0,1.8721793846024806,0,0,0,1,90,0,1.8721793846024806,49.962,0.0
2012-06-07 09:45:00,21.161275,260.370681829638,300,0,539.2094068296379,0,2.0522317549538345,0,0,0,1,90,0,2.0522317549538345,49.966,0.0
2012-06-07 10:00:00,28.15165,235.88434635059852,300,0,507.73269635059853,0,1.9324313509394027,0,0,0,1,90,0,1.9324313509394027,49.97,0.0
2012-06-07 10:15:00,46.096952,127.93908000560918,300,0,381.8421280056092,0,1.4532916721162543,0,0,0,1,90,0,1.4532916721162543,49.973,0.0
2012-06-07 10:30:00,34.821909,186.3586448364436,300,0,451.5367358364436,0,1.7185494467913212,0,0,0,1,90,0,1.7185494467913212,49.976,0.0
2012-06-07 10:45:00,48.254580749999995,322.84319403854516,300,0,574.5886132885452,0,2.1868850641142537,0,0,0,1,90,0,2.1868850641142537,49.98,0.0
2012-06-07 11:00:00,73.22311025,239.0196078253939,300,0,465.7964975753939,0,1.7728221198717364,0,0,0,1,90,0,1.7728221198717364,49.983,0.0
2012-06-07 11:15:00,169.30219925,227.90745117704304,300,0,358.60525192704307,0,1.3648520893301412,0,0,0,1,90,0,1.3648520893301412,49.986,0.0
2012-06-07 11:30:00,74.94441475,321.87986126486624,300,0,546.9354465148663,0,2.081637072778842,0,0,0,1,90,0,2.081637072778842,49.99,0.0
2012-06-07 11:45:00,147.917327,382.2106954159186,300,0,534.2933684159186,0,2.0335213058900345,0,0,0,1,90,0,2.0335213058900345,49.994,0.0
2012-06-07 12:00:00,144.51068924999998,297.72033944874585,300,0,453.2096501987458,0,1.7249165611890855,0,0,0,1,90,0,1.7249165611890855,49.997,0.0
2012-06-07 12:15:00,43.103238250000004,219.5146902040486,300,0,476.41145195404863,0,1.8132226510519058,0,0,0,1,90,0,1.8132226510519058,50.0,0.0
2012-06-07 12:30:00,32.9947065,280.03375774543304,300,0,547.039051245433,0,2.082031392527977,0,0,0,1,90,0,2.082031392527977,50.004,0.0
2012-06-07 12:45:00,23.5256555,234.64387280473278,300,0,511.11821730473287,0,1.9453166484159197,0,0,0,1,90,0,1.9453166484159197,50.008,0.0
2012-06-07 13:00:00,46.852422749999995,247.85004060459917,300,0,500.9976178545991,0,1.906797632783659,0,0,0,1,90,0,1.906797632783659,50.012,0.0
2012-06-07 13:15:00,118.15887049999999,256.71085903101584,300,0,438.55198853101587,0,1.6691294804243964,0,0,0,1,90,0,1.6691294804243964,50.015,0.0
2012-06-07 13:30:00,204.81408174999999,244.06143981086544,300,0,339.2473580608654,0,1.2911759182581717,0,0,0,1,90,0,1.2911759182581717,50.017,0.0
2012-06-07 13:45:00,200.09429849999998,254.46944276386438,300,0,354.37514426386446,0,1.348752293660235,0,0,0,1,90,0,1.348752293660235,50.02,0.0
2012-06-07 14:00:00,180.73928575,218.36692605349924,300,0,337.6276403034992,0,1.2850112702130392,0,0,0,1,90,0,1.2850112702130392,50.022,0.0
2012-06-07 14:15:00,235.17258099999998,219.60706964835128,300,0,284.4344886483513,0,1.082558060773278,0,0,0,1,90,0,1.082558060773278,50.024,0.0
2012-06-07 14:30:00,294.451752,233.07426059245847,300,0,238.62250859245847,0,0.9081976007419879,0,0,0,1,90,0,0.9081976007419879,50.026,0.0
2012-06-07 14:45:00,197.22106875,251.2336167528792,300,0,354.01254800287927,0,1.3473722517848594,0,0,0,1,90,0,1.3473722517848594,50.029,0.0
2012-06-07 15:00:00,205.24738175000002,562.8188978695116,300,0,657.5715161195116,0,2.5027181081059426,0,0,0,1,90,0,2.5027181081059426,50.034,0.0
2012-06-07 15:15:00,186.43250975,195.99777884758296,300,0,309.5652690975829,0,1.1782058462374159,0,0,0,1,90,0,1.1782058462374159,50.036,0.0
2012-06-07 15:30:00,100.07032625,227.33779449660156,300,0,427.26746824660154,0,1.6261805804724108,0,0,0,1,90,0,1.6261805804724108,50.039,0.0
2012-06-07 15:45:00,236.6963285,202.5336739540963,300,0,265.8373454540963,0,1.0117773078204055,0,0,0,1,90,0,1.0117773078204055,50.041,0.0
2012-06-07 16:00:00,152.54858174999998,141.72823074579767,300,0,289.17964899579766,0,1.1006181476783534,0,0,0,1,90,0,1.1006181476783534,50.043,0.0
2012-06-07 16:15:00,146.497313,184.510879115129,300,0,338.01356611512904,0,1.2864801043907281,0,0,0,1,90,0,1.2864801043907281,50.045,0.0
2012-06-07 16:30:00,93.00913299999999,428.0701550266454,300,0,635.0610220266453,0,2.4170431361711953,0,0,0,1,90,0,2.4170431361711953,50.05,0.0
2012-06-07 16:45:00,162.5789165,148.7637253303625,300,0,286.1848088303625,0,1.0892197818288882,0,0,0,1,90,0,1.0892197818288882,50.052,0.0
2012-06-07 17:00:00,112.59140325,193.86530170238188,300,0,381.2738984523819,0,1.4511289896436084,0,0,0,1,90,0,1.4511289896436084,50.055,0.0
2012-06-07 17:15:00,77.277229,162.96466127116017,300,0,385.6874322711601,0,1.46792690551773,0,0,0,1,90,0,1.46792690551773,50.058,0.0
2012-06-07 17:30:00,88.34674050000001,91.77389714645113,300,0,303.4271566464511,0,1.154844181681608,0,0,0,1,90,0,1.154844181681608,50.06,0.0
2012-06-07 17:45:00,82.30778899999999,73.75294874323983,300,0,291.44515974323986,0,1.1092406847450313,0,0,0,1,90,0,1.1092406847450313,50.062,0.0
2012-06-07 18:00:00,114.508813,62.66374542586209,89.9394651806219,0,38.094397606483966,0,0.1449873304576159,0,0,0,1,90,0,0.1449873304576159,50.062,0.0
2012-06-07 18:15:00,63.2137995,22.362109319116342,300,0,259.1483098191164,0,0.9863188288579626,0,0,0,1,90,0,0.9863188288579626,50.064,0.0
2012-06-07 18:30:00,53.32550975,15.383534985432258,300,0,262.0580252354323,0,0.9973932097934736,0,0,0,1,90,0,0.9973932097934736,50.066,0.0
2012-06-07 18:45:00,49.035002,8.404269802653397,88.10540929941709,0,47.474677102070494,0,0.1806886873096249,0,0,0,1,90,0,0.1806886873096249,50.066,0.0
2012-06-07 19:00:00,60.5286385,13.301877701274835,72.52993624100674,0,25.30317544228157,0,0.09630392104829286,0,0,0,1,90,0,0.09630392104829286,50.066,0.0
2012-06-07 19:15:00,63.51801025,13.31094537179417,80.63633916869722,0,30.429274290491392,0,0.11581386041893932,0,0,0,1,90,0,0.11581386041893932,50.066,0.0
2012-06-07 19:30:00,118.22050175,46.7306857881641,80.63633916869722,0,9.146523206861318,0,0.034811680090873424,0,0,0,1,90,0,0.034811680090873424,50.066,0.0
2012-06-07 19:45:00,91.307098,44.89319500175779,90.14480634613138,0,43.73090334788918,0,0.16643987917612535,0,0,0,1,90,0,0.16643987917612535,50.066,0.0
2012-06-07 20:00:00,119.63327875,32.52321472447245,88.51080165269651,0,1.400737627168965,0,0.005331209363977345,0,0,0,1,90,0,0.005331209363977345,50.066,0.0
2012-06-07 20:15:00,156.76127775,5.620867828261135,62.21744698994443,-88.92296293179444,0,0,0,-88.92296293179444,-88.92296293179444,-1,0,86.912,0,0,50.066,0.0
2012-06-07 20:30:00,187.57754100000002,2.1093393235942135,69.20447574041381,-116.263725935992,0,0,0,-116.263725935992,-116.263725935992,-1,0,82.875,0,0,50.066,0.0
2012-06-07 20:45:00,333.5976665,0.7034484443669207,65.64900519145777,-267.2452128641753,0,0,0,-267.2452128641753,-267.2452128641753,-1,0,73.596,0,0,50.066,0.0
2012-06-07 21:00:00,351.42057825,0.0,61.41843138232128,-290.00214686767873,0,0,0,-290.00214686767873,-290.00214686767873,-1,0,63.526,0,0,50.066,0.0
2012-06-07 21:15:00,311.61784274999997,0.0,69.72264354805453,-241.89519920194545,0,0,0,-241.89519920194545,-241.89519920194545,-1,0,55.127,0,0,50.066,0.0
2012-06-07 21:30:00,284.06644425,0.0,78.36857690048778,-205.69786734951225,0,0,0,-205.69786734951225,-205.69786734951225,-1,0,47.985,0,0,50.066,0.0
2012-06-07 21:45:00,283.5418095,0.0,71.64471495110001,-211.8970945489,0,0,0,-211.8970945489,-211.8970945489,-1,0,40.627,0,0,50.066,0.0
2012-06-07 22:00:00,291.79863950000004,0.0,61.57768393418301,-230.22095556581704,0,0,0,-230.22095556581704,-230.22095556581704,-1,0,32.633,0,0,50.066,0.0
2012-06-07 22:15:00,209.53154400000003,0.0,70.06952173726376,-139.46202226273627,0,0,0,-139.46202226273627,-139.46202226273627,-1,0,27.791,0,0,50.066,0.0
2012-06-07 22:30:00,122.9015235,0.0,61.57768393418301,-61.32383956581699,0,0,0,-61.32383956581699,-61.32383956581699,-1,0,25.662,0,0,50.066,0.0
2012-06-07 22:45:00,54.6692045,0.0,56.165803466002664,1.496598966002665,0,0,0,1.496598966002665,1.496598966002665,1,0,25.704,0,0,50.066,0.0
2012-06-07 23:00:00,56.58339775,0.0,62.53898354921695,5.955585799216948,0,0,0,5.955585799216948,5.955585799216948,1,0,25.872,0,0,50.066,0.0
2012-06-07 23:15:00,57.59076825,0.0,52.93194173858741,-4.658826511412592,0,0,0,-4.658826511412592,-4.658826511412592,-1,0,25.71,0,0,50.066,0.0
2012-06-07 23:30:00,85.33183625,0.0,47.241012156199815,-38.09082409380018,0,0,0,-38.09082409380018,-38.09082409380018,-1,0,24.387,0,0,50.066,0.0
2012-06-07 23:45:00,220.57035,0.0,49.54836461528078,-171.02198538471922,0,0,0,-171.02198538471922,-171.02198538471922,-1,0,18.449,0,0,50.066,0.0
2012-06-08,63.845313,0.0,46.180449498129775,-17.664863501870222,0,0,0,-17.664863501870222,-17.664863501870222,-1,0,17.836,0,0,50.066,0.0
2012-06-08 00:15:00,64.608463,0.0,31.50737665012887,-33.10108634987113,0,0,0,-33.10108634987113,-33.10108634987113,-1,0,16.687,0,0,50.066,0.0
2012-06-08 00:30:00,76.3930085,0.0,29.903923510275586,-46.489084989724404,0,0,0,-46.489084989724404,-46.489084989724404,-1,0,15.073,0,0,50.066,0.0
2012-06-08 00:45:00,50.71068925,0.0,33.06174337989327,-17.64894587010673,0,0,0,-17.64894587010673,-17.64894587010673,-1,0,14.46,0,0,50.066,0.0
2012-06-08 01:00:00,45.77004675,0.0,34.44951856702577,-11.320528182974229,0,0,0,-11.320528182974229,-11.320528182974229,-1,0,14.067,0,0,50.066,0.0
2012-06-08 01:15:00,40.7512635,0.0,32.01995957719908,-8.731303922800919,0,0,0,-8.731303922800919,-8.731303922800919,-1,0,13.764,0,0,50.066,0.0
2012-06-08 01:30:00,48.726152,0.0,30.002507794261046,-18.723644205738953,0,0,0,-18.723644205738953,-18.723644205738953,-1,0,13.114,0,0,50.066,0.0
2012-06-08 01:45:00,48.558086,0.0,35.32253821275016,-13.235547787249843,0,0,0,-13.235547787249843,-13.235547787249843,-1,0,12.654,0,0,50.066,0.0
2012-06-08 02:00:00,39.688181750000005,0.0,33.37862695312318,-6.309554796876824,0,0,0,-6.309554796876824,-6.309554796876824,-1,0,12.435,0,0,50.066,0.0
2012-06-08 02:15:00,50.873861749999996,0.0,34.34141346221873,-16.532448287781264,0,0,0,-16.532448287781264,-16.532448287781264,-1,0,11.861,0,0,50.066,0.0
2012-06-08 02:30:00,66.18664700000001,0.0,33.591003584144744,-32.595643415855264,0,0,0,-32.595643415855264,-32.595643415855264,-1,0,10.729,0,0,50.066,0.0
2012-06-08 02:45:00,55.35065,0.0,34.44951856702577,-20.901131432974232,0,0,0,-20.901131432974232,-20.901131432974232,-1,0,10.003,0,0,50.066,0.0
2012-06-08 03:00:00,58.0623765,0.0,28.83371294946393,-29.22866355053607,0,0,0,-0.10666666666667071,-29.22866355053607,-1,-1,10,0,0,50.066,0.0
2012-06-08 03:15:00,63.550413750000004,0.0,26.58798106183493,0,0,0,0,0,0,0,-1,10,-2.084739576320647,0,50.062,9.240608172041268
2012-06-08 03:30:00,60.12741625,0.0,27.32309155032438,0,0,0,0,0,0,0,-1,10,-1.8502157191018398,0,50.058,8.201081174918905
2012-06-08 03:45:00,57.555328,0.0,28.737707324942733,0,0,0,0,0,0,0,-1,10,-1.6253593161340818,0,50.055,7.204405168764318
2012-06-08 04:00:00,46.424057999999995,0.0,23.77937206440127,0,0,0,0,0,0,0,-1,10,-1.2771960482571194,0,50.052,5.661171483899682
2012-06-08 04:15:00,26.98273525,0.0,22.371214962378748,0,0,0,0,0,0,0,-1,10,-0.260097026938593,0,50.051,1.1528800719053132
2012-06-08 04:30:00,15.5957355,0.0,22.452466269192158,6.856730769192158,0,0,0,6.856730769192158,6.856730769192158,1,0,10.193,0,0,50.051,0.0
2012-06-08 04:45:00,17.4159555,2.8233736135621608,19.05992688431538,4.467344997877543,0,0,0,4.467344997877543,4.467344997877543,1,0,10.319,0,0,50.051,0.0
2012-06-08 05:00:00,29.8183885,9.870040304474612,17.157763637293357,-2.7905845582320303,0,0,0,-2.7905845582320303,-2.7905845582320303,-1,0,10.222,0,0,50.051,0.0
2012-06-08 05:15:00,17.158594,14.79203492510187,14.5181777465122,12.151618671614067,0,0,0,12.151618671614067,12.151618671614067,1,0,10.564,0,0,50.051,0.0
2012-06-08 05:30:00,15.589722,22.082982187017613,11.631560345042526,18.124820532060134,0,0,0,18.124820532060134,18.124820532060134,1,0,11.074,0,0,50.051,0.0
2012-06-08 05:45:00,21.4955395,19.005930754772788,8.62904067278188,6.139431927554668,0,0,0,6.139431927554668,6.139431927554668,1,0,11.247,0,0,50.051,0.0
2012-06-08 06:00:00,20.8303135,43.53275174231985,7.058269340208054,29.76070758252791,0,0,0,29.76070758252791,29.76070758252791,1,0,12.084,0,0,50.051,0.0
2012-06-08 06:15:00,31.745589749999997,121.32954753190425,3.4153864437905477,92.99934422569481,0,0,0,92.99934422569481,92.99934422569481,1,0,14.7,0,0,50.051,0.0
2012-06-08 06:30:00,43.28173275,348.847047487886,2.909478224625009,308.474792962511,0,0,0,308.474792962511,308.474792962511,1,0,23.376,0,0,50.051,0.0
2012-06-08 06:45:00,67.04366125,37.610977737756116,3.057749047542395,-26.37493446470149,0,0,0,-26.37493446470149,-26.37493446470149,-1,0,22.46,0,0,50.051,0.0
2012-06-08 07:00:00,48.7544985,298.086660645958,4.185587877358851,253.5177500233168,0,0,0,253.5177500233168,253.5177500233168,1,0,29.59,0,0,50.051,0.0
2012-06-08 07:15:00,48.942858,169.84985365304573,3.4854035981259677,124.3923992511717,0,0,0,124.3923992511717,124.3923992511717,1,0,33.089,0,0,50.051,0.0
2012-06-08 07:30:00,55.56268875,99.0030390092305,2.951340583271289,46.391690842501795,0,0,0,46.391690842501795,46.391690842501795,1,0,34.394,0,0,50.051,0.0
2012-06-08 07:45:00,166.075026,90.57736446312443,2.5503874352135614,-72.94727410166202,0,0,0,-72.94727410166202,-72.94727410166202,-1,0,31.861,0,0,50.051,0.0
2012-06-08 08:00:00,204.07464175,113.36097858887062,2.3102991537976263,-88.40336400733176,0,0,0,-88.40336400733176,-88.40336400733176,-1,0,28.791,0,0,50.051,0.0
2012-06-08 08:15:00,197.62336224999999,112.46083340234725,2.5313547719693985,-82.63117407568333,0,0,0,-82.63117407568333,-82.63117407568333,-1,0,25.922,0,0,50.051,0.0
2012-06-08 08:30:00,203.00054649999998,169.04163734869144,0,-33.958909151308546,0,0,0,-33.958909151308546,-33.958909151308546,-1,0,24.743,0,0,50.051,0.0
2012-06-08 08:45:00,40.165506750000006,92.9342757727844,2.10250277192143,54.871271794705834,0,0,0,54.871271794705834,54.871271794705834,1,0,26.286,0,0,50.051,0.0
2012-06-08 09:00:00,16.837163250000003,134.26007651699734,2.888696316128576,120.31160958312591,0,0,0,120.31160958312591,120.31160958312591,1,0,29.67,0,0,50.051,0.0
2012-06-08 09:15:00,55.324132,265.6643759784177,3.925690123203103,214.2659341016208,0,0,0,214.2659341016208,214.2659341016208,1,0,35.696,0,0,50.051,0.0
2012-06-08 09:30:00,46.67740175,105.47638199559904,2.170320297617263,60.969300543216306,0,0,0,60.969300543216306,60.969300543216306,1,0,37.411,0,0,50.051,0.0
2012-06-08 09:45:00,75.63195775000001,250.22632195813392,3.14469412273392,177.7390583308678,0,0,0,177.7390583308678,177.7390583308678,1,0,42.41,0,0,50.051,0.0
2012-06-08 10:00:00,107.236747,291.87330829622545,2.1532312402089535,186.78979253643445,0,0,0,186.78979253643445,186.78979253643445,1,0,47.663,0,0,50.051,0.0
2012-06-08 10:15:00,95.14695925,158.4986602056781,0,63.35170095567811,0,0,0,63.35170095567811,63.35170095567811,1,0,49.445,0,0,50.051,0.0
2012-06-08 10:30:00,80.5217465,213.94437028923625,3.278177838988759,136.700801628225,0,0,0,136.700801628225,136.700801628225,1,0,53.29,0,0,50.051,0.0
2012-06-08 10:45:00,15.9311815,259.58457842689836,0,243.65339692689835,0,0,0,243.65339692689835,243.65339692689835,1,0,60.143,0,0,50.051,0.0
2012-06-08 11:00:00,16.9447645,166.02770167827876,0,149.08293717827877,0,0,0,149.08293717827877,149.08293717827877,1,0,64.336,0,0,50.051,0.0
2012-06-08 11:15:00,37.02077625,116.56275020362634,0,79.54197395362634,0,0,0,79.54197395362634,79.54197395362634,1,0,66.573,0,0,50.051,0.0
2012-06-08 11:30:00,119.976749,229.58809374162732,0,109.61134474162732,0,0,0,109.61134474162732,109.61134474162732,1,0,69.656,0,0,50.051,0.0
2012-06-08 11:45:00,116.3988645,260.2027693174731,0,143.8039048174731,0,0,0,143.8039048174731,143.8039048174731,1,0,73.7,0,0,50.051,0.0
2012-06-08 12:00:00,145.5638055,289.3299629743772,0,143.76615747437722,0,0,0,143.76615747437722,143.76615747437722,1,0,77.743,0,0,50.051,0.0
2012-06-08 12:15:00,200.564614,246.28548954932734,0,45.72087554932733,0,0,0,45.72087554932733,45.72087554932733,1,0,79.029,0,0,50.051,0.0
2012-06-08 12:30:00,104.1019115,198.11600527017782,0,94.01409377017782,0,0,0,94.01409377017782,94.01409377017782,1,0,81.673,0,0,50.051,0.0
2012-06-08 12:45:00,62.307112000000004,223.0950323241232,0,160.7879203241232,0,0,0,160.7879203241232,160.7879203241232,1,0,86.195,0,0,50.051,0.0
2012-06-08 13:00:00,32.735541,243.13813443707102,0,210.402593437071,0,0,0,135.28888888888912,210.402593437071,1,1,90,0,0,50.051,0.0
2012-06-08 13:15:00,19.343890499999997,212.3702753968757,0,0,193.02638489687573,0,0.7346586903193023,0,0,0,1,90,0,0.7346586903193023,50.052,0.0
2012-06-08 13:30:00,16.71253475,217.05727135148317,0,0,200.34473660148316,0,0.7625123471210672,0,0,0,1,90,0,0.7625123471210672,50.053,0.0
2012-06-08 13:45:00,22.72829325,233.33014871051247,0,0,210.60185546051247,0,0.8015509558141206,0,0,0,1,90,0,0.8015509558141206,50.055,0.0
2012-06-08 14:00:00,76.9337765,295.90414929117713,0,0,218.97037279117714,0,0.8334015444543477,0,0,0,1,90,0,0.8334015444543477,50.057,0.0
2012-06-08 14:15:00,67.419274,232.6932726871047,0,0,165.2739986871047,0,0.6290330696716461,0,0,0,1,90,0,0.6290330696716461,50.058,0.0
2012-06-08 14:30:00,86.22141725,225.7296275108565,0,0,139.5082102608565,0,0.5309684429607195,0,0,0,1,90,0,0.5309684429607195,50.059,0.0
2012-06-08 14:45:00,94.78698775,217.30884915102507,0,0,122.52186140102508,0,0.4663183754928058,0,0,0,1,90,0,0.4663183754928058,50.06,0.0
2012-06-08 15:00:00,101.46534274999999,382.5552924984298,0,0,281.08994974842983,0,1.069828741052293,0,0,0,1,90,0,1.069828741052293,50.062,0.0
2012-06-08 15:15:00,90.54485775,234.5505708215139,0,0,144.0057130715139,0,0.5480859449351269,0,0,0,1,90,0,0.5480859449351269,50.063,0.0
2012-06-08 15:30:00,92.48026475,104.4614163968738,0,0,11.981151646873798,0,0.04560027988977648,0,0,0,1,90,0,0.04560027988977648,50.063,0.0
2012-06-08 15:45:00,99.97183625,452.153090543353,0,0,352.18125429335305,0,1.3404023453705145,0,0,0,1,90,0,1.3404023453705145,50.066,0.0
2012-06-08 16:00:00,121.0746335,115.4662445786123,0,-5.6083889213877,0,0,0,-5.6083889213877,-5.6083889213877,-1,0,89.805,0,0,50.066,0.0
2012-06-08 16:15:00,91.99003499999999,114.66338524961087,0,22.673350249610877,0,0,0,6.93333333333309,22.673350249610877,1,1,90,0,0,50.066,0.0
2012-06-08 16:30:00,92.0788015,597.2556364975387,5.003618547399982,0,510.18045354493876,0,1.9417475182373314,0,0,0,1,90,0,1.9417475182373314,50.07,0.0
2012-06-08 16:45:00,81.16282375,64.1682687926334,5.124182545318035,-11.870372412048567,0,0,0,-11.870372412048567,-11.870372412048567,-1,0,89.588,0,0,50.07,0.0
2012-06-08 17:00:00,91.07753224999999,178.0797059030563,4.48444939118488,91.48662304424118,0,0,0,14.648888888889108,91.48662304424118,1,1,90,0,0,50.07,0.0
2012-06-08 17:15:00,155.9318925,140.504861392068,5.789017839495005,-9.638013268436993,0,0,0,-9.638013268436993,-9.638013268436993,-1,0,89.665,0,0,50.07,0.0
2012-06-08 17:30:00,118.226242,104.83570378350402,6.983314897047164,-6.407223319448818,0,0,0,-6.407223319448818,-6.407223319448818,-1,0,89.443,0,0,50.07,0.0
