iter,grad
1,[-0.34467561  1.1        -0.34467561  0.73121453  0.        ]
2,[ 0.          1.07589014  0.          1.07589014 -0.02410986]
3,[ 1.1  0.   0.   0.  -1.1]
4,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
5,[-0.42090341 -0.42090341 -0.81084497  0.          0.        ]
6,[-0.42090341 -0.42090341 -0.42090341  1.1         0.        ]
7,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
8,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
9,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
10,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
11,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
11,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
11,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
11,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
11,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
11,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
11,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
11,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
11,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
11,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
11,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
11,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
11,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
11,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
12,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
13,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
14,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
15,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
16,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
17,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
17,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
17,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
17,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
17,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
17,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
17,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
17,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
17,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
17,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
17,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
17,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
17,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
17,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
17,[ 0.00839842 -0.38154313  0.00839842  1.1         0.        ]
