iter,grad
1,[ 0.          0.         -0.02410986  1.07589014  0.        ]
2,[ 0.          0.         -0.02410986  1.07589014  0.        ]
3,[ 0.          0.         -0.02410986  1.07589014  0.        ]
4,[ 0.          0.         -0.02410986  1.07589014  0.        ]
5,[ 0.          0.         -0.02410986  1.07589014  0.        ]
6,[ 0.          0.         -0.02410986  1.07589014  0.        ]
7,[ 0.          0.         -0.02410986  1.07589014  0.        ]
7,[ 0.          0.         -0.02410986  1.07589014  0.        ]
7,[ 0.          0.         -0.02410986  1.07589014  0.        ]
7,[ 0.          0.         -0.02410986  1.07589014  0.        ]
7,[ 0.          0.         -0.02410986  1.07589014  0.        ]
7,[ 0.          0.         -0.02410986  1.07589014  0.        ]
7,[ 0.          0.         -0.02410986  1.07589014  0.        ]
7,[ 0.          0.         -0.02410986  1.07589014  0.        ]
7,[ 0.          0.         -0.02410986  1.07589014  0.        ]
7,[ 0.          0.         -0.02410986  1.07589014  0.        ]
7,[ 0.          0.         -0.02410986  1.07589014  0.        ]
7,[ 0.          0.         -0.02410986  1.07589014  0.        ]
7,[ 0.          0.         -0.02410986  1.07589014  0.        ]
7,[ 0.          0.         -0.02410986  1.07589014  0.        ]
7,[ 0.          0.         -0.02410986  1.07589014  0.        ]
