iter,grad
1,[-0.42090341 -0.42090341  0.          0.          0.        ]
2,[-0.42090341 -0.42090341  0.          0.          0.        ]
3,[-0.42090341 -0.42090341  0.          0.          0.        ]
4,[-0.42090341 -0.42090341  0.          0.          0.        ]
5,[-0.42090341 -0.42090341  0.          0.          0.        ]
6,[-0.42090341 -0.42090341  0.          0.          0.        ]
7,[-0.42090341 -0.42090341  0.          0.          0.        ]
7,[-0.42090341 -0.42090341  0.          0.          0.        ]
7,[-0.42090341 -0.42090341  0.          0.          0.        ]
7,[-0.42090341 -0.42090341  0.          0.          0.        ]
7,[-0.42090341 -0.42090341  0.          0.          0.        ]
7,[-0.42090341 -0.42090341  0.          0.          0.        ]
7,[-0.42090341 -0.42090341  0.          0.          0.        ]
7,[-0.42090341 -0.42090341  0.          0.          0.        ]
7,[-0.42090341 -0.42090341  0.          0.          0.        ]
7,[-0.42090341 -0.42090341  0.          0.          0.        ]
7,[-0.42090341 -0.42090341  0.          0.          0.        ]
7,[-0.42090341 -0.42090341  0.          0.          0.        ]
7,[-0.42090341 -0.42090341  0.          0.          0.        ]
7,[-0.42090341 -0.42090341  0.          0.          0.        ]
7,[-0.42090341 -0.42090341  0.          0.          0.        ]
