iter,grad
1,[-1.08428856  0.         -1.1         0.          0.        ]
2,[-1.1  0.  -1.1  0.   0. ]
3,[-1.08428856  0.         -1.1         0.          0.        ]
4,[-1.08428856  0.         -1.1         0.          0.        ]
5,[-1.08428856  0.         -1.1         0.          0.        ]
6,[-1.08428856  0.         -1.1         0.          0.        ]
7,[-1.08428856  0.         -1.1         0.          0.        ]
8,[-1.08428856  0.         -1.1         0.          0.        ]
8,[-1.08428856  0.         -1.1         0.          0.        ]
8,[-1.08428856  0.         -1.1         0.          0.        ]
8,[-1.08428856  0.         -1.1         0.          0.        ]
8,[-1.08428856  0.         -1.1         0.          0.        ]
8,[-1.08428856  0.         -1.1         0.          0.        ]
8,[-1.08428856  0.         -1.1         0.          0.        ]
8,[-1.08428856  0.         -1.1         0.          0.        ]
8,[-1.08428856  0.         -1.1         0.          0.        ]
8,[-1.08428856  0.         -1.1         0.          0.        ]
8,[-1.08428856  0.         -1.1         0.          0.        ]
8,[-1.08428856  0.         -1.1         0.          0.        ]
8,[-1.08428856  0.         -1.1         0.          0.        ]
8,[-1.08428856  0.         -1.1         0.          0.        ]
