Time,Player,Sell,Buy,Total Costs,Total Revenue
2012-04-15 00:00:00,prosumer_s1_0,0.0,0.0,0.0,0.0
2012-04-15 00:00:00,prosumer_s1_1,0.0,0.0,0.0,0.0
2012-04-15 00:00:00,prosumer_s1_2,0,0.0,0.0,0.0
2012-04-15 00:00:00,prosumer_s1_3,0.0,0.0,0.0,0.0
2012-04-15 00:00:00,prosumer_s1_4,0.0,0.0,0.0,0.0
2012-04-15 00:00:00,prosumer_s1_5,0.0,0.0,0.0,0.0
2012-04-15 00:15:00,prosumer_s1_0,0.0,0.0,0.0,0.0
2012-04-15 00:15:00,prosumer_s1_1,0.0,0.0,0.0,0.0
2012-04-15 00:15:00,prosumer_s1_2,0,0.0,0.0,0.0
2012-04-15 00:15:00,prosumer_s1_3,0.0,0.0,0.0,0.0
2012-04-15 00:15:00,prosumer_s1_4,0.0,0.0,0.0,0.0
2012-04-15 00:15:00,prosumer_s1_5,0.0,0.0,0.0,0.0
2012-04-15 00:30:00,prosumer_s1_0,-0.0,0.0,0.0,0.0
2012-04-15 00:30:00,prosumer_s1_1,0.0,0.0,0.0,0.0
2012-04-15 00:30:00,prosumer_s1_2,0,0.0,0.0,0.0
2012-04-15 00:30:00,prosumer_s1_3,0.0,0.0,0.0,0.0
2012-04-15 00:30:00,prosumer_s1_4,-0.0,0.0,0.0,0.0
2012-04-15 00:30:00,prosumer_s1_5,0.0,-2.18007,2.1386175511194625,0.0
2012-04-15 00:45:00,prosumer_s1_0,-0.0,0.0,0.0,0.0
2012-04-15 00:45:00,prosumer_s1_1,0.0,0.0,0.0,0.0
2012-04-15 00:45:00,prosumer_s1_2,0,0.0,0.0,0.0
2012-04-15 00:45:00,prosumer_s1_3,0.0,0.0,0.0,0.0
2012-04-15 00:45:00,prosumer_s1_4,0.0,0.0,0.0,0.0
2012-04-15 00:45:00,prosumer_s1_5,0.0,-2.84344,4.555450685551365,0.0
2012-04-15 01:00:00,prosumer_s1_0,0.0,0.0,0.0,0.0
2012-04-15 01:00:00,prosumer_s1_1,0.0,0.0,0.0,0.0
2012-04-15 01:00:00,prosumer_s1_2,0,0.0,0.0,0.0
2012-04-15 01:00:00,prosumer_s1_3,0.0,0.0,0.0,0.0
2012-04-15 01:00:00,prosumer_s1_4,-0.0,0.0,0.0,0.0
2012-04-15 01:00:00,prosumer_s1_5,0.0,-2.5138,6.841447012152315,0.0
2012-04-15 01:15:00,prosumer_s1_0,0.0,0.0,0.0,0.0
2012-04-15 01:15:00,prosumer_s1_1,0.0,0.0,0.0,0.0
2012-04-15 01:15:00,prosumer_s1_2,0,0.0,0.0,0.0
2012-04-15 01:15:00,prosumer_s1_3,0.0,0.0,0.0,0.0
