iter,grad
1,[0.3257882  0.         0.         0.00123719 0.        ]
2,[0.3257882  0.         0.         0.00123719 0.        ]
3,[0.3257882  0.         0.         0.00123719 0.        ]
4,[0.3257882  0.         0.         0.00123719 0.        ]
5,[0.3257882  0.         0.         0.00123719 0.        ]
6,[0.3257882  0.         0.         0.00123719 0.        ]
7,[0.3257882  0.         0.         0.00123719 0.        ]
7,[0.3257882  0.         0.         0.00123719 0.        ]
7,[0.3257882  0.         0.         0.00123719 0.        ]
7,[0.3257882  0.         0.         0.00123719 0.        ]
7,[0.3257882  0.         0.         0.00123719 0.        ]
7,[0.3257882  0.         0.         0.00123719 0.        ]
7,[0.3257882  0.         0.         0.00123719 0.        ]
7,[0.3257882  0.         0.         0.00123719 0.        ]
7,[0.3257882  0.         0.         0.00123719 0.        ]
7,[0.3257882  0.         0.         0.00123719 0.        ]
7,[0.3257882  0.         0.         0.00123719 0.        ]
7,[0.3257882  0.         0.         0.00123719 0.        ]
7,[0.3257882  0.         0.         0.00123719 0.        ]
7,[0.3257882  0.         0.         0.00123719 0.        ]
7,[0.3257882  0.         0.         0.00123719 0.        ]
