iter,grad
1,[-0.2077283  0.         0.         1.1        0.       ]
2,[-0.2077283  0.         0.         1.1        0.       ]
3,[-0.2077283  0.         0.         1.1        0.       ]
4,[-0.2077283  0.         0.         1.1        0.       ]
5,[-0.2077283  0.         0.         1.1        0.       ]
6,[-0.2077283  0.         0.         1.1        0.       ]
7,[-0.2077283  0.         0.         1.1        0.       ]
7,[-0.2077283  0.         0.         1.1        0.       ]
7,[-0.2077283  0.         0.         1.1        0.       ]
7,[-0.2077283  0.         0.         1.1        0.       ]
7,[-0.2077283  0.         0.         1.1        0.       ]
7,[-0.2077283  0.         0.         1.1        0.       ]
7,[-0.2077283  0.         0.         1.1        0.       ]
7,[-0.2077283  0.         0.         1.1        0.       ]
7,[-0.2077283  0.         0.         1.1        0.       ]
7,[-0.2077283  0.         0.         1.1        0.       ]
7,[-0.2077283  0.         0.         1.1        0.       ]
7,[-0.2077283  0.         0.         1.1        0.       ]
7,[-0.2077283  0.         0.         1.1        0.       ]
7,[-0.2077283  0.         0.         1.1        0.       ]
7,[-0.2077283  0.         0.         1.1        0.       ]
