iter,grad
1,[0.89058077 0.         0.         1.07589014 0.        ]
2,[0.         0.         0.         1.07589014 0.        ]
3,[0.89058077 0.         0.         1.07589014 0.        ]
4,[0.89058077 0.         0.         1.07589014 0.        ]
5,[0.89058077 0.         0.         1.07589014 0.        ]
6,[0.89058077 0.         0.         1.07589014 0.        ]
7,[0.89058077 0.         0.         1.07589014 0.        ]
8,[0.89058077 0.         0.         1.07589014 0.        ]
8,[0.89058077 0.         0.         1.07589014 0.        ]
8,[0.89058077 0.         0.         1.07589014 0.        ]
8,[0.89058077 0.         0.         1.07589014 0.        ]
8,[0.89058077 0.         0.         1.07589014 0.        ]
8,[0.89058077 0.         0.         1.07589014 0.        ]
8,[0.89058077 0.         0.         1.07589014 0.        ]
8,[0.89058077 0.         0.         1.07589014 0.        ]
8,[0.89058077 0.         0.         1.07589014 0.        ]
8,[0.89058077 0.         0.         1.07589014 0.        ]
8,[0.89058077 0.         0.         1.07589014 0.        ]
8,[0.89058077 0.         0.         1.07589014 0.        ]
8,[0.89058077 0.         0.         1.07589014 0.        ]
8,[0.89058077 0.         0.         1.07589014 0.        ]
