iter,fitness,timestep,solution
1,255146.1692973844,15:19:48.469,146.1692973843989
2,254147.7192973844,15:20:55.386,147.7192973843989
3,26386.419297384396,15:22:00.856,386.4192973843962
4,98308.94649036686,15:23:13.506,308.9464903668533
5,26386.409009218904,15:24:28.119,386.4090092189039
6,26386.398723786624,15:25:27.301,386.3987237866244
7,64347.67260707674,15:26:30.835,347.6726070767388
8,26386.393853768728,15:27:21.119,386.3938537687278
9,26386.388984975936,15:28:09.310,386.38898497593465
10,40367.03079602634,15:28:59.486,367.03079602633676
11,26386.38568173547,15:29:45.803,386.38568173547304
12,33376.706587824454,15:31:04.138,376.7065878244516
13,26386.380729182154,15:31:50.260,386.38072918215477
14,30381.54283356503,15:33:03.480,381.5428335650276
15,26386.378357790025,15:33:51.606,386.37835779002546
16,28383.960235027538,15:35:06.887,383.9602350275384
17,26386.377275950454,15:36:09.082,386.37727595045266
18,27385.16857527304,15:37:19.294,385.1685752730413
19,26386.376735357007,15:38:07.428,386.37673535700856
20,27385.679297384395,15:38:51.569,385.6792973843962
21,26386.419229827734,15:39:35.673,386.4192298277321
22,26386.0492298339,15:40:42.967,386.04922983390014
23,27385.80506867783,15:41:52.125,385.8050686778292
24,26386.049205601164,15:42:39.248,386.0492056011631
25,27385.92713346364,15:43:45.429,385.92713346364087
26,26386.04919641172,15:44:29.541,386.04919641172233
27,27385.988164018843,15:45:44.728,385.98816401884415
28,26386.049194114654,15:46:29.829,386.0491941146534
29,27386.018678837056,15:47:39.009,386.01867883705523
30,26386.049193655268,15:48:21.135,386.04919365526627
31,27385.309193655266,15:49:03.249,385.30919365526626
32,26386.049126098602,15:49:44.353,386.0491260986022
33,27385.67912610477,15:50:50.539,385.6791261047702
34,26386.04904167369,15:51:34.649,386.0490416736896
35,27385.86407544971,15:52:42.848,385.8640754497085
36,26386.049020575574,15:53:26.955,386.0490205755729
37,27385.9565459032,15:54:35.121,385.95654590320004
38,26386.04901530206,15:55:19.230,386.0490153020571
39,27386.002780075323,15:56:25.392,386.00278007532336
40,26386.049013983804,15:57:11.498,386.0490139838048
41,27386.025896897743,15:58:19.663,386.02589689774464
42,26386.049013654258,15:59:05.787,386.0490136542575
43,26386.037455243048,16:00:09.986,386.0374552430471
