iter,fitness,timestep,solution
1,98308.51100235128,15:19:48.542,308.511002351287
2,98308.4910023513,15:20:55.378,308.491002351287
3,98308.47100235129,15:22:01.230,308.47100235128704
4,98308.39100235129,15:23:16.622,308.3910023512871
5,98308.07100235128,15:24:32.580,308.0710023512874
6,99306.79100235128,15:25:33.958,306.79100235128857
7,98308.07099688305,15:26:32.162,308.07099688304805
8,99307.43099688308,15:27:48.439,307.430996883072
9,98308.07099004868,15:28:37.592,308.07099004868275
10,99307.75099278279,15:29:47.857,307.75099278279396
11,98308.07098834109,15:30:38.087,308.07098834108353
12,99307.91099039122,15:31:50.319,307.9109903912229
13,98308.07098791431,15:32:36.453,308.0709879143076
14,99307.9909891101,15:33:48.656,307.99098911009315
15,98308.07098780763,15:34:35.778,308.0709878076291
16,98308.0309884482,15:36:02.154,308.03098844819397
17,99308.0109884482,15:36:51.301,308.010988448194
18,98308.03098844686,15:37:37.421,308.0309884468606
19,99308.02098844686,15:38:49.716,308.0209884468606
20,98308.0309884452,15:39:35.911,308.0309884451939
21,99308.02598844586,15:40:43.078,308.0259884458606
22,98308.03098844478,15:41:29.207,308.0309884447772
