iter,fitness,timestep,solution
1,460.16224672107904,15:19:47.959,460.16224672107904
2,459.16224672107904,15:20:53.430,459.16224672107904
3,458.16224672107904,15:21:59.384,458.16224672107904
4,454.16224672107904,15:23:11.085,454.16224672107904
5,438.16224672107904,15:24:23.373,438.16224672107904
6,35374.16224672108,15:25:25.235,374.16224672107904
7,438.14273184743206,15:26:27.108,438.14273184743206
8,438.12322887600067,15:27:17.395,438.12322887600067
9,12406.14273779854,15:28:05.534,406.1427377985399
10,438.109016159276,15:28:53.679,438.109016159276
11,438.0948160760081,15:29:37.883,438.0948160760081
12,422.118776937274,15:30:26.155,422.118776937274
13,8411.573385503096,15:31:37.464,411.5733855030966
14,422.1129152373043,15:32:19.617,422.1129152373043
15,5416.841992974448,15:33:28.824,416.8419929744478
16,422.1096749924275,15:34:17.055,422.1096749924275
17,1419.4753714195167,15:35:40.438,419.4753714195166
18,422.1087498645854,15:36:33.610,422.1087498645854
19,421.1087498645854,15:37:19.798,421.1087498645854
20,4417.108749864586,15:38:07.997,417.1087498645854
21,421.1080830778793,15:38:52.117,421.1080830778793
22,2419.1080831890313,15:39:58.330,419.10808318903116
23,421.1070833444839,15:40:44.446,421.1070833444839
24,420.10741673783485,15:41:51.601,420.10741673783485
25,1419.447828297593,15:43:01.736,419.44782829759305
26,420.10726100900837,15:43:45.847,420.10726100900837
27,1419.7775084116124,15:44:54.207,419.77750841161236
28,420.10717040978545,15:45:45.330,420.10717040978545
29,419.9423303537719,15:46:51.478,419.9423303537719
30,2418.942330353772,15:47:38.622,418.9423303537719
31,419.9422470132152,15:48:20.773,419.9422470132152
32,1419.4422470201607,15:49:22.949,419.44224702016083
33,419.9421220302269,15:50:06.041,419.9421220302269
34,1419.6921637005053,15:51:12.231,419.69216370050526
35,419.9420699706825,15:51:56.332,419.9420699706825
36,1419.817111630944,15:53:06.519,419.8171116309441
37,419.94205695933005,15:53:50.657,419.94205695933005
38,1419.8795829941648,15:54:58.831,419.8795829941649
39,419.9420537069335,15:55:42.954,419.9420537069335
40,419.9108180253299,15:56:49.127,419.9108180253299
41,419.89020284947514,15:57:57.308,419.89020284947514
42,1419.8831937385794,15:59:05.486,419.8831937385794
