iter,fitness,timestep,solution
1,8412.5,00:36:12.698,412.5
2,8411.58,00:37:18.071,411.58
3,9410.66,00:38:28.375,410.65999999999997
4,8411.5798701904,00:39:45.567,411.57987019040024
5,9411.119870208717,00:41:20.096,411.1198702087167
6,8411.579707986873,00:42:11.456,411.57970798687285
7,9411.349772884803,00:43:33.842,411.3497728848036
8,8411.579667455979,00:44:33.069,411.57966745597906
9,8411.464716118222,00:45:59.325,411.4647161182215
10,9411.388852895365,00:47:30.596,411.3888528953641
11,8411.464713209898,00:48:33.775,411.4647132098974
12,9411.426782611423,00:50:16.090,411.4267826114225
13,8411.464712106885,00:51:27.295,411.4647121068838
14,8411.445747248856,00:52:52.570,411.4457472488559
15,8411.433230569399,00:54:15.813,411.4332305693996
