iter,fitness,timestep,solution
1,241162.5,00:36:12.638,162.5
2,238163.91,00:37:18.078,163.91
3,177228.77,00:38:29.344,228.7699999999999
4,97310.6424590164,00:39:48.564,310.64245901639316
5,99307.57224180328,00:40:53.726,307.5722418032784
6,97310.64243541524,00:41:50.876,310.6424354152427
7,98309.10732680887,00:43:09.179,309.1073268088669
8,97310.6424000143,00:44:07.334,310.6424000143036
9,97309.8748575116,00:45:34.601,309.87485751160017
10,98309.36828624556,00:47:03.876,309.3682862455679
11,97309.87485328017,00:48:10.117,309.87485328017635
12,97309.62156912102,00:49:53.413,309.62156912102864
13,97309.45440231414,00:51:38.708,309.45440231413875
14,100306.38418510102,00:52:36.846,306.384185101024
15,97309.4543865879,00:53:32.994,309.4543865878963
16,99307.91927798142,00:54:50.255,307.9192779814195
17,97309.45436496609,00:55:38.375,309.45436496609733
18,98308.68681852592,00:56:56.107,308.68681852592226
19,97309.45435612262,00:57:47.450,309.454356122619
20,98309.07058585038,00:58:57.603,309.07058585037896
21,97309.45435243817,00:59:49.732,309.4543524381723
22,98309.26246877595,01:00:55.870,309.26246877594536
23,97309.45435151739,01:01:37.958,309.4543515173819
24,98309.3584100546,01:02:40.110,309.35841005459883
25,97309.45435128722,01:03:25.198,309.4543512872244
26,98309.4063806479,01:04:38.371,309.40638064789766
27,97309.4543512297,01:05:33.509,309.4543512296901
28,98309.42440231414,01:06:20.616,309.4244023141388
29,97309.45440230964,01:07:04.706,309.4544023096386
30,98309.43940230964,01:08:04.887,309.43940230963864
31,97309.454402304,01:08:43.982,309.45440230401346
32,97309.44690230627,01:09:42.113,309.44690230626355
33,98309.44195230839,01:10:40.271,309.44195230839546
34,97309.44690230586,01:11:20.405,309.4469023058598
35,98309.44279380795,01:12:36.586,309.4427938079436
