iter,fitness,timestep,solution
1,63350.0,00:36:12.656,350.0
2,63349.63,00:37:19.069,349.63
3,63349.26,00:38:29.563,349.26
4,64347.78,00:39:49.889,347.78
5,63349.259864786254,00:40:55.133,349.25986478625134
6,63348.51986479861,00:42:17.445,348.51986479861034
7,64348.03154254847,00:43:37.684,348.0315425484712
8,63348.519816317006,00:44:35.848,348.51981631700926
9,64348.27567207923,00:46:05.119,348.2756720792305
10,63348.51979793408,00:47:03.298,348.51979793408043
11,64348.39773316876,00:48:42.552,348.39773316875613
12,63348.51979425828,00:49:50.728,348.5197942582817
13,304100.0,00:51:03.966,100.0
14,64348.50396628028,00:52:05.126,348.5039662802834
15,63348.519794242835,00:53:01.465,348.5197942428325
16,63348.511880253835,00:54:21.727,348.51188025383334
17,64348.506657029975,00:55:34.950,348.50665702997725
18,63348.51188024829,00:56:25.385,348.5118802482887
19,63348.507544976805,00:58:05.677,348.5075449768042
20,304100.0,00:58:53.815,100.0
21,64348.49171856026,00:59:45.930,348.4917185602609
22,63348.50754496136,01:00:30.043,348.507544961358
23,64348.49963175309,01:01:34.187,348.4996317530864
24,63348.50754494205,01:02:16.322,348.5075449420504
25,64348.50358834564,01:03:20.535,348.50358834563764
26,63348.50754493722,01:04:06.654,348.50754493722354
27,64348.1375449768,01:08:59.365,348.1375449768042
28,63348.50753653247,01:09:38.487,348.5075365324661
29,64348.32254037541,01:10:36.640,348.32254037541435
30,63348.507533663316,01:11:14.724,348.50753366331645
31,64348.41503596403,01:12:12.867,348.41503596403544
32,63348.50753102504,01:12:53.991,348.5075310250375
33,64348.46128323073,01:13:51.142,348.46128323073
34,63348.507530365525,01:14:27.229,348.50753036552703
35,64348.48440673218,01:15:19.384,348.48440673218016
36,63348.50753020066,01:15:53.479,348.5075302006568
37,64348.49596844993,01:16:46.617,348.4959684499318
38,63348.50753015944,01:17:20.701,348.5075301594402
39,64348.501749300565,01:18:13.825,348.50174930056437
40,63348.50753014914,01:18:49.906,348.50753014913613
