iter,fitness,timestep,solution
1,475.0,00:36:12.713,475.0
2,474.0,00:37:17.089,474.0
3,473.0,00:38:27.260,473.0
4,469.0,00:39:43.492,469.0
5,453.0,00:40:46.697,453.0
6,24389.0,00:41:43.966,389.0
7,452.9715368288364,00:42:34.156,452.9715368288364
8,452.94309897762497,00:43:27.311,452.94309897762497
9,420.97154948881246,00:44:21.560,420.97154948881246
10,420.96444868318605,00:45:16.768,420.96444868318605
11,420.9573510318719,00:46:10.938,420.9573510318719
12,13404.978675515937,00:47:10.125,404.97867551593595
13,420.95407687803163,00:48:13.395,420.95407687803163
14,7412.964739790981,00:49:54.706,412.9647397909809
15,420.9492852307845,00:51:08.965,420.9492852307845
16,4416.956253382456,00:52:39.226,416.9562533824568
17,420.94776697393263,00:53:35.350,420.94776697393263
18,419.94776697393263,00:54:29.525,419.94776697393263
19,5415.947766973933,00:55:15.655,415.94776697393263
20,419.9472335623566,00:56:07.753,419.9472335623566
21,4417.947233633489,00:57:25.157,417.947233633489
22,419.9465337002452,00:58:12.450,419.9465337002452
23,2418.946800384358,00:59:25.681,418.946800384358
24,419.9462838668654,01:00:14.021,419.9462838668654
25,1419.4465004983708,01:01:16.168,419.4465004983709
26,419.9461589921438,01:01:58.284,419.9461589921438
27,1419.6963089386056,01:03:02.417,419.6963089386057
28,419.9461069776888,01:03:47.544,419.9461069776888
29,1419.8212027580048,01:05:08.731,419.8212027580047
30,419.94609397760416,01:05:55.846,419.94609397760416
31,1419.883647067959,01:07:04.003,419.8836470679588
