iter,fitness,timestep,solution
1,600.0,00:36:12.729,600.0
2,599.0,00:37:18.089,599.0
3,598.0,00:38:29.378,598.0
4,594.0,00:39:48.656,594.0
5,578.0,00:40:53.831,578.0
6,514.0,00:41:50.995,514.0
7,141258.0,00:42:43.161,258.0
8,513.9224446330052,00:43:36.291,513.9224446330052
9,513.8449362769627,00:44:35.471,513.8449362769627
10,27385.92246813848,00:45:33.636,385.92246813848135
11,513.743799923569,00:46:33.849,513.743799923569
12,513.6428235223771,00:47:37.114,513.6428235223771
13,449.78264583042915,00:48:40.313,449.78264583042915
14,449.7574569418414,00:49:48.517,449.7574569418414
15,449.7322879262831,00:51:01.724,449.7322879262831
16,4417.8273780323825,00:52:02.884,417.8273780323822
17,449.6898134026545,00:52:59.048,449.6898134026545
18,449.6474519764049,00:53:54.225,449.6474519764049
19,433.73741500439354,00:54:46.372,433.73741500439354
20,432.73741500439354,00:55:34.496,432.73741500439354
21,428.73741500439354,00:56:26.642,428.73741500439354
22,8412.737415004394,00:57:18.000,412.73741500439354
23,428.73207960749426,00:58:06.215,428.73207960749426
24,428.72674776899737,00:58:54.335,428.72674776899737
25,420.7320813866954,00:59:46.490,420.7320813866954
26,5415.45514875782,01:00:52.655,415.4551487578203
27,420.72982166140747,01:01:34.756,420.72982166140747
28,4418.092021416996,01:02:37.906,418.0920214169966
29,420.72860432933135,01:03:21.001,420.72860432933135
30,1419.410168031614,01:04:34.240,419.4101680316138
31,420.72831464623096,01:05:30.352,420.72831464623096
32,1419.728314646231,01:06:15.467,419.72831464623096
33,420.72814795122156,01:06:57.576,420.72814795122156
34,420.22814797900884,01:07:59.743,420.22814797900884
35,419.8982438209485,01:08:59.885,419.8982438209485
36,1419.7860889292851,01:09:58.040,419.78608892928526
37,419.89823691184205,01:10:37.124,419.89823691184205
38,1419.8421618724462,01:11:34.284,419.8421618724462
39,419.8982348156071,01:12:13.371,419.8982348156071
40,3418.898234815607,01:12:54.457,418.8982348156071
41,419.8981792567796,01:13:33.572,419.8981792567796
42,1419.3981792598663,01:14:24.745,419.39817925986637
43,419.8980820431744,01:14:58.837,419.8980820431744
44,1419.6481098245176,01:15:52.018,419.6481098245176
45,419.89802997784477,01:16:28.122,419.89802997784477
46,1419.773064695953,01:17:19.261,419.77306469595305
47,419.8980169650466,01:17:53.343,419.8980169650466
48,1419.8355395293831,01:18:48.490,419.8355395293831
49,419.89801371228873,01:19:22.576,419.89801371228873
50,1419.8667762955806,01:20:09.688,419.8667762955805
51,419.8980128991544,01:20:41.786,419.8980128991544
52,1419.8823945160566,01:21:34.910,419.8823945160566
53,419.89801269587775,01:22:10.003,419.89801269587775
