iter,fitness,solution
1,-91.93041145397669,0.244135,0.244135
2,-55.61369379712613,0.244135,-1.54947
3,-59.47551973928858,0.244135,-0.20307903578252734
4,-118.69284272098548,0.244135,0.17385149009734058
5,-159.85647739649485,0.244135,0.10870408779659024
6,-69.43629518270546,0.244135,-0.047187473992968576
7,-176.86667290193012,0.244135,0.08078441963398572
8,-157.21813762686568,0.244135,-0.003677030159804112
9,-173.068000708482,0.244135,0.06292745518785944
10,-176.86667290193012,0.244135,0.08078441963398572
11,-48.67567335320467,-1.54947,-1.54947
12,-57.907234135038415,-0.23109867433526526,-0.35116787640888014
13,-183.87304966137992,0.1577176185258569,0.002237405056407085
14,-161.98581444090064,0.09148139587415358,-0.02309040970948577
15,-183.87304966137992,0.1541009282379812,0.0008544327489643101
16,-183.87304966137992,0.15696460664665263,0.0019494637362431737
17,-183.87304966137992,0.15755870565906174,0.00217663897565896
18,-183.87304966137992,0.15768408213694926,0.00222458120546625
19,-183.87304966137992,0.1577105411292707,0.0022346987579108246
20,-183.87304966137992,0.15771612493802378,0.0022368339290924624
21,-183.87304966137992,0.15771730332455539,0.0022372845277920956
22,-183.87304966137992,0.1577175520069296,0.00223737962048998
