iter,grad
1,[  0.         522.75090765]
2,[208.51190903   0.        ]
3,[208.51190903   0.        ]
4,[ 364.527664   2142.11700156]
5,[ 208.51190903 -699.43584631]
6,[ 247.95480903 -308.94104176]
7,[620.83863006 498.06932643]
8,[  0.         -70.92617758]
9,[ 165.99791213 -158.63969535]
10,[ 364.527664   1686.19048644]
11,[ 165.99791213 -158.63969535]
12,[364.527664   857.83538188]
13,[ 247.95480903 -581.72240391]
