date,PV1-0.time-based_0-pv_gen,PV2-0.time-based_0-pv_gen,PV3-0.time-based_0-pv_gen,PV4-0.time-based_0-pv_gen,PV5-0.time-based_0-pv_gen,Load1-0.time-based_0-load_dem,Load2-0.time-based_0-load_dem,Load3-0.time-based_0-load_dem,Load4-0.time-based_0-load_dem,Load5-0.time-based_0-load_dem,CSV_EV_presence-0.time-based_0-ev5,CSV_EV_presence-0.time-based_0-ev1,CSV_EV_presence-0.time-based_0-ev3,CSV_EV_presence-0.time-based_0-ev4,CSV_EV_presence-0.time-based_0-ev2,EV1-0.time-based_0-demand,EV2-0.time-based_0-demand,EV3-0.time-based_0-demand,EV4-0.time-based_0-demand,EV5-0.time-based_0-demand,Battery1-0.time-based_0-soc,Battery1-0.time-based_0-p_out,Controller1-0.time-based_0-flow2b,Controller1-0.time-based_0-dump,Controller1-0.time-based_0-res_load,CSV_cost-0.time-based_0-Price_Surplus,CSV_cost-0.time-based_0-Price_Shortage
2007-01-01 14:45:00,1.1741438471659862,1.1741438471659862,1.1741438471659862,1.1741438471659862,1.1741438471659862,2.423866667,2.462796471,2.521021897,2.4714544,2.331180854,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,56.623,4.3002908104132755,-6.3396010531700675,-0.0,6.3396010531700675,0.15938,0.15938
2007-01-01 15:00:00,0.7949020787295602,0.7949020787295602,0.7949020787295602,0.7949020787295602,0.7949020787295602,2.671066667,2.671170532,2.544379371,2.581790542,2.73361533,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,54.862,-6.3396010531700675,0,-9.2275120483522,9.2275120483522,-0.00519,-0.00519
2007-01-01 15:15:00,0.5187554929484279,0.5187554929484279,0.5187554929484279,0.5187554929484279,0.5187554929484279,2.347066667,2.245525174,2.398534391,2.271337042,2.269138911,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,54.862,0,0,-8.937824720257861,8.937824720257861,-0.00519,-0.00519
2007-01-01 15:30:00,0.9568417716881296,0.9568417716881296,0.9568417716881296,0.9568417716881296,0.9568417716881296,1.3204,1.283287971,1.350105051,1.379481533,1.259275778,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,54.862,0,-1.8083414745593522,-0.0,1.8083414745593522,0.20638,0.20638
2007-01-01 15:45:00,1.209605119870259,1.209605119870259,1.209605119870259,1.209605119870259,1.209605119870259,1.298133333,1.250951767,1.340300573,1.294627732,1.355198348,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,54.36,-1.8083414745593522,-0.4911861536487043,-0.0,0.4911861536487043,0.23138,0.23138
2007-01-01 16:00:00,0.9333490543197637,0.9333490543197637,0.9333490543197637,0.9333490543197637,0.9333490543197637,1.3628,1.418442861,1.299171445,1.33724153,1.313144988,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,54.224,-0.4911861536487043,0,-2.0640555524011805,2.0640555524011805,-0.00669,-0.00669
2007-01-01 16:15:00,0.0,0.0,0.0,0.0,0.0,1.288533333,1.314559887,1.252039055,1.352524169,1.299135875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,54.224,0,0,-6.506792319,6.506792319,-0.00519,-0.00519
2007-01-01 16:30:00,0.0,0.0,0.0,0.0,0.0,1.374666667,1.332807174,1.437726592,1.359614638,1.432794329,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,54.224,0,-6.9376094,-0.0,6.9376094,0.18138,0.18138
2007-01-01 16:45:00,0.0,0.0,0.0,0.0,0.0,1.5344,1.558908992,1.590338168,1.475300304,1.577938675,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,52.297,-6.9376094,-7.736886138999999,-0.0,7.736886138999999,0.98777,0.98777
2007-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,1.614933333,1.636311467,1.610097463,1.58739915,1.670206977,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,50.148,-7.736886138999999,-8.11894839,-0.0,8.11894839,0.16638,0.16638
2007-01-01 17:15:00,0.0,0.0,0.0,0.0,0.0,1.8856,1.866882705,1.795954854,1.798602331,1.923647475,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,47.893,-8.11894839,0,-9.270687365,9.270687365,0.03424,0.03424
2007-01-01 17:30:00,0.0,0.0,0.0,0.0,0.0,1.5888,1.55911307,1.509850455,1.629237171,1.527831342,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,47.893,0,0,-7.814832038,7.814832038,0.07367,0.07367
2007-01-01 17:45:00,0.0,0.0,0.0,0.0,0.0,1.438933333,1.450086502,1.480431851,1.4306143,1.445592171,1.0,0.0,0.0,0.0,1.0,0,11,0,0,11,47.893,0,0,-7.245658156999999,7.245658156999999,-0.00669,-0.00669
2007-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,1.454,1.518588085,1.448767642,1.520228809,1.438058214,1.0,0.0,0.0,0.0,1.0,0,11,0,0,11,47.893,0,0,-7.3796427499999995,7.3796427499999995,-0.02554,-0.02554
2007-01-01 18:15:00,0.0,0.0,0.0,0.0,0.0,1.493866667,1.519883563,1.535176093,1.442330206,1.484120572,1.0,1.0,0.0,0.0,1.0,11,11,0,0,11,47.893,0,0,-7.475377101,7.475377101,-0.01819,-0.01819
2007-01-01 18:30:00,0.0,0.0,0.0,0.0,0.0,1.429333333,1.408841192,1.44153861,1.485057528,1.400994898,1.0,1.0,1.0,0.0,1.0,11,11,11,0,11,47.893,0,0,-7.165765561000001,7.165765561000001,-0.04204,-0.04204
2007-01-01 18:45:00,0.0,0.0,0.0,0.0,0.0,1.4704,1.535415483,1.424075388,1.413404404,1.425110378,1.0,1.0,1.0,0.0,1.0,11,11,11,0,11,47.893,0,0,-7.268405653000001,7.268405653000001,-0.24776,-0.24776
2007-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,1.493866667,1.498809749,1.504144281,1.523700129,1.473027896,1.0,1.0,1.0,0.0,1.0,11,11,11,0,11,47.893,0,0,-7.493548722,7.493548722,-0.3,-0.3
2007-01-01 19:15:00,0.0,0.0,0.0,0.0,0.0,0.4476,0.464372593,0.431834435,0.460481505,0.446245456,1.0,1.0,1.0,0.0,1.0,11,11,11,0,11,47.893,0,0,-2.250533989,2.250533989,-0.3,-0.3
2007-01-01 19:30:00,0.0,0.0,0.0,0.0,0.0,0.480266667,0.502790049,0.482863514,0.503760017,0.486871443,1.0,1.0,1.0,1.0,1.0,11,11,11,11,11,47.893,0,0,-2.45655169,2.45655169,-0.3,-0.3
