iter,fitness,timestep,solution
1,17399.32924209852,10:27:49.499,399.3292420985183
2,18398.499242098518,10:29:16.097,398.4992420985183
3,17399.329146776025,10:30:45.586,399.32914677602537
4,17398.91419443727,10:32:05.941,398.9141944372719
5,18398.64031779419,10:33:56.422,398.6403177941917
6,17398.91416023996,10:35:08.640,398.91416023995964
7,18398.777233829845,10:36:57.070,398.77723382984635
8,17398.914147272193,10:38:08.330,398.9141472721936
9,18398.845689254416,10:39:46.664,398.8456892544154
10,17398.91414403072,10:40:52.848,398.9141440307205
11,18398.87991631844,10:42:36.201,398.8799163184421
12,17398.91414338247,10:43:44.383,398.91414338246886
13,18398.084143382468,10:45:00.254,398.0841433824689
14,17398.914048059974,10:46:03.535,398.9140480599759
15,18398.499048070924,10:47:40.317,398.4990480709242
16,17398.91392894278,10:48:47.560,398.9139289427812
17,18398.70647659992,10:50:33.858,398.7064765999218
18,17398.91389917652,10:51:48.093,398.91389917652225
19,18398.810184912196,10:53:39.413,398.8101849121943
20,17398.913891736585,10:54:42.594,398.9138917365864
21,18398.86203758047,10:56:11.890,398.8620375804715
22,17398.913889876807,10:57:21.143,398.913889876806
23,18398.88796354267,10:58:49.987,398.88796354267004
24,17398.913889411888,10:59:44.225,398.9138894118863
25,17398.900926430786,11:01:03.513,398.9009264307874
