iter,fitness,timestep,solution
1,216178.00932022123,10:27:48.613,178.00932022121827
2,212179.1693202212,10:29:10.905,179.16932022121827
3,189211.64932022122,10:30:38.333,211.64932022121783
4,76337.33279848208,10:31:56.626,337.33279848208565
5,97310.63896239128,10:33:07.942,310.6389623912819
6,76337.33143972061,10:34:18.243,337.33143972061885
7,85323.98452174442,10:35:56.633,323.9845217444168
8,76337.3292885489,10:37:10.971,337.3292885489093
9,80330.65650891948,10:38:52.314,330.65650891947377
10,76337.32805033559,10:39:56.580,337.32805033559356
11,78333.9920567779,10:41:34.000,333.9920567779025
12,76337.32738181893,10:42:44.285,337.32738181892995
13,77335.65960790463,10:44:27.553,335.65960790463225
14,76337.32704765306,10:45:33.862,337.327047653065
15,76336.49327209716,10:47:12.629,336.4932720971559
16,77335.94304427181,10:48:54.900,335.9430442718106
17,76336.49323216453,10:50:03.495,336.49323216452956
18,76337.09279848209,10:51:54.582,337.09279848208564
19,76336.13279848208,10:53:09.812,336.1327984820856
20,79332.29279848209,10:54:15.001,332.29279848208546
21,76336.13260167003,10:55:16.229,336.1326016700304
22,78334.21260168012,10:56:53.592,334.21260168012253
23,76336.13233110815,10:57:55.993,336.13233110814485
24,77335.17242951196,10:59:19.301,335.1724295119654
25,76336.13222046458,11:00:13.530,336.1322204645907
26,77335.6523065501,11:01:30.853,335.6523065500881
27,76336.13217437339,11:02:21.019,336.1321743733793
28,77335.8922358545,11:03:43.622,335.8922358544951
29,76336.13216285582,11:04:32.982,336.13216285581535
30,77336.01219820364,11:05:46.331,336.01219820363394
31,76336.13216055278,11:06:35.558,336.1321605527728
32,77335.89216055277,11:07:25.816,335.8921605527728
33,76336.13215824832,11:08:18.010,336.1321582483285
34,77336.01215824836,11:09:36.349,336.0121582483506
35,76336.1321553679,11:10:27.568,336.13215536789505
36,77336.07215652011,11:11:39.879,336.07215652010893
37,76336.13215464787,11:12:31.021,336.13215464786856
38,77336.102155512,11:13:47.298,336.10215551198974
39,76336.13215446786,11:14:35.490,336.1321544678721
40,76336.11715497193,11:15:52.897,336.11715497193177
41,76336.1072553253,11:17:05.247,336.10725532531023
42,77336.10388944816,11:27:00.008,336.103889448165
43,76336.10725532382,11:27:40.141,336.10725532381673
