iter,grad
1,[0.4260767  0.         0.44725843 0.28915503 0.        ]
2,[0.4260767  0.         0.44725843 0.28915503 0.        ]
3,[0.4260767  0.         0.44725843 0.28915503 0.        ]
4,[0.4260767  0.         0.44725843 0.28915503 0.        ]
5,[0.4260767  0.         0.44725843 0.28915503 0.        ]
6,[0.4260767  0.         0.44725843 0.28915503 0.        ]
7,[0.4260767  0.         0.44725843 0.28915503 0.        ]
7,[0.4260767  0.         0.44725843 0.28915503 0.        ]
7,[0.4260767  0.         0.44725843 0.28915503 0.        ]
7,[0.4260767  0.         0.44725843 0.28915503 0.        ]
7,[0.4260767  0.         0.44725843 0.28915503 0.        ]
7,[0.4260767  0.         0.44725843 0.28915503 0.        ]
7,[0.4260767  0.         0.44725843 0.28915503 0.        ]
7,[0.4260767  0.         0.44725843 0.28915503 0.        ]
7,[0.4260767  0.         0.44725843 0.28915503 0.        ]
7,[0.4260767  0.         0.44725843 0.28915503 0.        ]
7,[0.4260767  0.         0.44725843 0.28915503 0.        ]
7,[0.4260767  0.         0.44725843 0.28915503 0.        ]
7,[0.4260767  0.         0.44725843 0.28915503 0.        ]
7,[0.4260767  0.         0.44725843 0.28915503 0.        ]
7,[0.4260767  0.         0.44725843 0.28915503 0.        ]
