iter,grad
1,[-0.18530937  0.          0.          0.          0.        ]
2,[-0.18530937  0.          0.          0.          0.        ]
3,[-0.18530937  0.          0.          0.          0.        ]
4,[-0.18530937  0.          0.          0.          0.        ]
5,[-0.18530937  0.          0.          0.          0.        ]
6,[-0.18530937  0.          0.          0.          0.        ]
6,[-0.18530937  0.          0.          0.          0.        ]
7,[-0.18530937  0.          0.          0.          0.        ]
7,[-0.18530937  0.          0.          0.          0.        ]
7,[-0.18530937  0.          0.          0.          0.        ]
7,[-0.18530937  0.          0.          0.          0.        ]
7,[-0.18530937  0.          0.          0.          0.        ]
7,[-0.18530937  0.          0.          0.          0.        ]
7,[-0.18530937  0.          0.          0.          0.        ]
7,[-0.18530937  0.          0.          0.          0.        ]
7,[-0.18530937  0.          0.          0.          0.        ]
7,[-0.18530937  0.          0.          0.          0.        ]
7,[-0.18530937  0.          0.          0.          0.        ]
7,[-0.18530937  0.          0.          0.          0.        ]
7,[-0.18530937  0.          0.          0.          0.        ]
7,[-0.18530937  0.          0.          0.          0.        ]
