iter,grad
1,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
2,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
3,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
4,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
5,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
6,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
7,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
7,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
7,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
7,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
7,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
7,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
7,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
7,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
7,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
7,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
7,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
7,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
7,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
7,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
7,[-0.81084497 -0.81084497  0.          0.65498673 -0.44501327]
