iter,grad
1,[-0.34467561  0.          0.          0.73121453  0.        ]
2,[-0.34467561  0.          0.          0.73121453  0.        ]
3,[-0.34467561  0.          0.          0.73121453  0.        ]
4,[-0.34467561  0.          0.          0.73121453  0.        ]
5,[-0.34467561  0.          0.          0.73121453  0.        ]
6,[-0.34467561  0.          0.          0.73121453  0.        ]
7,[-0.34467561  0.          0.          0.73121453  0.        ]
7,[-0.34467561  0.          0.          0.73121453  0.        ]
7,[-0.34467561  0.          0.          0.73121453  0.        ]
7,[-0.34467561  0.          0.          0.73121453  0.        ]
7,[-0.34467561  0.          0.          0.73121453  0.        ]
7,[-0.34467561  0.          0.          0.73121453  0.        ]
7,[-0.34467561  0.          0.          0.73121453  0.        ]
7,[-0.34467561  0.          0.          0.73121453  0.        ]
7,[-0.34467561  0.          0.          0.73121453  0.        ]
7,[-0.34467561  0.          0.          0.73121453  0.        ]
7,[-0.34467561  0.          0.          0.73121453  0.        ]
7,[-0.34467561  0.          0.          0.73121453  0.        ]
7,[-0.34467561  0.          0.          0.73121453  0.        ]
7,[-0.34467561  0.          0.          0.73121453  0.        ]
7,[-0.34467561  0.          0.          0.73121453  0.        ]
