iter,grad
1,[ 0.         30.38085725]
2,[0. 0.]
3,[0. 0.]
4,[  0.         -14.41485731]
5,[ 0.         29.32188345]
6,[ 0.         29.32188345]
7,[ 0.         30.38085725]
7,[ 0.         30.38085725]
7,[ 0.         30.38085725]
7,[ 0.         30.38085725]
7,[ 0.         30.38085725]
7,[ 0.         30.38085725]
7,[ 0.         30.38085725]
7,[ 0.         30.38085725]
7,[ 0.         30.38085725]
7,[ 0.         30.38085725]
7,[ 0.         30.38085725]
7,[ 0.         30.38085725]
7,[ 0.         30.38085725]
7,[ 0.         30.38085725]
7,[ 0.         30.38085725]
