iter,fitness,timestep,solution
1,-16.277122221703628,12:29:31.347,-0.20591594026955273,0.9905350317957522
2,-14.619093470594127,12:30:49.858,2.03774,0.9905350317957522
3,-14.619093470594127,12:31:35.142,0.43288868877015796,0.9905350317957522
4,-18.37030675615926,12:32:16.403,-0.0728105861130452,0.9905350317957522
5,-16.277122221703628,12:32:59.710,-0.17042873023783706,0.9905350317957522
6,-17.729057047913514,12:33:40.998,-0.0871726122990412,0.9905350317957522
7,-18.37030675615926,12:34:26.302,-0.07372751351895204,0.9905350317957522
8,-18.37030675615926,12:35:13.596,-0.07454568842689849,0.9905350317957522
9,-16.277122221703628,12:36:00.955,-0.17089132575571406,0.9905350317957522
10,-17.729057047913514,12:36:46.288,-0.08857688025174765,0.9905350317957522
11,-18.37030675615926,12:37:31.568,-0.07542652481765459,0.9905350317957522
12,-18.37030675615926,12:38:16.863,-0.07473157691006614,0.9905350317957522
13,-18.37030675615926,12:39:02.178,-0.07458491765100528,0.9905350317957522
14,-18.37030675615926,12:39:45.496,-0.07455396721855785,0.9905350317957522
15,-18.37030675615926,12:40:28.772,-0.07454743555274408,0.9905350317957522
16,-18.37030675615926,12:41:14.095,-0.07454605713393277,0.9905350317957522
17,-14.549523529112557,12:47:57.765,-1.54947,0.9905350317957522
18,-14.549523529112557,12:48:41.047,-0.4783232829697628,0.9905350317957522
19,-16.277122221703628,12:49:24.323,-0.1495330777640964,0.9905350317957522
20,-17.729057047913514,12:50:09.614,-0.08412026879820478,0.9905350317957522
21,-18.37030675615926,12:50:50.939,-0.07499513418585158,0.9905350317957522
22,-18.37030675615926,12:51:32.223,-0.07464053781240833,0.9905350317957522
23,-18.37030675615926,12:52:11.547,-0.07456570509354266,0.9905350317957522
24,-18.37030675615926,12:52:50.836,-0.07454991267085527,0.9905350317957522
25,-18.37030675615926,12:53:32.141,-0.074546579895859,0.9905350317957522
26,-18.37030675615926,12:54:37.602,-0.07454572812965828,0.9905350317957522
