date,Wind-0.wind_0-wind_gen,PV-0.pv_0-pv_gen,Load-0.load_0-load_dem,Controller-0.ctrl_0-flow2b,Controller-0.ctrl_0-flow2e,Controller-0.ctrl_0-dump,Electrolyser-0.electro_0-h2_gen,Battery-0.Battery_0-p_out,Battery-0.Battery_0-p_in,Battery-0.Battery_0-mod,Battery-0.Battery_0-flag,Battery-0.Battery_0-soc,H2storage-0.h2storage_0-h2_given,H2storage-0.h2storage_0-h2_stored,H2storage-0.h2storage_0-h2_soc,Fuelcell-0.fc_0-fc_gen
2012-06-01 16:45:00,71.39501625,100.7534470734062,15.072561409560961,0,44.43099223296717,0,0.1691044184498276,0,0,0,1,90,0,0.1691044184498276,49.986,0.0
2012-06-01 17:00:00,67.97172575,78.83914208933646,12.11023949286952,0,22.977655832205983,0,0.0874529901666793,0,0,0,1,90,0,0.0874529901666793,49.986,0.0
2012-06-01 17:15:00,77.95323525,93.26606484640155,12.824583023676661,0,28.13741262007821,0,0.10709103170265635,0,0,0,1,90,0,0.10709103170265635,49.986,0.0
2012-06-01 17:30:00,95.7683575,137.67781914620932,29.123012270638835,0,71.03247391684816,0,0.27034969486565935,0,0,0,1,90,0,0.27034969486565935,49.987,0.0
2012-06-01 17:45:00,86.3390495,412.02889483447456,29.123012270638835,0,354.8128576051134,0,1.350418231247933,0,0,0,1,90,0,1.350418231247933,49.99,0.0
2012-06-01 18:00:00,191.32026675,105.25066370038253,41.48147265496795,-44.58813039464951,0,0,0,-44.58813039464951,-44.58813039464951,-1,0,88.452,0,0,49.99,0.0
2012-06-01 18:15:00,158.165728,103.78723106602001,26.22542271191007,-28.153074222069904,0,0,0,-28.153074222069904,-28.153074222069904,-1,0,87.474,0,0,49.99,0.0
2012-06-01 18:30:00,83.62331775,191.91128805434786,16.157894125570678,124.44586442991853,0,0,0,89.8133333333332,124.44586442991853,1,1,90,0,0,49.99,0.0
2012-06-01 18:45:00,67.67496200000001,79.98263979216492,19.132953344845646,0,31.440631137010556,0,0.11966308598831511,0,0,0,1,90,0,0.11966308598831511,49.99,0.0
2012-06-01 19:00:00,67.5660995,256.2271913808113,16.48674222623513,0,205.14783410704644,0,0.7807929429307963,0,0,0,1,90,0,0.7807929429307963,49.991,0.0
2012-06-01 19:15:00,132.254738,200.38074184486922,49.135845667717525,0,117.26184951258674,0,0.44629876290415077,0,0,0,1,90,0,0.44629876290415077,49.992,0.0
2012-06-01 19:30:00,242.24240824999998,46.14344131106664,18.625666961216446,-177.4732999777169,0,0,0,-177.4732999777169,-177.4732999777169,-1,0,83.838,0,0,49.992,0.0
2012-06-01 19:45:00,250.0054585,25.86640082496379,2.170320297617263,-221.96873737741896,0,0,0,-221.96873737741896,-221.96873737741896,-1,0,76.131,0,0,49.992,0.0
2012-06-01 20:00:00,238.76599575,22.078672757145743,7.8375208021627465,-208.84980219069152,0,0,0,-208.84980219069152,-208.84980219069152,-1,0,68.879,0,0,49.992,0.0
2012-06-01 20:15:00,216.78277599999998,10.506709778648023,6.437999970678665,-199.8380662506733,0,0,0,-199.8380662506733,-199.8380662506733,-1,0,61.94,0,0,49.992,0.0
2012-06-01 20:30:00,232.89828649999998,4.206898594013526,8.206125648932222,-220.48526225705425,0,0,0,-220.48526225705425,-220.48526225705425,-1,0,54.284,0,0,49.992,0.0
2012-06-01 20:45:00,217.4412175,0.701550955748133,5.888445381038877,-210.85122116321298,0,0,0,-210.85122116321298,-210.85122116321298,-1,0,46.963,0,0,49.992,0.0
2012-06-01 21:00:00,228.9156135,0.0,7.3248310044582645,-221.59078249554173,0,0,0,-221.59078249554173,-221.59078249554173,-1,0,39.269,0,0,49.992,0.0
2012-06-01 21:15:00,214.51297,0.0,7.67730392279016,-206.83566607720982,0,0,0,-206.83566607720982,-206.83566607720982,-1,0,32.087,0,0,49.992,0.0
2012-06-01 21:30:00,139.18308125000001,0.0,8.040906654320548,-131.14217459567948,0,0,0,-131.14217459567948,-131.14217459567948,-1,0,27.533,0,0,49.992,0.0
2012-06-01 21:45:00,199.566585,0.0,12.657307975703883,-186.90927702429613,0,0,0,-186.90927702429613,-186.90927702429613,-1,0,21.043,0,0,49.992,0.0
2012-06-01 22:00:00,201.7023365,0.0,9.889963541666129,-191.81237295833387,0,0,0,-191.81237295833387,-191.81237295833387,-1,0,14.383,0,0,49.992,0.0
2012-06-01 22:15:00,207.60235275,0.0,10.41710713780405,-197.18524561219596,0,0,0,-155.83999999999997,-197.18524561219596,-1,-1,10,0,0,49.992,0.0
2012-06-01 22:30:00,175.346811,0.0,10.662783622193617,0,0,0,0,0,0,0,-1,10,-9.288439220406453,0,49.972,41.171006844451604
2012-06-01 22:45:00,89.6545715,0.0,8.586110201079084,0,0,0,0,0,0,0,-1,10,-4.572389244157977,0,49.962,20.26711532473023
2012-06-01 23:00:00,86.53502474999999,0.0,9.796072112560973,0,0,0,0,0,0,0,-1,10,-4.328198118298873,0,49.953,19.184738159359757
2012-06-01 23:15:00,43.15834125,0.0,10.27152856889632,0,0,0,0,0,0,0,-1,10,-1.8548681715230502,0,49.949,8.22170317027592
2012-06-01 23:30:00,47.531406749999995,0.0,21.96789756851643,0,0,0,0,0,0,0,-1,10,-1.441822288859761,0,49.946,6.390877295370891
2012-06-01 23:45:00,54.88861075,0.0,19.279565378891444,0,0,0,0,0,0,0,-1,10,-2.0084063943095627,0,49.942,8.902261342777136
