iter,grad
1,[ 0.09215964  0.          0.         -0.10181239  0.        ]
2,[ 0.09215964  0.          0.         -0.10181239  0.        ]
3,[ 0.09215964  0.          0.         -0.10181239  0.        ]
4,[ 0.09215964  0.          0.         -0.10181239  0.        ]
5,[ 0.09215964  0.          0.         -0.10181239  0.        ]
6,[ 0.09215964  0.          0.         -0.10181239  0.        ]
6,[ 0.09215964  0.          0.         -0.10181239  0.        ]
6,[ 0.09215964  0.          0.         -0.10181239  0.        ]
6,[ 0.09215964  0.          0.         -0.10181239  0.        ]
6,[ 0.09215964  0.          0.         -0.10181239  0.        ]
6,[ 0.09215964  0.          0.         -0.10181239  0.        ]
6,[ 0.09215964  0.          0.         -0.10181239  0.        ]
6,[ 0.09215964  0.          0.         -0.10181239  0.        ]
6,[ 0.09215964  0.          0.         -0.10181239  0.        ]
6,[ 0.09215964  0.          0.         -0.10181239  0.        ]
6,[ 0.09215964  0.          0.         -0.10181239  0.        ]
6,[ 0.09215964  0.          0.         -0.10181239  0.        ]
6,[ 0.09215964  0.          0.         -0.10181239  0.        ]
6,[ 0.09215964  0.          0.         -0.10181239  0.        ]
6,[ 0.09215964  0.          0.         -0.10181239  0.        ]
6,[ 0.09215964  0.          0.         -0.10181239  0.        ]
