iter,grad
1,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
2,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
3,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
4,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
5,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
5,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
5,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
5,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
5,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
5,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
5,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
5,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
5,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
5,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
5,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
5,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
5,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
5,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
5,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
5,[-0.12191196 -9.         -9.          0.02838017 -9.        ]
