iter,grad
1,[ 0.14365581 -0.1050853  -0.1050853  -0.12650689 -0.1050853 ]
2,[ 0.14027981 -0.15542602 -0.15542602  0.         -0.15542602]
3,[ 0.15417581 -9.         -9.          0.03412417 -9.        ]
3,[ 0.15417581 -9.         -9.          0.03412417 -9.        ]
3,[ 0.15417581 -9.         -9.          0.03412417 -9.        ]
3,[ 0.15417581 -9.         -9.          0.03412417 -9.        ]
3,[ 0.15417581 -9.         -9.          0.03412417 -9.        ]
3,[ 0.15417581 -9.         -9.          0.03412417 -9.        ]
3,[ 0.15417581 -9.         -9.          0.03412417 -9.        ]
3,[ 0.15417581 -9.         -9.          0.03412417 -9.        ]
3,[ 0.15417581 -9.         -9.          0.03412417 -9.        ]
3,[ 0.15417581 -9.         -9.          0.03412417 -9.        ]
3,[ 0.15417581 -9.         -9.          0.03412417 -9.        ]
3,[ 0.15417581 -9.         -9.          0.03412417 -9.        ]
3,[ 0.15417581 -9.         -9.          0.03412417 -9.        ]
