iter,fitness,timestep,solution
1,-72.44363802982548,21:04:54.232,0.1684446027618265,-0.3715110429480626
2,-48.67567335320467,21:06:11.008,-1.54947,-0.3715110429480626
3,-48.67567335320467,21:06:56.292,-0.32582397276439695,-0.3715110429480626
4,-148.96613894135263,21:07:41.568,0.03786657850242922,-0.3715110429480626
5,-114.37381154507707,21:08:28.855,-0.017086691831965345,-0.3715110429480626
6,-148.58839256924503,21:09:16.130,0.032780306876320775,-0.3715110429480626
7,-148.96613894135263,21:10:01.402,0.03786657850242922,-0.3715110429480626
8,-48.67567335320467,21:10:50.681,-1.54947,-0.3715110429480626
9,-48.67567335320467,21:11:37.987,-0.366776268435524,-0.3715110429480626
10,-99.53328920342707,21:12:25.254,-0.0272548964034552,-0.3715110429480626
11,-148.58839256924503,21:13:10.532,0.0323490646407377,-0.3715110429480626
12,-148.96613894135263,21:13:56.902,0.03686537289312026,-0.3715110429480626
13,-148.96613894135263,21:14:44.181,0.03765528774059586,-0.3715110429480626
14,-148.96613894135263,21:15:31.451,0.0378219884745458,-0.3715110429480626
15,-148.96613894135263,21:16:18.735,0.037857168386391055,-0.3715110429480626
16,-148.96613894135263,21:17:04.022,0.03786459262603365,-0.3715110429480626
17,-148.96613894135263,21:17:49.283,0.03786615941035401,-0.3715110429480626
18,-148.96613894135263,21:19:04.747,0.0378665598376044,-0.3715110429480626
