generation,solution,fitness
1,[368.1156026139108],[39368.115602613914]
1,[241.53080343221657],[163241.53080343222]
1,[438.98936852868053],[438.98936852868053]
1,[506.15093773243035],[506.15093773243035]
1,[306.33499979129385],[100306.33499979129]
1,[576.6186950178887],[576.6186950178887]
1,[401.7821807079066],[15401.782180707907]
1,[101.79824524485853],[302101.79824524483]
1,[179.9605282552013],[212179.9605282552]
2,[417.4218449217158],[4417.421844921716]
2,[296.0420189291392],[107296.04201892913]
2,[438.98936852868053],[438.98936852868053]
2,[469.4801271427181],[469.4801271427181]
2,[406.33499979129385],[12406.334999791294]
2,[476.61869501788874],[476.61869501788874]
2,[501.7821807079066],[501.7821807079066]
2,[201.79824524485855],[196201.79824524486]
2,[279.9605282552013],[119279.96052825521]
3,[460.32555344444444],[460.32555344444444]
3,[370.1635153390936],[38370.163515339096]
3,[438.98936852868053],[438.98936852868053]
3,[469.4801271427181],[469.4801271427181]
3,[467.64286906223265],[467.64286906223265]
3,[476.61869501788874],[476.61869501788874]
3,[501.7821807079066],[501.7821807079066]
3,[301.79824524485855],[103301.79824524486]
3,[379.9605282552013],[31379.9605282552]
4,[455.0708779009717],[455.0708779009717]
4,[470.1635153390936],[470.1635153390936]
4,[438.98936852868053],[438.98936852868053]
4,[444.02889432409995],[444.02889432409995]
4,[467.64286906223265],[467.64286906223265]
4,[476.61869501788874],[476.61869501788874]
4,[419.9079190067289],[419.9079190067289]
4,[401.79824524485855],[15401.798245244858]
4,[478.058163913503],[478.058163913503]
5,[446.93892203388896],[446.93892203388896]
5,[464.89172581217946],[464.89172581217946]
5,[438.98936852868053],[438.98936852868053]
5,[444.02889432409995],[444.02889432409995]
5,[431.8415907736052],[431.8415907736052]
5,[476.61869501788874],[476.61869501788874]
5,[419.9079190067289],[419.9079190067289]
5,[467.7500412492017],[467.7500412492017]
5,[435.00560561733937],[435.00560561733937]
6,[433.5413410546492],[433.5413410546492]
6,[458.77732339736656],[458.77732339736656]
6,[432.54923145296516],[432.54923145296516]
6,[440.9266860367431],[440.9266860367431]
6,[431.8415907736052],[431.8415907736052]
6,[456.72032795828136],[456.72032795828136]
6,[419.9079190067289],[419.9079190067289]
6,[459.0059683431606],[459.0059683431606]
6,[435.00560561733937],[435.00560561733937]
7,[433.5413410546492],[433.5413410546492]
7,[458.77732339736656],[458.77732339736656]
7,[428.09510070497964],[428.09510070497964]
7,[422.5160407032637],[422.5160407032637]
7,[431.8415907736052],[431.8415907736052]
7,[456.72032795828136],[456.72032795828136]
7,[419.9079190067289],[419.9079190067289]
7,[459.0059683431606],[459.0059683431606]
7,[422.13879246888115],[422.13879246888115]
8,[433.5413410546492],[433.5413410546492]
8,[458.77732339736656],[458.77732339736656]
8,[420.3384528590581],[420.3384528590581]
8,[422.5160407032637],[422.5160407032637]
8,[431.8415907736052],[431.8415907736052]
8,[456.72032795828136],[456.72032795828136]
8,[419.9079190067289],[419.9079190067289]
8,[436.13009568024285],[436.13009568024285]
8,[422.13879246888115],[422.13879246888115]
9,[433.5413410546492],[433.5413410546492]
9,[458.77732339736656],[458.77732339736656]
9,[420.3384528590581],[420.3384528590581]
9,[422.5160407032637],[422.5160407032637]
9,[431.8415907736052],[431.8415907736052]
9,[456.72032795828136],[456.72032795828136]
9,[419.9079190067289],[419.9079190067289]
9,[436.13009568024285],[436.13009568024285]
9,[422.13879246888115],[422.13879246888115]
