generation,solution,fitness
1,[441.20478686505317],[441.20478686505317]
1,[113.60654508512889],[281113.60654508515]
1,[338.9968195307054],[75338.9968195307]
1,[496.41780944141107],[496.41780944141107]
1,[248.73994462018075],[152248.73994462017]
1,[396.0672894006896],[20396.06728940069]
1,[574.9514479770362],[574.9514479770362]
1,[300.9942915538046],[104300.9942915538]
1,[188.28825833765637],[206188.28825833765]
2,[441.20478686505317],[441.20478686505317]
2,[213.6065450851289],[188213.60654508512]
2,[438.9968195307054],[438.9968195307054]
2,[496.41780944141107],[496.41780944141107]
2,[348.7399446201807],[63348.73994462018]
2,[467.16741048750237],[467.16741048750237]
2,[545.3492071248813],[545.3492071248813]
2,[400.9942915538046],[16400.994291553805]
2,[288.2882583376564],[113288.28825833766]
3,[435.0063029603191],[435.0063029603191]
3,[286.8832447235395],[114286.88324472353]
3,[438.9968195307054],[438.9968195307054]
3,[424.92285118271013],[424.92285118271013]
3,[448.7399446201807],[448.7399446201807]
3,[459.1799011889831],[459.1799011889831]
3,[478.8142797151644],[478.8142797151644]
3,[485.92180957727294],[485.92180957727294]
3,[388.2882583376564],[25388.288258337656]
4,[420.8445840863826],[420.8445840863826]
4,[386.8832447235395],[26386.88324472354]
4,[438.9968195307054],[438.9968195307054]
4,[424.92285118271013],[424.92285118271013]
4,[448.7399446201807],[448.7399446201807]
4,[459.1799011889831],[459.1799011889831]
4,[450.7339662579303],[450.7339662579303]
4,[443.8740062784951],[443.8740062784951]
4,[432.99843438925143],[432.99843438925143]
5,[420.8445840863826],[420.8445840863826]
5,[469.5497164446577],[469.5497164446577]
5,[438.9968195307054],[438.9968195307054]
5,[424.92285118271013],[424.92285118271013]
5,[448.7399446201807],[448.7399446201807]
5,[459.1799011889831],[459.1799011889831]
5,[433.022824821412],[433.022824821412]
5,[443.8740062784951],[443.8740062784951]
5,[432.99843438925143],[432.99843438925143]
6,[420.8445840863826],[420.8445840863826]
6,[454.5688813028942],[454.5688813028942]
6,[438.9968195307054],[438.9968195307054]
6,[424.92285118271013],[424.92285118271013]
6,[423.2374716862279],[423.2374716862279]
6,[459.1799011889831],[459.1799011889831]
6,[433.022824821412],[433.022824821412]
6,[443.8740062784951],[443.8740062784951]
6,[432.99843438925143],[432.99843438925143]
7,[420.8445840863826],[420.8445840863826]
7,[441.03876107404875],[441.03876107404875]
7,[432.3005698525434],[432.3005698525434]
7,[424.92285118271013],[424.92285118271013]
7,[423.2374716862279],[423.2374716862279]
7,[452.006127110256],[452.006127110256]
7,[433.022824821412],[433.022824821412]
7,[443.8740062784951],[443.8740062784951]
7,[432.99843438925143],[432.99843438925143]
8,[420.8445840863826],[420.8445840863826]
8,[441.03876107404875],[441.03876107404875]
8,[432.3005698525434],[432.3005698525434]
8,[424.92285118271013],[424.92285118271013]
8,[423.2374716862279],[423.2374716862279]
8,[441.53744115999115],[441.53744115999115]
8,[433.022824821412],[433.022824821412]
8,[424.54103920069065],[424.54103920069065]
8,[424.0562004013414],[424.0562004013414]
9,[420.8445840863826],[420.8445840863826]
9,[427.3645639404926],[427.3645639404926]
9,[432.3005698525434],[432.3005698525434]
9,[420.97294378397714],[420.97294378397714]
9,[423.2374716862279],[423.2374716862279]
9,[428.7364475038442],[428.7364475038442]
9,[423.18718662287756],[423.18718662287756]
9,[424.54103920069065],[424.54103920069065]
9,[423.596793908957],[423.596793908957]
