generation,solution,fitness
1,[308.511002351287],[98308.51100235128]
1,[460.16224672107904],[460.16224672107904]
1,[100.05718740867245],[304100.0571874087]
1,[251.16628631591988],[150251.1662863159]
1,[173.3779454085565],[224173.37794540855]
1,[146.1692973843989],[255146.1692973844]
1,[193.13010568883544],[202193.13010568885]
1,[272.7803635215239],[124272.78036352152]
1,[298.38373711533495],[105298.38373711533]
2,[460.16224672107904],[460.16224672107904]
2,[474.2604484008051],[474.2604484008051]
2,[332.0267684763506],[79332.02676847635]
2,[312.31656182070265],[95312.3165618207]
2,[308.511002351287],[98308.51100235128]
2,[298.38373711533495],[105298.38373711533]
2,[283.5419077077434],[116283.54190770774]
2,[272.7803635215239],[124272.78036352152]
2,[272.8491960776049],[124272.8491960776]
3,[456.6937453123688],[456.6937453123688]
3,[460.16224672107904],[460.16224672107904]
3,[471.7035970887342],[471.7035970887342]
3,[474.2604484008051],[474.2604484008051]
3,[509.8856053577668],[509.8856053577668]
3,[372.069901159914],[36372.06990115991]
3,[332.0267684763506],[79332.02676847635]
3,[328.99899724082246],[81328.99899724082]
3,[315.7850631381508],[93315.78506313814]
4,[439.662391559747],[439.662391559747]
4,[446.7040206911634],[446.7040206911634]
4,[456.6937453123688],[456.6937453123688]
4,[460.16224672107904],[460.16224672107904]
4,[471.7035970887342],[471.7035970887342]
4,[471.71741613577734],[471.71741613577734]
4,[473.7933798531406],[473.7933798531406]
4,[474.246629353762],[474.246629353762]
4,[474.2604484008051],[474.2604484008051]
5,[431.1312934750261],[431.1312934750261]
5,[439.662391559747],[439.662391559747]
5,[440.26715958478826],[440.26715958478826]
5,[441.9431933690394],[441.9431933690394]
5,[446.3609622968999],[446.3609622968999]
5,[446.7040206911634],[446.7040206911634]
5,[450.07333481401173],[450.07333481401173]
5,[456.6937453123688],[456.6937453123688]
5,[460.16224672107904],[460.16224672107904]
6,[419.92150005619845],[419.92150005619845]
6,[430.8187160999512],[430.8187160999512]
6,[431.1312934750261],[431.1312934750261]
6,[431.22214848491063],[431.22214848491063]
6,[438.24244877880295],[438.24244877880295]
6,[439.5931982610542],[439.5931982610542]
6,[439.662391559747],[439.662391559747]
6,[439.7389963921833],[439.7389963921833]
6,[440.26715958478826],[440.26715958478826]
7,[419.92150005619845],[419.92150005619845]
7,[430.8187160999512],[430.8187160999512]
7,[431.1312934750261],[431.1312934750261]
7,[431.22214848491063],[431.22214848491063]
7,[431.41625335551083],[431.41625335551083]
7,[438.24244877880295],[438.24244877880295]
7,[439.5931982610542],[439.5931982610542]
7,[439.662391559747],[439.662391559747]
7,[439.7389963921833],[439.7389963921833]
8,[419.92150005619845],[419.92150005619845]
8,[423.17054311467257],[423.17054311467257]
8,[425.9382817905312],[425.9382817905312]
8,[430.8187160999512],[430.8187160999512]
8,[431.1312934750261],[431.1312934750261]
8,[431.1352135189857],[431.1352135189857]
8,[431.22214848491063],[431.22214848491063]
8,[431.41625335551083],[431.41625335551083]
8,[438.24244877880295],[438.24244877880295]
9,[419.92150005619845],[419.92150005619845]
9,[423.17054311467257],[423.17054311467257]
9,[423.1785573341351],[423.1785573341351]
9,[424.97652860100567],[424.97652860100567]
9,[425.9382817905312],[425.9382817905312]
9,[429.7900122634111],[429.7900122634111]
9,[430.8187160999512],[430.8187160999512]
9,[431.1312934750261],[431.1312934750261]
9,[431.1352135189857],[431.1352135189857]
10,[419.92150005619845],[419.92150005619845]
10,[420.11267249407274],[420.11267249407274]
10,[421.6130430470029],[421.6130430470029]
10,[422.9873848962609],[422.9873848962609]
10,[423.17054311467257],[423.17054311467257]
10,[423.1785573341351],[423.1785573341351]
10,[423.66049455707514],[423.66049455707514]
10,[424.97652860100567],[424.97652860100567]
10,[425.9382817905312],[425.9382817905312]
11,[419.92150005619845],[419.92150005619845]
11,[420.10107595087175],[420.10107595087175]
11,[420.11267249407274],[420.11267249407274]
11,[420.2085759058489],[420.2085759058489]
11,[421.6130430470029],[421.6130430470029]
11,[422.9873848962609],[422.9873848962609]
11,[423.17054311467257],[423.17054311467257]
11,[423.1785573341351],[423.1785573341351]
11,[423.18213965787356],[423.18213965787356]
