generation,solution,fitness
1,[458.8786482678028],[458.8786482678028]
1,[308.75099712286385],[98308.75099712286]
1,[361.423612487424],[44361.42361248742]
1,[190.2999492750336],[204190.29994927504]
1,[129.3968388527496],[267129.3968388527]
1,[584.8842318187217],[584.8842318187217]
1,[531.6810770121313],[531.6810770121313]
1,[231.42401512791707],[175231.4240151279]
2,[458.8786482678028],[458.8786482678028]
2,[408.75099712286385],[10408.750997122865]
2,[461.423612487424],[461.423612487424]
2,[268.0463431695596],[127268.04634316955]
2,[229.3968388527496],[177229.39683885276]
2,[531.9747807771566],[531.9747807771566]
2,[531.6810770121313],[531.6810770121313]
2,[331.4240151279171],[80331.42401512792]
3,[458.8786482678028],[458.8786482678028]
3,[501.408896575315],[501.408896575315]
3,[461.423612487424],[461.423612487424]
3,[368.0463431695596],[39368.04634316956]
3,[329.3968388527496],[81329.39683885274]
3,[431.97478077715664],[431.97478077715664]
3,[456.35390815314065],[456.35390815314065]
3,[431.4240151279171],[431.4240151279171]
4,[458.8786482678028],[458.8786482678028]
4,[501.408896575315],[501.408896575315]
4,[448.4420566972865],[448.4420566972865]
4,[460.9961853873619],[460.9961853873619]
4,[429.3968388527496],[429.3968388527496]
4,[431.97478077715664],[431.97478077715664]
4,[456.35390815314065],[456.35390815314065]
4,[431.4240151279171],[431.4240151279171]
5,[458.8786482678028],[458.8786482678028]
5,[477.6768515132621],[477.6768515132621]
5,[448.4420566972865],[448.4420566972865]
5,[460.9961853873619],[460.9961853873619]
5,[429.3968388527496],[429.3968388527496]
5,[431.97478077715664],[431.97478077715664]
5,[456.35390815314065],[456.35390815314065]
5,[431.4240151279171],[431.4240151279171]
6,[458.8786482678028],[458.8786482678028]
6,[477.6768515132621],[477.6768515132621]
6,[438.5828801819616],[438.5828801819616]
6,[460.9961853873619],[460.9961853873619]
6,[429.3968388527496],[429.3968388527496]
6,[431.97478077715664],[431.97478077715664]
6,[456.35390815314065],[456.35390815314065]
6,[431.4240151279171],[431.4240151279171]
7,[458.8786482678028],[458.8786482678028]
7,[477.6768515132621],[477.6768515132621]
7,[438.5828801819616],[438.5828801819616]
7,[429.65583520203637],[429.65583520203637]
7,[429.3968388527496],[429.3968388527496]
7,[431.97478077715664],[431.97478077715664]
7,[456.35390815314065],[456.35390815314065]
7,[431.4240151279171],[431.4240151279171]
8,[458.8786482678028],[458.8786482678028]
8,[463.13706433211],[463.13706433211]
8,[438.5828801819616],[438.5828801819616]
8,[429.65583520203637],[429.65583520203637]
8,[429.3968388527496],[429.3968388527496]
8,[431.97478077715664],[431.97478077715664]
8,[456.35390815314065],[456.35390815314065]
8,[430.18713086958826],[430.18713086958826]
9,[458.8786482678028],[458.8786482678028]
9,[463.13706433211],[463.13706433211]
9,[438.5828801819616],[438.5828801819616]
9,[421.5343792364246],[421.5343792364246]
9,[429.3968388527496],[429.3968388527496]
9,[431.97478077715664],[431.97478077715664]
9,[451.0508608013858],[451.0508608013858]
9,[430.18713086958826],[430.18713086958826]
10,[458.8786482678028],[458.8786482678028]
10,[450.2246140103465],[450.2246140103465]
10,[434.60592471981363],[434.60592471981363]
10,[421.5343792364246],[421.5343792364246]
10,[429.3968388527496],[429.3968388527496]
10,[431.97478077715664],[431.97478077715664]
10,[451.0508608013858],[451.0508608013858]
10,[426.36800611945813],[426.36800611945813]
11,[458.8786482678028],[458.8786482678028]
11,[450.2246140103465],[450.2246140103465]
11,[434.60592471981363],[434.60592471981363]
11,[421.5343792364246],[421.5343792364246]
11,[429.3968388527496],[429.3968388527496]
11,[431.97478077715664],[431.97478077715664]
11,[451.0508608013858],[451.0508608013858]
11,[426.36800611945813],[426.36800611945813]
12,[458.8786482678028],[458.8786482678028]
12,[450.2246140103465],[450.2246140103465]
12,[434.60592471981363],[434.60592471981363]
12,[421.5343792364246],[421.5343792364246]
12,[429.3968388527496],[429.3968388527496]
12,[431.97478077715664],[431.97478077715664]
12,[451.0508608013858],[451.0508608013858]
12,[426.36800611945813],[426.36800611945813]
13,[430.08875858519355],[430.08875858519355]
13,[450.2246140103465],[450.2246140103465]
13,[434.60592471981363],[434.60592471981363]
13,[421.5343792364246],[421.5343792364246]
13,[429.3968388527496],[429.3968388527496]
13,[431.97478077715664],[431.97478077715664]
13,[451.0508608013858],[451.0508608013858]
13,[426.36800611945813],[426.36800611945813]
14,[430.08875858519355],[430.08875858519355]
14,[450.2246140103465],[450.2246140103465]
14,[434.60592471981363],[434.60592471981363]
14,[421.5343792364246],[421.5343792364246]
14,[429.3968388527496],[429.3968388527496]
14,[431.97478077715664],[431.97478077715664]
14,[451.0508608013858],[451.0508608013858]
14,[426.36800611945813],[426.36800611945813]
