generation,solution,fitness
1,[387.10291861424224],[260387.10291861426]
1,[267.0007976982911],[1280267.0007976983]
1,[309.13888998993923],[980309.1388899899]
1,[172.23995942002688],[2260172.23995942]
1,[123.51747108219968],[2710123.517471082]
1,[487.90738545497743],[487.90738545497743]
1,[445.34486160970505],[445.34486160970505]
1,[205.13921210233366],[1940205.1392121024]
2,[467.10291861424224],[467.10291861424224]
2,[347.0007976982911],[650347.0007976983]
2,[389.13888998993923],[240389.13888998993]
2,[245.8331777509368],[1600245.833177751]
2,[203.51747108219968],[1950203.5174710823]
2,[487.90738545497743],[487.90738545497743]
2,[440.10073452984034],[440.10073452984034]
2,[285.13921210233366],[1150285.1392121024]
3,[467.10291861424224],[467.10291861424224]
3,[427.0007976982911],[427.0007976982911]
3,[469.13888998993923],[469.13888998993923]
3,[325.8331777509368],[840325.8331777509]
3,[283.5174710821997],[1160283.5174710823]
3,[435.40386077742914],[435.40386077742914]
3,[440.10073452984034],[440.10073452984034]
3,[365.13921210233366],[410365.13921210234]
4,[451.5590356486701],[451.5590356486701]
4,[427.0007976982911],[427.0007976982911]
4,[469.13888998993923],[469.13888998993923]
4,[405.8331777509368],[120405.83317775093]
4,[363.5174710821997],[430363.5174710822]
4,[435.40386077742914],[435.40386077742914]
4,[440.10073452984034],[440.10073452984034]
4,[445.13921210233366],[445.13921210233366]
5,[451.5590356486701],[451.5590356486701]
5,[427.0007976982911],[427.0007976982911]
5,[428.37530926572424],[428.37530926572424]
5,[485.8331777509368],[485.8331777509368]
5,[443.5174710821997],[443.5174710821997]
5,[435.40386077742914],[435.40386077742914]
5,[426.35303724364366],[426.35303724364366]
5,[445.13921210233366],[445.13921210233366]
6,[426.08990222005605],[426.08990222005605]
6,[427.0007976982911],[427.0007976982911]
6,[428.37530926572424],[428.37530926572424]
6,[484.2897832105411],[484.2897832105411]
6,[443.5174710821997],[443.5174710821997]
6,[435.40386077742914],[435.40386077742914]
6,[426.35303724364366],[426.35303724364366]
6,[445.13921210233366],[445.13921210233366]
7,[425.8825555260342],[425.8825555260342]
7,[427.0007976982911],[427.0007976982911]
7,[428.37530926572424],[428.37530926572424]
7,[439.1042019253279],[439.1042019253279]
7,[430.62912133314046],[430.62912133314046]
7,[435.40386077742914],[435.40386077742914]
7,[426.35303724364366],[426.35303724364366]
7,[445.13921210233366],[445.13921210233366]
8,[425.8825555260342],[425.8825555260342]
8,[427.0007976982911],[427.0007976982911]
8,[428.37530926572424],[428.37530926572424]
8,[439.1042019253279],[439.1042019253279]
8,[430.62912133314046],[430.62912133314046]
8,[435.40386077742914],[435.40386077742914]
8,[426.35303724364366],[426.35303724364366]
8,[445.13921210233366],[445.13921210233366]
9,[423.5584026879518],[423.5584026879518]
9,[427.0007976982911],[427.0007976982911]
9,[428.37530926572424],[428.37530926572424]
9,[439.1042019253279],[439.1042019253279]
9,[430.62912133314046],[430.62912133314046]
9,[435.40386077742914],[435.40386077742914]
9,[426.35303724364366],[426.35303724364366]
9,[445.13921210233366],[445.13921210233366]
10,[423.5584026879518],[423.5584026879518]
10,[427.0007976982911],[427.0007976982911]
10,[428.37530926572424],[428.37530926572424]
10,[439.1042019253279],[439.1042019253279]
10,[430.62912133314046],[430.62912133314046]
10,[435.40386077742914],[435.40386077742914]
10,[426.35303724364366],[426.35303724364366]
10,[445.13921210233366],[445.13921210233366]
